sagecode,item,domsupply,foodsupply,feedsupply,otherutil,foodfraction,feedfraction,otherutilfraction
MWI,Tea,1142.857143,1142.857143,0,0,1,0,0
MYS,Tea,14000,14000,0,0,1,0,0
MLI,Tea,8428.571429,8428.571429,0,0,1,0,0
MLT,Tea,857.1428571,857.1428571,0,0,1,0,0
MRT,Tea,4142.857143,4142.857143,0,0,1,0,0
MUS,Tea,1000,1000,0,0,1,0,0
MNG,Tea,1571.428571,1571.428571,0,0,1,0,0
MAR,Tea,40000,40000,0,0,1,0,0
MOZ,Tea,6428.571429,6428.571429,0,0,1,0,0
MMR,Tea,20857.14286,20857.14286,0,0,1,0,0
NAM,Tea,857.1428571,857.1428571,0,0,1,0,0
NPL,Tea,5714.285714,5714.285714,0,0,1,0,0
NLD,Tea,17000,17000,0,0,1,0,0
NZL,Tea,3285.714286,3285.714286,0,0,1,0,0
NER,Tea,2571.428571,2571.428571,0,0,1,0,0
NGA,Tea,8285.714286,8285.714286,0,0,1,0,0
NOR,Tea,1142.857143,1142.857143,0,0,1,0,0
PAK,Tea,105857.1429,103857.1429,0,2000,0.981106613,0,0.018893387
PRY,Tea,79142.85714,72857.14286,0,6285.714286,0.920577617,0,0.079422383
PER,Tea,7142.857143,7142.857143,0,0,1,0,0
PHL,Tea,857.1428571,857.1428571,0,0,1,0,0
POL,Tea,29571.42857,29571.42857,0,0,1,0,0
PRT,Tea,285.7142857,285.7142857,0,0,1,0,0
KOR,Tea,2285.714286,2285.714286,0,0,1,0,0
MDA,Tea,142.8571429,142.8571429,0,0,1,0,0
ROM,Tea,714.2857143,714.2857143,0,0,1,0,0
RUS,Tea,160285.7143,160285.7143,0,0,1,0,0
RWA,Tea,571.4285714,0,0,571.4285714,0,0,1
SAU,Tea,17571.42857,17571.42857,0,0,1,0,0
SEN,Tea,5142.857143,5142.857143,0,0,1,0,0
SRM,Tea,714.2857143,714.2857143,0,0,1,0,0
SVK,Tea,1000,1000,0,0,1,0,0
SVN,Tea,142.8571429,142.8571429,0,0,1,0,0
ZAF,Tea,20857.14286,20857.14286,0,0,1,0,0
ESP,Tea,2571.428571,2571.428571,0,0,1,0,0
LKA,Tea,16000,15142.85714,0,857.1428571,0.946428571,0,0.053571429
SDN,Tea,23571.42857,23571.42857,0,0,1,0,0
SWZ,Tea,857.1428571,857.1428571,0,0,1,0,0
SWE,Tea,3000,3000,0,0,1,0,0
CHE,Tea,1714.285714,1714.285714,0,0,1,0,0
SYR,Tea,36000,36000,0,0,1,0,0
TJK,Tea,2857.142857,2857.142857,0,0,1,0,0
THA,Tea,5285.714286,5285.714286,0,0,1,0,0
MKD,Tea,857.1428571,857.1428571,0,0,1,0,0
TRI,Tea,142.8571429,142.8571429,0,0,1,0,0
TUN,Tea,10428.57143,10428.57143,0,0,1,0,0
TUR,Tea,149714.2857,149714.2857,0,0,1,0,0
TKM,Tea,5000,5000,0,0,1,0,0
UGA,Tea,7285.714286,7285.714286,0,0,1,0,0
UKR,Tea,16142.85714,16142.85714,0,0,1,0,0
ARE,Tea,43571.42857,5571.428571,0,38000,0.127868852,0,0.872131148
GBR,Tea,136142.8571,136142.8571,0,0,1,0,0
TZA,Tea,4428.571429,3571.428571,0,857.1428571,0.806451613,0,0.193548387
USA,Tea,136142.8571,136142.8571,0,0,1,0,0
URY,Tea,26285.71429,26285.71429,0,0,1,0,0
UZB,Tea,15000,15000,0,0,1,0,0
VEN,Tea,142.8571429,142.8571429,0,0,1,0,0
VNM,Tea,23142.85714,23142.85714,0,0,1,0,0
YEM,Tea,8285.714286,8285.714286,0,0,1,0,0
ZMB,Tea,285.7142857,285.7142857,0,0,1,0,0
ZWE,Tea,6857.142857,6857.142857,0,0,1,0,0
ALB,Tomatoes,165571.4286,146000,0,19571.42857,0.881794651,0,0.118205349
DZA,Tomatoes,837142.8571,771714.2857,0,65428.57143,0.921843003,0,0.078156997
AGO,Tomatoes,43142.85714,42000,0,1142.857143,0.973509934,0,0.026490066
ARG,Tomatoes,788000,718285.7143,0,69714.28571,0.911530094,0,0.088469906
ARM,Tomatoes,154000,141285.7143,0,12714.28571,0.917439703,0,0.082560297
AUS,Tomatoes,464142.8571,464142.8571,0,0,1,0,0
AUT,Tomatoes,107571.4286,96857.14286,0,10714.28571,0.900398406,0,0.099601594
AZE,Tomatoes,325285.7143,324285.7143,0,1000,0.99692578,0,0.00307422
BHA,Tomatoes,5285.714286,5000,0,285.7142857,0.945945946,0,0.054054054
BGD,Tomatoes,102000,91714.28571,0,10285.71429,0.899159664,0,0.100840336
BAR,Tomatoes,1428.571429,1428.571429,0,0,1,0,0
BLR,Tomatoes,133000,129142.8571,0,3857.142857,0.970998926,0,0.029001074
BEL,Tomatoes,154142.8571,147285.7143,0,6857.142857,0.955514365,0,0.044485635
BZE,Tomatoes,1714.285714,1714.285714,0,0,1,0,0
BEN,Tomatoes,161428.5714,155142.8571,0,6285.714286,0.961061947,0,0.038938053
BOL,Tomatoes,102428.5714,82285.71429,0,20142.85714,0.80334728,0,0.19665272
BIH,Tomatoes,43714.28571,41571.42857,0,2142.857143,0.950980392,0,0.049019608
BWA,Tomatoes,9428.571429,9428.571429,0,0,1,0,0
BRA,Tomatoes,3185428.571,2867571.429,0,317857.1429,0.900215266,0,0.099784734
BRN,Tomatoes,1000,1000,0,0,1,0,0
BGR,Tomatoes,383857.1429,316428.5714,0,67428.57143,0.824339412,0,0.175660588
BFA,Tomatoes,13142.85714,11428.57143,0,1714.285714,0.869565217,0,0.130434783
BDI,Tomatoes,285.7142857,285.7142857,0,0,1,0,0
CMR,Tomatoes,295428.5714,266571.4286,0,28857.14286,0.902321083,0,0.097678917
CAN,Tomatoes,965428.5714,923857.1429,0,41571.42857,0.956939923,0,0.043060077
CPV,Tomatoes,5571.428571,5571.428571,0,0,1,0,0
CAF,Tomatoes,571.4285714,571.4285714,0,0,1,0,0
CHL,Tomatoes,694428.5714,399285.7143,0,295142.8571,0.574984571,0,0.425015429
CHN,Tomatoes,21227000,19676000,0,1551000,0.92693268,0,0.07306732
COL,Tomatoes,379285.7143,365000,0,14285.71429,0.962335217,0,0.037664783
COM,Tomatoes,1428.571429,1428.571429,0,0,1,0,0
COG,Tomatoes,25142.85714,25142.85714,0,0,1,0,0
COS,Tomatoes,48000,42857.14286,0,5142.857143,0.892857143,0,0.107142857
HRV,Tomatoes,91857.14286,88142.85714,0,3714.285714,0.959564541,0,0.040435459
CUB,Tomatoes,420142.8571,370714.2857,0,49428.57143,0.882352941,0,0.117647059
CYP,Tomatoes,39000,34142.85714,0,4857.142857,0.875457875,0,0.124542125
CZE,Tomatoes,108714.2857,106142.8571,0,2571.428571,0.976346912,0,0.023653088
CIV,Tomatoes,44857.14286,41000,0,3857.142857,0.914012739,0,0.085987261
PRK,Tomatoes,65428.57143,57857.14286,0,7571.428571,0.884279476,0,0.115720524
ZAR,Tomatoes,54428.57143,50142.85714,0,4285.714286,0.921259843,0,0.078740157
DNK,Tomatoes,90857.14286,89857.14286,0,1000,0.988993711,0,0.011006289
DJI,Tomatoes,3571.428571,3571.428571,0,0,1,0,0
DOM,Tomatoes,278285.7143,250285.7143,0,28000,0.899383984,0,0.100616016
ECU,Tomatoes,61714.28571,56857.14286,0,4857.142857,0.921296296,0,0.078703704
EGY,Tomatoes,6400714.286,5758857.143,0,641857.1429,0.899721013,0,0.100278987
ELS,Tomatoes,66857.14286,57142.85714,0,9714.285714,0.854700855,0,0.145299145
ERI,Tomatoes,6571.428571,6571.428571,0,0,1,0,0
EST,Tomatoes,14142.85714,14000,0,142.8571429,0.98989899,0,0.01010101
ETH,Tomatoes,52571.42857,47285.71429,0,5285.714286,0.899456522,0,0.100543478
FJI,Tomatoes,4000,4000,0,0,1,0,0
FIN,Tomatoes,83428.57143,78285.71429,0,5142.857143,0.938356164,0,0.061643836
FRA,Tomatoes,1569571.429,1480714.286,0,88857.14286,0.94338764,0,0.05661236
PYF,Tomatoes,1571.428571,1571.428571,0,0,1,0,0
GAB,Tomatoes,11857.14286,11857.14286,0,0,1,0,0
GMB,Tomatoes,15714.28571,15714.28571,0,0,1,0,0
GEO,Tomatoes,173142.8571,158000,0,15142.85714,0.912541254,0,0.087458746
DEU,Tomatoes,1243285.714,1144142.857,0,99142.85714,0.920257383,0,0.079742617
GHA,Tomatoes,249142.8571,228285.7143,0,20857.14286,0.916284404,0,0.083715596
GRC,Tomatoes,1639714.286,1398571.429,0,241142.8571,0.852936052,0,0.147063948
GUA,Tomatoes,159857.1429,134428.5714,0,25428.57143,0.840929401,0,0.159070599
GIN,Tomatoes,18571.42857,18571.42857,0,0,1,0,0
GNB,Tomatoes,1428.571429,1428.571429,0,0,1,0,0
GUY,Tomatoes,3571.428571,3571.428571,0,0,1,0,0
HAI,Tomatoes,14142.85714,14000,0,142.8571429,0.98989899,0,0.01010101
HON,Tomatoes,45714.28571,38285.71429,0,7428.571429,0.8375,0,0.1625
HUN,Tomatoes,241000,234000,2571.428571,4428.571429,0.970954357,0.010669828,0.018375815
ISL,Tomatoes,2428.571429,2428.571429,0,0,1,0,0
IND,Tomatoes,7312000,6580571.429,0,731428.5714,0.89996874,0,0.10003126
IDN,Tomatoes,566571.4286,511000,0,55571.42857,0.901916288,0,0.098083712
IRN,Tomatoes,3201857.143,2859285.714,0,342571.4286,0.893008522,0,0.106991478
IRL,Tomatoes,44714.28571,42142.85714,0,2571.428571,0.942492013,0,0.057507987
ISR,Tomatoes,353428.5714,344857.1429,0,8571.428571,0.975747777,0,0.024252223
ITA,Tomatoes,3803285.714,3591857.143,0,211428.5714,0.94440897,0,0.05559103
JAM,Tomatoes,25714.28571,23571.42857,0,2142.857143,0.916666667,0,0.083333333
JPN,Tomatoes,1192857.143,1082857.143,0,110000,0.907784431,0,0.092215569
JOR,Tomatoes,115000,81428.57143,0,33571.42857,0.708074534,0,0.291925466
KAZ,Tomatoes,361000,351857.1429,0,9142.857143,0.974673526,0,0.025326474
KEN,Tomatoes,263285.7143,237285.7143,0,26000,0.901247965,0,0.098752035
KWT,Tomatoes,113714.2857,104714.2857,0,9000,0.920854271,0,0.079145729
KGZ,Tomatoes,124142.8571,119428.5714,0,4714.285714,0.962025316,0,0.037974684
LVA,Tomatoes,19571.42857,19285.71429,0,285.7142857,0.98540146,0,0.01459854
LBN,Tomatoes,297285.7143,268142.8571,0,29142.85714,0.901970207,0,0.098029793
LSO,Tomatoes,4000,4000,0,0,1,0,0
LBR,Tomatoes,2142.857143,2142.857143,0,0,1,0,0
LBY,Tomatoes,556571.4286,536285.7143,0,20285.71429,0.963552361,0,0.036447639
LTU,Tomatoes,26000,24714.28571,0,1285.714286,0.950549451,0,0.049450549
LUX,Tomatoes,4571.428571,4571.428571,0,0,1,0,0
MDG,Tomatoes,22857.14286,20857.14286,0,2000,0.9125,0,0.0875
MWI,Tomatoes,35857.14286,32000,0,3857.142857,0.892430279,0,0.107569721
MYS,Tomatoes,43285.71429,42142.85714,0,1142.857143,0.97359736,0,0.02640264
MDV,Tomatoes,2571.428571,2571.428571,0,0,1,0,0
MLI,Tomatoes,41714.28571,38142.85714,0,3571.428571,0.914383562,0,0.085616438
MLT,Tomatoes,21571.42857,16714.28571,0,4857.142857,0.774834437,0,0.225165563
MRT,Tomatoes,10142.85714,10142.85714,0,0,1,0,0
MUS,Tomatoes,14428.57143,13000,0,1428.571429,0.900990099,0,0.099009901
MEX,Tomatoes,1952571.429,1838285.714,0,114285.7143,0.941469125,0,0.058530875
MNG,Tomatoes,142.8571429,142.8571429,0,0,1,0,0
MAR,Tomatoes,801714.2857,721000,0,80714.28571,0.89932288,0,0.10067712
MOZ,Tomatoes,8571.428571,7571.428571,0,1000,0.883333333,0,0.116666667
NAM,Tomatoes,6142.857143,6142.857143,0,0,1,0,0
NPL,Tomatoes,714.2857143,714.2857143,0,0,1,0,0
NLD,Tomatoes,263428.5714,224714.2857,0,38714.28571,0.853036876,0,0.146963124
ANT,Tomatoes,1285.714286,1142.857143,0,142.8571429,0.888888889,0,0.111111111
NCL,Tomatoes,714.2857143,714.2857143,0,0,1,0,0
NZL,Tomatoes,103857.1429,94857.14286,0,9000,0.913342503,0,0.086657497
NIC,Tomatoes,7571.428571,6714.285714,0,857.1428571,0.886792453,0,0.113207547
NER,Tomatoes,101285.7143,91571.42857,0,9714.285714,0.904090268,0,0.095909732
NGA,Tomatoes,900142.8571,774428.5714,0,125714.2857,0.860339629,0,0.139660371
NOR,Tomatoes,60285.71429,57857.14286,0,2428.571429,0.95971564,0,0.04028436
PAK,Tomatoes,305714.2857,305714.2857,0,0,1,0,0
PAN,Tomatoes,25714.28571,25714.28571,0,0,1,0,0
PRY,Tomatoes,77857.14286,70857.14286,0,7000,0.910091743,0,0.089908257
PER,Tomatoes,163285.7143,141857.1429,0,21428.57143,0.868766404,0,0.131233596
PHL,Tomatoes,204571.4286,197285.7143,0,7285.714286,0.964385475,0,0.035614525
POL,Tomatoes,435142.8571,398000,0,37142.85714,0.914642154,0,0.085357846
PRT,Tomatoes,651142.8571,545857.1429,0,105285.7143,0.838306275,0,0.161693725
KOR,Tomatoes,324857.1429,287285.7143,0,37571.42857,0.884344767,0,0.115655233
MDA,Tomatoes,93428.57143,90142.85714,0,3285.714286,0.964831804,0,0.035168196
ROM,Tomatoes,768000,752571.4286,0,15428.57143,0.979910714,0,0.020089286
RUS,Tomatoes,2308428.571,2250285.714,0,58142.85714,0.974812798,0,0.025187202
RWA,Tomatoes,1428.571429,1428.571429,0,0,1,0,0
STP,Tomatoes,142.8571429,142.8571429,0,0,1,0,0
SAU,Tomatoes,605428.5714,549857.1429,0,55571.42857,0.90821142,0,0.09178858
SEN,Tomatoes,52857.14286,49285.71429,0,3571.428571,0.932432432,0,0.067567568
SRM,Tomatoes,211142.8571,190714.2857,0,20428.57143,0.903247632,0,0.096752368
SYC,Tomatoes,1000,1000,0,0,1,0,0
SLE,Tomatoes,22000,20000,0,2000,0.909090909,0,0.090909091
SVK,Tomatoes,67285.71429,59714.28571,0,7571.428571,0.887473461,0,0.112526539
SVN,Tomatoes,27285.71429,23857.14286,0,3428.571429,0.87434555,0,0.12565445
ZAF,Tomatoes,446857.1429,403571.4286,0,43285.71429,0.903132992,0,0.096867008
ESP,Tomatoes,2538142.857,1931000,264285.7143,342857.1429,0.76079248,0.104125626,0.135081893
LKA,Tomatoes,42285.71429,36285.71429,0,6000,0.858108108,0,0.141891892
SDN,Tomatoes,674428.5714,574857.1429,0,99571.42857,0.852361788,0,0.147638212
SUR,Tomatoes,2285.714286,2285.714286,0,0,1,0,0
SWZ,Tomatoes,4571.428571,4428.571429,0,142.8571429,0.96875,0,0.03125
SWE,Tomatoes,171571.4286,165000,0,6571.428571,0.961698585,0,0.038301415
CHE,Tomatoes,169142.8571,167571.4286,0,1571.428571,0.990709459,0,0.009290541
SYR,Tomatoes,533285.7143,462714.2857,0,70571.42857,0.867666756,0,0.132333244
TJK,Tomatoes,126000,123714.2857,0,2285.714286,0.98185941,0,0.01814059
THA,Tomatoes,211142.8571,200285.7143,0,10857.14286,0.948579161,0,0.051420839
MKD,Tomatoes,104000,91571.42857,0,12428.57143,0.880494505,0,0.119505495
TGO,Tomatoes,16142.85714,15142.85714,0,1000,0.938053097,0,0.061946903
TRI,Tomatoes,8428.571429,8428.571429,0,0,1,0,0
TUN,Tomatoes,695142.8571,650428.5714,0,44714.28571,0.93567612,0,0.06432388
TUR,Tomatoes,7949285.714,5359000,1295142.857,1295142.857,0.674148621,0.16292569,0.16292569
TKM,Tomatoes,165428.5714,160714.2857,0,4714.285714,0.971502591,0,0.028497409
UGA,Tomatoes,13142.85714,12142.85714,0,1000,0.923913043,0,0.076086957
UKR,Tomatoes,1128428.571,1113285.714,0,15142.85714,0.98658058,0,0.01341942
ARE,Tomatoes,726428.5714,208428.5714,0,518000,0.286922321,0,0.713077679
GBR,Tomatoes,1123285.714,1119142.857,0,4142.857143,0.99631184,0,0.00368816
TZA,Tomatoes,137428.5714,123571.4286,0,13857.14286,0.899168399,0,0.100831601
USA,Tomatoes,11524428.57,10924428.57,0,600000,0.947936681,0,0.052063319
URY,Tomatoes,54571.42857,48285.71429,0,6285.714286,0.884816754,0,0.115183246
UZB,Tomatoes,976857.1429,957000,0,19857.14286,0.979672419,0,0.020327581
VEN,Tomatoes,298714.2857,245000,0,53714.28571,0.820181731,0,0.179818269
YEM,Tomatoes,269571.4286,257000,0,12571.42857,0.95336513,0,0.04663487
ZMB,Tomatoes,25000,22428.57143,0,2571.428571,0.897142857,0,0.102857143
ZWE,Tomatoes,12857.14286,11857.14286,0,1000,0.922222222,0,0.077777778
ALB,Vegetables Other,451000,349285.7143,77571.42857,24142.85714,0.774469433,0.171998733,0.053531834
DZA,Vegetables Other,1603428.571,1461714.286,571.4285714,141142.8571,0.911617962,0.000356379,0.088025659
AGO,Vegetables Other,252000,227000,0,25000,0.900793651,0,0.099206349
ATG,Vegetables Other,2857.142857,2857.142857,0,0,1,0,0
ARG,Vegetables Other,1764142.857,1527428.571,0,236714.2857,0.865819095,0,0.134180905
ARM,Vegetables Other,318142.8571,246285.7143,55428.57143,16428.57143,0.774135608,0.174225415,0.051638976
AUS,Vegetables Other,1218857.143,1176857.143,0,42000,0.965541491,0,0.034458509
AUT,Vegetables Other,598857.1429,527857.1429,0,71000,0.88144084,0,0.11855916
AZE,Vegetables Other,581857.1429,562338.7978,3089.773614,16428.57143,0.966455091,0.005310193,0.028234716
BHA,Vegetables Other,32714.28571,29571.42857,0,3142.857143,0.903930131,0,0.096069869
BGD,Vegetables Other,1515285.714,1366285.714,0,149000,0.901668709,0,0.098331291
BAR,Vegetables Other,15857.14286,15857.14286,0,0,1,0,0
BLR,Vegetables Other,1242285.714,760428.5714,404142.8571,77714.28571,0.612120515,0.325321987,0.062557498
BEL,Vegetables Other,895285.7143,551000,234428.5714,109857.1429,0.615445987,0.261847774,0.122706239
BZE,Vegetables Other,10571.42857,9571.428571,0,1000,0.905405405,0,0.094594595
BEN,Vegetables Other,188714.2857,176000,0,12714.28571,0.932626798,0,0.067373202
BMU,Vegetables Other,8571.428571,7571.428571,0,1000,0.883333333,0,0.116666667
BOL,Vegetables Other,350285.7143,329285.7143,0,21000,0.94004894,0,0.05995106
BIH,Vegetables Other,647000,590000,0,57000,0.911901082,0,0.088098918
BWA,Vegetables Other,45142.85714,43000,0,2142.857143,0.952531646,0,0.047468354
BRA,Vegetables Other,3649714.286,3222571.429,0,427142.8571,0.882965398,0,0.117034602
BRN,Vegetables Other,25285.71429,24285.71429,0,1000,0.960451977,0,0.039548023
BGR,Vegetables Other,912142.8571,697000,111571.4286,103571.4286,0.764134691,0.122317933,0.113547377
BFA,Vegetables Other,222000,203714.2857,0,18285.71429,0.917631918,0,0.082368082
BDI,Vegetables Other,239285.7143,215428.5714,0,23857.14286,0.900298507,0,0.099701493
KHM,Vegetables Other,471000,423857.1429,0,47142.85714,0.899909008,0,0.100090992
CMR,Vegetables Other,813142.8571,808571.4286,0,4571.428571,0.994378074,0,0.005621926
CAN,Vegetables Other,2728285.714,2578428.571,0,149857.1429,0.945072782,0,0.054927218
CPV,Vegetables Other,11285.71429,11285.71429,0,0,1,0,0
CAF,Vegetables Other,64285.71429,63285.71429,0,1000,0.984444444,0,0.015555556
TCD,Vegetables Other,82000,73857.14286,0,8142.857143,0.900696864,0,0.099303136
CHL,Vegetables Other,1065428.571,899142.8571,0,166285.7143,0.843925986,0,0.156074014
CHN,Vegetables Other,282970857.1,247837000,12037428.57,23096428.57,0.875839309,0.042539464,0.081621227
COL,Vegetables Other,653142.8571,576428.5714,29714.28571,47000,0.882545932,0.045494313,0.071959755
COM,Vegetables Other,5142.857143,4428.571429,0,714.2857143,0.861111111,0,0.138888889
COG,Vegetables Other,90142.85714,87000,0,3142.857143,0.965134707,0,0.034865293
COS,Vegetables Other,91285.71429,87000,0,4285.714286,0.953051643,0,0.046948357
HRV,Vegetables Other,384428.5714,347142.8571,17000,20285.71429,0.903010033,0.044221479,0.052768488
CUB,Vegetables Other,1754142.857,828571.4286,711000,214571.4286,0.472351169,0.405326167,0.122322665
CYP,Vegetables Other,101571.4286,86142.85714,1714.285714,13714.28571,0.848101266,0.016877637,0.135021097
CZE,Vegetables Other,610142.8571,576000,0,34142.85714,0.944041208,0,0.055958792
CIV,Vegetables Other,635714.2857,581000,0,54714.28571,0.913932584,0,0.086067416
PRK,Vegetables Other,3575142.857,3175000,32285.71429,367857.1429,0.888076401,0.009030608,0.102892991
ZAR,Vegetables Other,363000,327000,0,36000,0.900826446,0,0.099173554
DNK,Vegetables Other,371571.4286,347571.4286,142.8571429,23857.14286,0.935409458,0.000384468,0.064206075
DJI,Vegetables Other,24714.28571,22428.57143,0,2285.714286,0.907514451,0,0.092485549
DMI,Vegetables Other,6142.857143,5142.857143,0,1000,0.837209302,0,0.162790698
DOM,Vegetables Other,125714.2857,109142.8571,0,16571.42857,0.868181818,0,0.131818182
ECU,Vegetables Other,236000,207714.2857,10000,18285.71429,0.880145278,0.042372881,0.07748184
EGY,Vegetables Other,6840142.857,6154428.571,1142.857143,684571.4286,0.899751467,0.000167081,0.100081452
ELS,Vegetables Other,196428.5714,180285.7143,0,16142.85714,0.917818182,0,0.082181818
ERI,Vegetables Other,28142.85714,25142.85714,0,3000,0.893401015,0,0.106598985
EST,Vegetables Other,83142.85714,81142.85714,0,2000,0.975945017,0,0.024054983
ETH,Vegetables Other,699142.8571,644428.5714,0,54714.28571,0.921740907,0,0.078259093
FJI,Vegetables Other,21000,20000,0,1000,0.952380952,0,0.047619048
FIN,Vegetables Other,284142.8571,267857.1429,0,16285.71429,0.942684766,0,0.057315234
FRA,Vegetables Other,5577142.857,4578428.571,126285.7143,872428.5714,0.820927254,0.022643443,0.156429303
PYF,Vegetables Other,12571.42857,11571.42857,0,1000,0.920454545,0,0.079545455
GAB,Vegetables Other,40714.28571,37142.85714,0,3571.428571,0.912280702,0,0.087719298
GMB,Vegetables Other,21285.71429,20285.71429,0,1000,0.953020134,0,0.046979866
GEO,Vegetables Other,308285.7143,204428.5714,83857.14286,20000,0.663113994,0.272011121,0.064874884
DEU,Vegetables Other,6386857.143,5770428.571,75571.42857,540857.1429,0.903484835,0.011832334,0.084682831
GHA,Vegetables Other,416428.5714,376428.5714,0,40000,0.903945111,0,0.096054889
GRC,Vegetables Other,1899000,1424714.286,118857.1429,355428.5714,0.75024449,0.062589333,0.187166178
GRD,Vegetables Other,2428.571429,2428.571429,0,0,1,0,0
GUA,Vegetables Other,360857.1429,324142.8571,0,36714.28571,0.898258116,0,0.101741884
GIN,Vegetables Other,479857.1429,444857.1429,0,35000,0.927061625,0,0.072938375
GNB,Vegetables Other,25142.85714,20142.85714,0,5000,0.801136364,0,0.198863636
GUY,Vegetables Other,50714.28571,46571.42857,0,4142.857143,0.918309859,0,0.081690141
HAI,Vegetables Other,209142.8571,188428.5714,0,20714.28571,0.900956284,0,0.099043716
HON,Vegetables Other,210428.5714,176000,0,34428.57143,0.836388323,0,0.163611677
HUN,Vegetables Other,867428.5714,772571.4286,39428.57143,55428.57143,0.890645586,0.045454545,0.063899868
ISL,Vegetables Other,11000,11000,0,0,1,0,0
IND,Vegetables Other,58112714.29,54483571.43,0,3629142.857,0.937549934,0,0.062450066
IDN,Vegetables Other,6010285.714,5564428.571,0,445857.1429,0.925817646,0,0.074182354
IRN,Vegetables Other,7047857.143,6209857.143,0,838000,0.881098612,0,0.118901388
IRL,Vegetables Other,279428.5714,224000,34000,21428.57143,0.801635992,0.121676892,0.076687117
ISR,Vegetables Other,1020285.714,975428.5714,571.4285714,44285.71429,0.956034724,0.000560067,0.043405209
ITA,Vegetables Other,7848714.286,6012714.286,686714.2857,1149285.714,0.766076336,0.087493857,0.146429807
JAM,Vegetables Other,175428.5714,158857.1429,0,16571.42857,0.905537459,0,0.094462541
JPN,Vegetables Other,12696285.71,11523714.29,0,1172571.429,0.90764453,0,0.09235547
JOR,Vegetables Other,354857.1429,317000,0,37857.14286,0.89331723,0,0.10668277
KAZ,Vegetables Other,1237285.714,1027229.875,156484.4105,53571.42857,0.83022851,0.126473949,0.043297541
KEN,Vegetables Other,1256000,1191714.286,0,64285.71429,0.948817106,0,0.051182894
KIR,Vegetables Other,6000,5000,0,1000,0.833333333,0,0.166666667
KWT,Vegetables Other,242000,228428.5714,0,13571.42857,0.943919717,0,0.056080283
KGZ,Vegetables Other,423285.7143,337285.7143,59571.42857,26428.57143,0.79682754,0.140735741,0.06243672
LAO,Vegetables Other,534571.4286,486714.2857,0,47857.14286,0.910475681,0,0.089524319
LVA,Vegetables Other,178285.7143,167857.1429,3714.285714,6714.285714,0.94150641,0.020833333,0.037660256
LBN,Vegetables Other,618285.7143,510571.4286,4000,103714.2857,0.825785582,0.006469501,0.167744917
LSO,Vegetables Other,40285.71429,36285.71429,0,4000,0.90070922,0,0.09929078
LBR,Vegetables Other,76714.28571,68714.28571,0,8000,0.895716946,0,0.104283054
LBY,Vegetables Other,498571.4286,455285.7143,0,43285.71429,0.913180516,0,0.086819484
LTU,Vegetables Other,352571.4286,265428.5714,66714.28571,20428.57143,0.752836305,0.189222042,0.057941653
LUX,Vegetables Other,16857.14286,16285.71429,0,571.4285714,0.966101695,0,0.033898305
MDG,Vegetables Other,316857.1429,285428.5714,0,31428.57143,0.900811542,0,0.099188458
MWI,Vegetables Other,210857.1429,189857.1429,0,21000,0.900406504,0,0.099593496
MYS,Vegetables Other,574714.2857,528142.8571,0,46571.42857,0.918965946,0,0.081034054
MDV,Vegetables Other,33142.85714,31142.85714,0,2000,0.939655172,0,0.060344828
MLI,Vegetables Other,502857.1429,478000,0,24857.14286,0.950568182,0,0.049431818
MLT,Vegetables Other,61142.85714,53571.42857,0,7571.428571,0.876168224,0,0.123831776
MRT,Vegetables Other,9571.428571,8857.142857,0,714.2857143,0.925373134,0,0.074626866
MUS,Vegetables Other,70714.28571,63428.57143,0,7285.714286,0.896969697,0,0.103030303
MEX,Vegetables Other,4445000,4022142.857,142.8571429,422714.2857,0.904869034,3.21E-05,0.095098827
MNG,Vegetables Other,52142.85714,40714.28571,8428.571429,3000,0.780821918,0.161643836,0.057534247
MAR,Vegetables Other,1968714.286,1780714.286,10857.14286,177142.8571,0.904506204,0.005514839,0.089978957
MOZ,Vegetables Other,128142.8571,115285.7143,0,12857.14286,0.899665552,0,0.100334448
MMR,Vegetables Other,2864285.714,2581714.286,0,282571.4286,0.901346633,0,0.098653367
NAM,Vegetables Other,21571.42857,20571.42857,0,1000,0.953642384,0,0.046357616
NPL,Vegetables Other,1595428.571,1438000,0,157428.5714,0.901325215,0,0.098674785
NLD,Vegetables Other,1097428.571,984142.8571,4142.857143,109142.8571,0.896771674,0.003775059,0.099453267
ANT,Vegetables Other,10000,10000,0,0,1,0,0
NCL,Vegetables Other,9142.857143,8142.857143,0,1000,0.890625,0,0.109375
NZL,Vegetables Other,478142.8571,427000,0,51142.85714,0.893038542,0,0.106961458
NIC,Vegetables Other,26571.42857,24571.42857,0,2000,0.924731183,0,0.075268817
NER,Vegetables Other,264285.7143,260285.7143,0,4000,0.984864865,0,0.015135135
NGA,Vegetables Other,6454571.429,5685571.429,0,769000,0.880859634,0,0.119140366
NOR,Vegetables Other,252285.7143,232285.7143,0,20000,0.920724802,0,0.079275198
PAK,Vegetables Other,3035857.143,2922571.429,0,113285.7143,0.962684109,0,0.037315891
PAN,Vegetables Other,42285.71429,38571.42857,0,3714.285714,0.912162162,0,0.087837838
PRY,Vegetables Other,227857.1429,200142.8571,0,27714.28571,0.878369906,0,0.121630094
PER,Vegetables Other,1146142.857,760571.4286,74714.28571,310857.1429,0.663592173,0.065187586,0.271220242
PHL,Vegetables Other,4684142.857,4462285.714,0,221857.1429,0.952636555,0,0.047363445
