sagecode,item,domsupply,foodsupply,feedsupply,otherutil,foodfraction,feedfraction,otherutilfraction
DEU,Rape and Mustardseed,4303142.857,1429689.032,2160894.933,712558.8929,0.332242986,0.502166673,0.165590341
GRC,Rape and Mustardseed,1857.142857,1714.285714,142.8571429,0,0.923076923,0.076923077,0
HON,Rape and Mustardseed,1000,1000,0,0,1,0,0
HUN,Rape and Mustardseed,97857.14286,53605.71429,40537.14286,3714.285714,0.54779562,0.414248175,0.037956204
IND,Rape and Mustardseed,5088142.857,3071110,1862747.143,154285.7143,0.603581717,0.366095685,0.030322599
IDN,Rape and Mustardseed,142.8571429,142.8571429,0,0,1,0,0
IRN,Rape and Mustardseed,11142.85714,5815.714286,4041.428571,1285.714286,0.521923077,0.362692308,0.115384615
IRL,Rape and Mustardseed,9714.285714,6024.285714,3690,0,0.620147059,0.379852941,0
ISR,Rape and Mustardseed,27000,16340,10660,0,0.605185185,0.394814815,0
ITA,Rape and Mustardseed,55428.57143,21722.85714,13705.71429,20000,0.391907216,0.247268041,0.360824742
JPN,Rape and Mustardseed,2135428.571,1259850,867150,8428.571429,0.589975248,0.406077736,0.003947016
KAZ,Rape and Mustardseed,7142.857143,2950,3907.142857,285.7142857,0.413,0.547,0.04
KGZ,Rape and Mustardseed,1142.857143,0,1142.857143,0,0,1,0
LVA,Rape and Mustardseed,5428.571429,1938.571429,3204.285714,285.7142857,0.357105263,0.590263158,0.052631579
LTU,Rape and Mustardseed,12000,5141.428571,6858.571429,0,0.428452381,0.571547619,0
LUX,Rape and Mustardseed,4857.142857,1854.285714,2717.142857,285.7142857,0.381764706,0.559411765,0.058823529
MYS,Rape and Mustardseed,8428.571429,4972.857143,3455.714286,0,0.59,0.41,0
MEX,Rape and Mustardseed,818714.2857,480528.5714,329757.1429,8428.571429,0.586930728,0.402774385,0.010294887
MNG,Rape and Mustardseed,857.1428571,0,857.1428571,0,0,1,0
MAR,Rape and Mustardseed,9285.714286,5537.142857,3748.571429,0,0.596307692,0.403692308,0
MMR,Rape and Mustardseed,21714.28571,12811.42857,8902.857143,0,0.59,0.41,0
NPL,Rape and Mustardseed,158285.7143,91904.28571,63667.14286,2714.285714,0.580622744,0.402229242,0.017148014
NLD,Rape and Mustardseed,183285.7143,92484.28571,90801.42857,0,0.504590803,0.495409197,0
NZL,Rape and Mustardseed,4714.285714,857.1428571,3857.142857,0,0.181818182,0.818181818,0
NIC,Rape and Mustardseed,857.1428571,857.1428571,0,0,1,0,0
NOR,Rape and Mustardseed,22142.85714,13357.14286,8785.714286,0,0.603225806,0.396774194,0
PAK,Rape and Mustardseed,554714.2857,315902.8571,219525.7143,19285.71429,0.56948751,0.395745558,0.034766933
PRY,Rape and Mustardseed,2000,0,0,2000,0,0,1
PHL,Rape and Mustardseed,285.7142857,285.7142857,0,0,1,0,0
POL,Rape and Mustardseed,829857.1429,488182.8571,339245.7143,2428.571429,0.588273369,0.408800138,0.002926493
PRT,Rape and Mustardseed,1571.428571,1278.571429,292.8571429,0,0.813636364,0.186363636,0
KOR,Rape and Mustardseed,7571.428571,5814.285714,1757.142857,0,0.767924528,0.232075472,0
MDA,Rape and Mustardseed,571.4285714,0,571.4285714,0,0,1,0
ROM,Rape and Mustardseed,16857.14286,9897.142857,6245.714286,714.2857143,0.587118644,0.370508475,0.042372881
RUS,Rape and Mustardseed,110571.4286,55467.14286,53961.42857,1142.857143,0.501640827,0.488023256,0.010335917
SAU,Rape and Mustardseed,142.8571429,142.8571429,0,0,1,0,0
SEN,Rape and Mustardseed,2285.714286,2285.714286,0,0,1,0,0
SRM,Rape and Mustardseed,5428.571429,3202.857143,2225.714286,0,0.59,0.41,0
SVK,Rape and Mustardseed,147285.7143,73540,53174.28571,20571.42857,0.499301649,0.361028128,0.139670223
SVN,Rape and Mustardseed,285.7142857,285.7142857,0,0,1,0,0
ZAF,Rape and Mustardseed,12285.71429,7658.571429,4627.142857,0,0.623372093,0.376627907,0
ESP,Rape and Mustardseed,59142.85714,35311.42857,23545.71429,285.7142857,0.59705314,0.398115942,0.004830918
LKA,Rape and Mustardseed,1571.428571,1571.428571,0,0,1,0,0
SWE,Rape and Mustardseed,260571.4286,140291.4286,120280,0,0.538399123,0.461600877,0
CHE,Rape and Mustardseed,48714.28571,29385.71429,19328.57143,0,0.603225806,0.396774194,0
THA,Rape and Mustardseed,3000,2857.142857,0,142.8571429,0.952380952,0,0.047619048
MKD,Rape and Mustardseed,1428.571429,842.8571429,585.7142857,0,0.59,0.41,0
TUN,Rape and Mustardseed,2428.571429,2428.571429,0,0,1,0,0
TUR,Rape and Mustardseed,8428.571429,5005.714286,3280,142.8571429,0.593898305,0.389152542,0.016949153
UKR,Rape and Mustardseed,59857.14286,28572.85714,29998.57143,1285.714286,0.477350835,0.501169451,0.021479714
ARE,Rape and Mustardseed,571.4285714,337.1428571,234.2857143,0,0.59,0.41,0
GBR,Rape and Mustardseed,1619142.857,872052.8571,747090,0,0.538589201,0.461410799,0
USA,Rape and Mustardseed,831285.7143,473657.1429,277628.5714,80000,0.569788623,0.33397491,0.096236467
UZB,Rape and Mustardseed,1428.571429,842.8571429,585.7142857,0,0.59,0.41,0
VEN,Rape and Mustardseed,1142.857143,1142.857143,0,0,1,0,0
ALB,Rice (Milled Equivalent),21000,20571.42857,142.8571429,285.7142857,0.979591837,0.006802721,0.013605442
DZA,Rice (Milled Equivalent),56857.14286,50428.57143,6285.714286,142.8571429,0.886934673,0.110552764,0.002512563
AGO,Rice (Milled Equivalent),60428.57143,59000,0,1428.571429,0.976359338,0,0.023640662
ATG,Rice (Milled Equivalent),1000,1000,0,0,1,0,0
ARG,Rice (Milled Equivalent),250000,213142.8571,0,36857.14286,0.852571429,0,0.147428571
ARM,Rice (Milled Equivalent),10428.57143,10000,0,428.5714286,0.95890411,0,0.04109589
AUS,Rice (Milled Equivalent),269142.8571,176428.5714,0,92714.28571,0.65552017,0,0.34447983
AUT,Rice (Milled Equivalent),32857.14286,32428.57143,0,428.5714286,0.986956522,0,0.013043478
AZE,Rice (Milled Equivalent),34714.28571,33571.42857,0,1142.857143,0.967078189,0,0.032921811
BHA,Rice (Milled Equivalent),9571.428571,8428.571429,0,1142.857143,0.880597015,0,0.119402985
BGD,Rice (Milled Equivalent),23226285.71,21608857.14,0,1617428.571,0.930362151,0,0.069637849
BAR,Rice (Milled Equivalent),4285.714286,4000,0,285.7142857,0.933333333,0,0.066666667
BLR,Rice (Milled Equivalent),24142.85714,24142.85714,0,0,1,0,0
BEL,Rice (Milled Equivalent),33857.14286,24142.85714,9142.857143,571.4285714,0.713080169,0.270042194,0.016877637
BZE,Rice (Milled Equivalent),8428.571429,7142.857143,0,1285.714286,0.847457627,0,0.152542373
BEN,Rice (Milled Equivalent),118857.1429,102000,0,16857.14286,0.858173077,0,0.141826923
BOL,Rice (Milled Equivalent),201571.4286,188142.8571,5000,8428.571429,0.933380581,0.024805103,0.041814316
BIH,Rice (Milled Equivalent),3428.571429,3428.571429,0,0,1,0,0
BWA,Rice (Milled Equivalent),14000,14000,0,0,1,0,0
BRA,Rice (Milled Equivalent),7581857.143,6753857.143,0,828000,0.890791928,0,0.109208072
BRN,Rice (Milled Equivalent),112000,85571.42857,17428.57143,9000,0.764030612,0.155612245,0.080357143
BGR,Rice (Milled Equivalent),27285.71429,25428.57143,1571.428571,285.7142857,0.931937173,0.057591623,0.010471204
BFA,Rice (Milled Equivalent),252428.5714,245857.1429,0,6571.428571,0.973967176,0,0.026032824
BDI,Rice (Milled Equivalent),39428.57143,37571.42857,0,1857.142857,0.952898551,0,0.047101449
KHM,Rice (Milled Equivalent),2301428.571,1979142.857,58285.71429,264000,0.859962756,0.025325885,0.114711359
CMR,Rice (Milled Equivalent),228142.8571,221714.2857,0,6428.571429,0.971822167,0,0.028177833
CAN,Rice (Milled Equivalent),239714.2857,216285.7143,0,23428.57143,0.902264601,0,0.097735399
CPV,Rice (Milled Equivalent),25142.85714,17428.57143,0,7714.285714,0.693181818,0,0.306818182
CAF,Rice (Milled Equivalent),17285.71429,16285.71429,0,1000,0.94214876,0,0.05785124
TCD,Rice (Milled Equivalent),75428.57143,70857.14286,0,4571.428571,0.939393939,0,0.060606061
CHL,Rice (Milled Equivalent),144000,141571.4286,0,2428.571429,0.983134921,0,0.016865079
CHN,Rice (Milled Equivalent),124027857.1,101358220,13710494.29,8959142.857,0.817221408,0.110543668,0.072234924
COL,Rice (Milled Equivalent),1630857.143,1370039.335,244246.3789,16571.42857,0.840073173,0.149765649,0.010161177
COM,Rice (Milled Equivalent),42714.28571,41714.28571,0,1000,0.976588629,0,0.023411371
COG,Rice (Milled Equivalent),47571.42857,46428.57143,0,1142.857143,0.975975976,0,0.024024024
COS,Rice (Milled Equivalent),216000,209285.7143,0,6714.285714,0.968915344,0,0.031084656
HRV,Rice (Milled Equivalent),9000,9000,0,0,1,0,0
CUB,Rice (Milled Equivalent),784857.1429,678571.4286,71428.57143,34857.14286,0.864579541,0.091008373,0.044412086
CYP,Rice (Milled Equivalent),4142.857143,4142.857143,0,0,1,0,0
CZE,Rice (Milled Equivalent),46714.28571,45857.14286,857.1428571,0,0.981651376,0.018348624,0
CIV,Rice (Milled Equivalent),963285.7143,847539.3628,69174.92292,46571.42857,0.879842138,0.071811428,0.048346433
PRK,Rice (Milled Equivalent),1898714.286,1693428.571,136857.1429,68428.57143,0.891881724,0.07207885,0.036039425
ZAR,Rice (Milled Equivalent),290000,279000,0,11000,0.962068966,0,0.037931034
DNK,Rice (Milled Equivalent),20285.71429,16571.42857,1857.142857,1857.142857,0.816901408,0.091549296,0.091549296
DJI,Rice (Milled Equivalent),27857.14286,27857.14286,0,0,1,0,0
DMI,Rice (Milled Equivalent),571.4285714,571.4285714,0,0,1,0,0
DOM,Rice (Milled Equivalent),416714.2857,404857.1429,0,11857.14286,0.971546109,0,0.028453891
ECU,Rice (Milled Equivalent),769714.2857,598428.5714,0,171285.7143,0.777468448,0,0.222531552
EGY,Rice (Milled Equivalent),3202428.571,2738571.429,107714.2857,356142.8571,0.85515457,0.033635188,0.111210242
ELS,Rice (Milled Equivalent),69285.71429,68000,0,1285.714286,0.981443299,0,0.018556701
ERI,Rice (Milled Equivalent),1571.428571,1571.428571,0,0,1,0,0
EST,Rice (Milled Equivalent),3571.428571,3571.428571,0,0,1,0,0
ETH,Rice (Milled Equivalent),17142.85714,17142.85714,0,0,1,0,0
FJI,Rice (Milled Equivalent),36857.14286,34285.71429,0,2571.428571,0.930232558,0,0.069767442
FIN,Rice (Milled Equivalent),22857.14286,22857.14286,0,0,1,0,0
FRA,Rice (Milled Equivalent),319142.8571,289986.4935,27727.79221,1428.571429,0.908641654,0.08688207,0.004476276
PYF,Rice (Milled Equivalent),9285.714286,8285.714286,0,1000,0.892307692,0,0.107692308
GAB,Rice (Milled Equivalent),48571.42857,46571.42857,0,2000,0.958823529,0,0.041176471
GMB,Rice (Milled Equivalent),82571.42857,61285.71429,0,21285.71429,0.742214533,0,0.257785467
GEO,Rice (Milled Equivalent),1571.428571,1285.714286,285.7142857,0,0.818181818,0.181818182,0
DEU,Rice (Milled Equivalent),330857.1429,323714.2857,1857.142857,5285.714286,0.978411054,0.005613126,0.01597582
GHA,Rice (Milled Equivalent),337285.7143,307571.4286,0,29714.28571,0.911901737,0,0.088098263
GRC,Rice (Milled Equivalent),91714.28571,79142.85714,9000,3571.428571,0.862928349,0.098130841,0.03894081
GRD,Rice (Milled Equivalent),1571.428571,1285.714286,0,285.7142857,0.818181818,0,0.181818182
GUA,Rice (Milled Equivalent),50142.85714,48714.28571,0,1428.571429,0.971509972,0,0.028490028
GIN,Rice (Milled Equivalent),907714.2857,750142.8571,0,157571.4286,0.826408562,0,0.173591438
GNB,Rice (Milled Equivalent),130000,124714.2857,2142.857143,3142.857143,0.959340659,0.016483516,0.024175824
GUY,Rice (Milled Equivalent),104571.4286,60571.42857,26857.14286,17142.85714,0.579234973,0.256830601,0.163934426
HAI,Rice (Milled Equivalent),332142.8571,321714.2857,0,10428.57143,0.968602151,0,0.031397849
HON,Rice (Milled Equivalent),79142.85714,75142.85714,0,4000,0.949458484,0,0.050541516
HUN,Rice (Milled Equivalent),56714.28571,56000,571.4285714,142.8571429,0.987405542,0.010075567,0.002518892
ISL,Rice (Milled Equivalent),1000,1000,0,0,1,0,0
IND,Rice (Milled Equivalent),79203000,74931791.8,1712493.912,2558714.286,0.946072646,0.021621579,0.032305775
IDN,Rice (Milled Equivalent),35802857.14,27325714.29,1702285.714,6774857.143,0.763227197,0.047546086,0.189226718
IRN,Rice (Milled Equivalent),2341714.286,2057018.2,251838.943,32857.14286,0.878424073,0.107544693,0.014031235
IRL,Rice (Milled Equivalent),12571.42857,12571.42857,0,0,1,0,0
ISR,Rice (Milled Equivalent),106142.8571,63000,0,43142.85714,0.593539704,0,0.406460296
ITA,Rice (Milled Equivalent),372714.2857,348189.0706,17810.9294,6714.285714,0.93419835,0.047787085,0.018014565
JAM,Rice (Milled Equivalent),65714.28571,62685.84357,1599.870718,1428.571429,0.953915011,0.024345859,0.02173913
JPN,Rice (Milled Equivalent),8281142.857,7911529.135,90328.00808,279285.7143,0.955366822,0.010907674,0.033725504
JOR,Rice (Milled Equivalent),107428.5714,104142.8571,0,3285.714286,0.969414894,0,0.030585106
KAZ,Rice (Milled Equivalent),126285.7143,118142.8571,1000,7142.857143,0.935520362,0.007918552,0.056561086
KEN,Rice (Milled Equivalent),138000,135285.7143,0,2714.285714,0.980331263,0,0.019668737
KIR,Rice (Milled Equivalent),4857.142857,3857.142857,0,1000,0.794117647,0,0.205882353
KWT,Rice (Milled Equivalent),112714.2857,106571.4286,0,6142.857143,0.945500634,0,0.054499366
KGZ,Rice (Milled Equivalent),13857.14286,13857.14286,0,0,1,0,0
LAO,Rice (Milled Equivalent),1097857.143,909051.7732,118519.6554,70285.71429,0.828023736,0.107955444,0.06402082
LVA,Rice (Milled Equivalent),6000,6000,0,0,1,0,0
LBN,Rice (Milled Equivalent),39857.14286,39857.14286,0,0,1,0,0
LSO,Rice (Milled Equivalent),9857.142857,9857.142857,0,0,1,0,0
LBR,Rice (Milled Equivalent),168571.4286,148714.2857,0,19857.14286,0.88220339,0,0.11779661
LBY,Rice (Milled Equivalent),116571.4286,81142.85714,16142.85714,19285.71429,0.696078431,0.138480392,0.165441176
LTU,Rice (Milled Equivalent),8857.142857,8857.142857,0,0,1,0,0
LUX,Rice (Milled Equivalent),571.4285714,571.4285714,0,0,1,0,0
MDG,Rice (Milled Equivalent),1840142.857,1528678.864,62035.42157,249428.5714,0.830739232,0.033712286,0.135548482
MWI,Rice (Milled Equivalent),47571.42857,45857.14286,0,1714.285714,0.963963964,0,0.036036036
MYS,Rice (Milled Equivalent),2006857.143,1918000,42285.71429,46571.42857,0.955723235,0.021070615,0.02320615
MDV,Rice (Milled Equivalent),15428.57143,14142.85714,0,1285.714286,0.916666667,0,0.083333333
MLI,Rice (Milled Equivalent),543857.1429,509285.7143,0,34571.42857,0.936432887,0,0.063567113
MLT,Rice (Milled Equivalent),2000,2000,0,0,1,0,0
MRT,Rice (Milled Equivalent),128571.4286,116000,8571.428571,4000,0.902222222,0.066666667,0.031111111
MUS,Rice (Milled Equivalent),68142.85714,64714.28571,0,3428.571429,0.949685535,0,0.050314465
MEX,Rice (Milled Equivalent),642714.2857,610285.7143,0,32428.57143,0.949544343,0,0.050455657
MNG,Rice (Milled Equivalent),11142.85714,11142.85714,0,0,1,0,0
MAR,Rice (Milled Equivalent),21285.71429,19857.14286,0,1428.571429,0.932885906,0,0.067114094
MOZ,Rice (Milled Equivalent),173571.4286,166571.4286,0,7000,0.959670782,0,0.040329218
MMR,Rice (Milled Equivalent),12457428.57,7299428.571,2046714.286,3111285.714,0.585949864,0.16429669,0.249753446
NAM,Rice (Milled Equivalent),5428.571429,4714.285714,0,714.2857143,0.868421053,0,0.131578947
NPL,Rice (Milled Equivalent),2555714.286,2063714.286,190428.5714,301571.4286,0.807490218,0.0745109,0.117998882
NLD,Rice (Milled Equivalent),98428.57143,52857.14286,44142.85714,1428.571429,0.53701016,0.448476052,0.014513788
ANT,Rice (Milled Equivalent),5571.428571,4857.142857,0,714.2857143,0.871794872,0,0.128205128
NCL,Rice (Milled Equivalent),8571.428571,4571.428571,0,4000,0.533333333,0,0.466666667
NZL,Rice (Milled Equivalent),30571.42857,30571.42857,0,0,1,0,0
NIC,Rice (Milled Equivalent),256714.2857,247714.2857,0,9000,0.964941569,0,0.035058431
NER,Rice (Milled Equivalent),170285.7143,162571.4286,2571.428571,5142.857143,0.954697987,0.015100671,0.030201342
NGA,Rice (Milled Equivalent),2996714.286,2777000,0,219714.2857,0.926681604,0,0.073318396
NOR,Rice (Milled Equivalent),17571.42857,17285.71429,285.7142857,0,0.983739837,0.016260163,0
PAK,Rice (Milled Equivalent),2143142.857,2046285.714,0,96857.14286,0.954806026,0,0.045193974
PAN,Rice (Milled Equivalent),152428.5714,146428.5714,0,6000,0.960637301,0,0.039362699
PRY,Rice (Milled Equivalent),67000,62714.28571,0,4285.714286,0.936034115,0,0.063965885
PER,Rice (Milled Equivalent),1333142.857,1136000,0,197142.8571,0.852121732,0,0.147878268
PHL,Rice (Milled Equivalent),8453428.571,7928666.368,399047.9181,125714.2857,0.937923152,0.047205452,0.014871396
POL,Rice (Milled Equivalent),85000,77571.42857,7428.571429,0,0.912605042,0.087394958,0
PRT,Rice (Milled Equivalent),177428.5714,173142.8571,0,4285.714286,0.975845411,0,0.024154589
KOR,Rice (Milled Equivalent),4360857.143,4017714.286,0,343142.8571,0.921312979,0,0.078687021
MDA,Rice (Milled Equivalent),11428.57143,11428.57143,0,0,1,0,0
ROM,Rice (Milled Equivalent),74571.42857,73857.14286,0,714.2857143,0.990421456,0,0.009578544
RUS,Rice (Milled Equivalent),688857.1429,675000,0,13857.14286,0.979883866,0,0.020116134
RWA,Rice (Milled Equivalent),23428.57143,21000,0,2428.571429,0.896341463,0,0.103658537
KNA,Rice (Milled Equivalent),1142.857143,1000,0,142.8571429,0.875,0,0.125
STL,Rice (Milled Equivalent),2142.857143,1142.857143,0,1000,0.533333333,0,0.466666667
VCT,Rice (Milled Equivalent),3000,3000,0,0,1,0,0
WSM,Rice (Milled Equivalent),6000,5000,0,1000,0.833333333,0,0.166666667
STP,Rice (Milled Equivalent),4000,4000,0,0,1,0,0
SAU,Rice (Milled Equivalent),697285.7143,694285.7143,1142.857143,1857.142857,0.995697603,0.001639008,0.002663389
SEN,Rice (Milled Equivalent),756857.1429,680142.8571,0,76714.28571,0.898640997,0,0.101359003
SRM,Rice (Milled Equivalent),10285.71429,10285.71429,0,0,1,0,0
SYC,Rice (Milled Equivalent),5285.714286,1857.142857,0,3428.571429,0.351351351,0,0.648648649
SLE,Rice (Milled Equivalent),410857.1429,379428.5714,0,31428.57143,0.923504868,0,0.076495132
SVK,Rice (Milled Equivalent),31000,29000,2000,0,0.935483871,0.064516129,0
SVN,Rice (Milled Equivalent),8142.857143,7714.285714,285.7142857,142.8571429,0.947368421,0.035087719,0.01754386
SLB,Rice (Milled Equivalent),28285.71429,27428.57143,0,857.1428571,0.96969697,0,0.03030303
ZAF,Rice (Milled Equivalent),585000,585000,0,0,1,0,0
ESP,Rice (Milled Equivalent),332285.7143,318857.1429,1571.428571,11857.14286,0.959587274,0.004729149,0.035683577
LKA,Rice (Milled Equivalent),1864857.143,1746428.571,285.7142857,118142.8571,0.936494561,0.00015321,0.063352229
SDN,Rice (Milled Equivalent),32428.57143,31857.14286,0,571.4285714,0.982378855,0,0.017621145
SUR,Rice (Milled Equivalent),75714.28571,35669.64286,15330.35714,24714.28571,0.471108491,0.202476415,0.326415094
SWZ,Rice (Milled Equivalent),13428.57143,11857.14286,0,1571.428571,0.882978723,0,0.117021277
SWE,Rice (Milled Equivalent),40428.57143,39857.14286,0,571.4285714,0.985865724,0,0.014134276
CHE,Rice (Milled Equivalent),65428.57143,35714.28571,29428.57143,285.7142857,0.545851528,0.449781659,0.004366812
SYR,Rice (Milled Equivalent),159285.7143,159285.7143,0,0,1,0,0
TJK,Rice (Milled Equivalent),35428.57143,33714.28571,0,1714.285714,0.951612903,0,0.048387097
THA,Rice (Milled Equivalent),9363000,7381896.537,830674.8919,1150428.571,0.788411464,0.088718882,0.122869654
MKD,Rice (Milled Equivalent),8142.857143,4857.142857,2142.857143,1142.857143,0.596491228,0.263157895,0.140350877
TGO,Rice (Milled Equivalent),106571.4286,101142.8571,0,5428.571429,0.949061662,0,0.050938338
TRI,Rice (Milled Equivalent),29428.57143,25428.57143,2857.142857,1142.857143,0.86407767,0.097087379,0.038834951
TUN,Rice (Milled Equivalent),14142.85714,14000,0,142.8571429,0.98989899,0,0.01010101
TUR,Rice (Milled Equivalent),534714.2857,525714.2857,0,9000,0.983168581,0,0.016831419
TKM,Rice (Milled Equivalent),27000,25857.14286,0,1142.857143,0.957671958,0,0.042328042
UGA,Rice (Milled Equivalent),106000,102428.5714,0,3571.428571,0.966307278,0,0.033692722
UKR,Rice (Milled Equivalent),116714.2857,113714.2857,0,3000,0.974296206,0,0.025703794
ARE,Rice (Milled Equivalent),335285.7143,136285.7143,857.1428571,198142.8571,0.406476353,0.002556455,0.590967192
GBR,Rice (Milled Equivalent),278285.7143,241857.1429,13571.42857,22857.14286,0.869096509,0.048767967,0.082135524
TZA,Rice (Milled Equivalent),632714.2857,596428.5714,0,36285.71429,0.942650711,0,0.057349289
USA,Rice (Milled Equivalent),3744428.571,2930285.714,0,814142.8571,0.782572203,0,0.217427797
URY,Rice (Milled Equivalent),60142.85714,46000,0,14142.85714,0.764845606,0,0.235154394
UZB,Rice (Milled Equivalent),236571.4286,228857.1429,0,7714.285714,0.967391304,0,0.032608696
VUT,Rice (Milled Equivalent),11571.42857,10571.42857,0,1000,0.913580247,0,0.086419753
VEN,Rice (Milled Equivalent),460000,369258.9388,17026.77545,73714.28571,0.802736824,0.037014729,0.160248447
VNM,Rice (Milled Equivalent),15772714.29,13234574.37,324282.7749,2213857.143,0.839080334,0.020559732,0.140359934
YEM,Rice (Milled Equivalent),213714.2857,209571.4286,0,4142.857143,0.980614973,0,0.019385027
ZMB,Rice (Milled Equivalent),20000,19285.71429,0,714.2857143,0.964285714,0,0.035714286
ZWE,Rice (Milled Equivalent),21142.85714,21142.85714,0,0,1,0,0
AUS,Roots Other,857.1428571,857.1428571,0,0,1,0,0
AZE,Roots Other,142.8571429,0,142.8571429,0,0,1,0
BGD,Roots Other,3428.571429,3428.571429,0,0,1,0,0
BEL,Roots Other,714.2857143,0,714.2857143,0,0,1,0
BZE,Roots Other,857.1428571,857.1428571,0,0,1,0,0
