"Statistic","Month","Meteorological Weather Station","UNIT","VALUE"
"Lowest Temperature","1982M01","Mullingar","Degrees C","-11.5"
"Lowest Temperature","1982M01","Roches Point","Degrees C","-0.8"
"Lowest Temperature","1982M01","Rosslare","Degrees C","-1.2"
"Lowest Temperature","1982M01","Shannon airport","Degrees C","-8.2"
"Lowest Temperature","1982M02","Belmullet","Degrees C","-0.5"
"Lowest Temperature","1982M02","Birr","Degrees C","-2.9"
"Lowest Temperature","1982M02","Valentia Observatory","Degrees C","-0.9"
"Lowest Temperature","1982M02","Casement","Degrees C","-5.2"
"Lowest Temperature","1982M02","Claremorris","Degrees C","-3.6"
"Lowest Temperature","1982M02","Clones","Degrees C","-2.7"
"Lowest Temperature","1982M02","Cork airport","Degrees C","-1.6"
"Lowest Temperature","1982M02","Dublin airport","Degrees C","-1.5"
"Lowest Temperature","1982M02","Galway","Degrees C","-2.4"
"Lowest Temperature","1982M02","Kilkenny","Degrees C","-3.4"
"Lowest Temperature","1982M02","Malin head","Degrees C","0.4"
"Lowest Temperature","1982M02","Mullingar","Degrees C","-3.9"
"Lowest Temperature","1982M02","Roches Point","Degrees C","0.6"
"Lowest Temperature","1982M02","Rosslare","Degrees C","0.7"
"Lowest Temperature","1982M02","Shannon airport","Degrees C","-1.4"
"Lowest Temperature","1982M03","Belmullet","Degrees C","0.4"
"Lowest Temperature","1982M03","Birr","Degrees C","-1.3"
"Lowest Temperature","1982M03","Valentia Observatory","Degrees C","0.2"
"Lowest Temperature","1982M03","Casement","Degrees C","-1.8"
"Lowest Temperature","1982M03","Claremorris","Degrees C","-1.4"
"Lowest Temperature","1982M03","Clones","Degrees C","-1.8"
"Lowest Temperature","1982M03","Cork airport","Degrees C","0.1"
"Lowest Temperature","1982M03","Dublin airport","Degrees C","-1.3"
"Lowest Temperature","1982M03","Galway","Degrees C","-0.6"
"Lowest Temperature","1982M03","Kilkenny","Degrees C","-2.8"
"Lowest Temperature","1982M03","Malin head","Degrees C","0.1"
"Lowest Temperature","1982M03","Mullingar","Degrees C","-3.4"
"Lowest Temperature","1982M03","Roches Point","Degrees C","1.1"
"Lowest Temperature","1982M03","Rosslare","Degrees C","1.3"
"Lowest Temperature","1982M03","Shannon airport","Degrees C","1"
"Lowest Temperature","1982M04","Belmullet","Degrees C","1.8"
"Lowest Temperature","1982M04","Birr","Degrees C","-2.1"
"Lowest Temperature","1982M04","Valentia Observatory","Degrees C","1.2"
"Lowest Temperature","1982M04","Casement","Degrees C","-1.1"
"Lowest Temperature","1982M04","Claremorris","Degrees C","-0.9"
"Lowest Temperature","1982M04","Clones","Degrees C","0.5"
"Lowest Temperature","1982M04","Cork airport","Degrees C","0.5"
"Lowest Temperature","1982M04","Dublin airport","Degrees C","0"
"Lowest Temperature","1982M04","Galway","Degrees C","0"
"Lowest Temperature","1982M04","Kilkenny","Degrees C","-1.4"
"Lowest Temperature","1982M04","Malin head","Degrees C","1.8"
"Lowest Temperature","1982M04","Mullingar","Degrees C","-0.3"
"Lowest Temperature","1982M04","Roches Point","Degrees C","2.2"
"Lowest Temperature","1982M04","Rosslare","Degrees C","2.8"
"Lowest Temperature","1982M04","Shannon airport","Degrees C","0.9"
"Lowest Temperature","1982M05","Belmullet","Degrees C","1"
"Lowest Temperature","1982M05","Birr","Degrees C","-0.3"
"Lowest Temperature","1982M05","Valentia Observatory","Degrees C","1.4"
"Lowest Temperature","1982M05","Casement","Degrees C","-2.4"
"Lowest Temperature","1982M05","Claremorris","Degrees C","-1.7"
"Lowest Temperature","1982M05","Clones","Degrees C","-1.5"
"Lowest Temperature","1982M05","Cork airport","Degrees C","-0.9"
"Lowest Temperature","1982M05","Dublin airport","Degrees C","1"
"Lowest Temperature","1982M05","Galway","Degrees C","-0.5"
"Lowest Temperature","1982M05","Kilkenny","Degrees C","-0.4"
"Lowest Temperature","1982M05","Malin head","Degrees C","1"
"Lowest Temperature","1982M05","Mullingar","Degrees C","-1"
"Lowest Temperature","1982M05","Roches Point","Degrees C","0.9"
"Lowest Temperature","1982M05","Rosslare","Degrees C","2.6"
"Lowest Temperature","1982M05","Shannon airport","Degrees C","0.3"
"Lowest Temperature","1982M06","Belmullet","Degrees C","5.9"
"Lowest Temperature","1982M06","Birr","Degrees C","5.2"
"Lowest Temperature","1982M06","Valentia Observatory","Degrees C","7.5"
"Lowest Temperature","1982M06","Casement","Degrees C","4.7"
"Lowest Temperature","1982M06","Claremorris","Degrees C","6.5"
"Lowest Temperature","1982M06","Clones","Degrees C","5.3"
"Lowest Temperature","1982M06","Cork airport","Degrees C","8.2"
"Lowest Temperature","1982M06","Dublin airport","Degrees C","7.9"
"Lowest Temperature","1982M06","Galway","Degrees C","6.9"
"Lowest Temperature","1982M06","Kilkenny","Degrees C","5.1"
"Lowest Temperature","1982M06","Malin head","Degrees C","7"
"Lowest Temperature","1982M06","Mullingar","Degrees C","4.8"
"Lowest Temperature","1982M06","Roches Point","Degrees C","8.8"
"Lowest Temperature","1982M06","Rosslare","Degrees C","8.4"
"Lowest Temperature","1982M06","Shannon airport","Degrees C","8.2"
"Lowest Temperature","1982M07","Belmullet","Degrees C","5.8"
"Lowest Temperature","1982M07","Birr","Degrees C","6.7"
"Lowest Temperature","1982M07","Valentia Observatory","Degrees C","8.8"
"Lowest Temperature","1982M07","Casement","Degrees C","5"
"Lowest Temperature","1982M07","Claremorris","Degrees C","5.8"
"Lowest Temperature","1982M07","Clones","Degrees C","6.9"
"Lowest Temperature","1982M07","Cork airport","Degrees C","7.8"
"Lowest Temperature","1982M07","Dublin airport","Degrees C","9"
"Lowest Temperature","1982M07","Galway","Degrees C","9.1"
"Lowest Temperature","1982M07","Kilkenny","Degrees C","6.2"
"Lowest Temperature","1982M07","Malin head","Degrees C","7"
"Lowest Temperature","1982M07","Mullingar","Degrees C","5.8"
"Lowest Temperature","1982M07","Roches Point","Degrees C","9.4"
"Lowest Temperature","1982M07","Rosslare","Degrees C","9"
"Lowest Temperature","1982M07","Shannon airport","Degrees C","10"
"Lowest Temperature","1982M08","Belmullet","Degrees C","3.7"
"Lowest Temperature","1982M08","Birr","Degrees C","5.2"
"Lowest Temperature","1982M08","Valentia Observatory","Degrees C","4.8"
"Lowest Temperature","1982M08","Casement","Degrees C","4.8"
"Lowest Temperature","1982M08","Claremorris","Degrees C","2.6"
"Lowest Temperature","1982M08","Clones","Degrees C","4.5"
"Lowest Temperature","1982M08","Cork airport","Degrees C","6.8"
"Lowest Temperature","1982M08","Dublin airport","Degrees C","7"
"Lowest Temperature","1982M08","Galway","Degrees C","6"
"Lowest Temperature","1982M08","Kilkenny","Degrees C","3.4"
"Lowest Temperature","1982M08","Malin head","Degrees C","6.4"
"Lowest Temperature","1982M08","Mullingar","Degrees C","3"
"Lowest Temperature","1982M08","Roches Point","Degrees C","8.6"
"Lowest Temperature","1982M08","Rosslare","Degrees C","8.3"
"Lowest Temperature","1982M08","Shannon airport","Degrees C","7.2"
"Lowest Temperature","1982M09","Belmullet","Degrees C","5.6"
"Lowest Temperature","1982M09","Birr","Degrees C","3.4"
"Lowest Temperature","1982M09","Valentia Observatory","Degrees C","6.9"
"Lowest Temperature","1982M09","Casement","Degrees C","2.9"
"Lowest Temperature","1982M09","Claremorris","Degrees C","1"
"Lowest Temperature","1982M09","Clones","Degrees C","2"
"Lowest Temperature","1982M09","Cork airport","Degrees C","5.4"
"Lowest Temperature","1982M09","Dublin airport","Degrees C","5"
"Lowest Temperature","1982M09","Galway","Degrees C","4.9"
"Lowest Temperature","1982M09","Kilkenny","Degrees C","0.7"
"Lowest Temperature","1982M09","Malin head","Degrees C","5"
"Lowest Temperature","1982M09","Mullingar","Degrees C","0.7"
"Lowest Temperature","1982M09","Roches Point","Degrees C","7.8"
"Lowest Temperature","1982M09","Rosslare","Degrees C","7.8"
"Lowest Temperature","1982M09","Shannon airport","Degrees C","6.3"
"Lowest Temperature","1982M10","Belmullet","Degrees C","3.7"
"Lowest Temperature","1982M10","Birr","Degrees C","0.1"
"Lowest Temperature","1982M10","Valentia Observatory","Degrees C","4.7"
"Lowest Temperature","1982M10","Casement","Degrees C","0.3"
"Lowest Temperature","1982M10","Claremorris","Degrees C","-0.5"
"Lowest Temperature","1982M10","Clones","Degrees C","0.9"
"Lowest Temperature","1982M10","Cork airport","Degrees C","2.1"
"Lowest Temperature","1982M10","Dublin airport","Degrees C","2.4"
"Lowest Temperature","1982M10","Galway","Degrees C","1.2"
"Lowest Temperature","1982M10","Kilkenny","Degrees C","-1.6"
"Lowest Temperature","1982M10","Malin head","Degrees C","3.7"
"Lowest Temperature","1982M10","Mullingar","Degrees C","-0.3"
"Lowest Temperature","1982M10","Roches Point","Degrees C","3.8"
"Lowest Temperature","1982M10","Rosslare","Degrees C","3.7"
"Lowest Temperature","1982M10","Shannon airport","Degrees C","3"
"Lowest Temperature","1982M11","Belmullet","Degrees C","1"
"Lowest Temperature","1982M11","Birr","Degrees C","-3.7"
"Lowest Temperature","1982M11","Valentia Observatory","Degrees C","-1.5"
"Lowest Temperature","1982M11","Casement","Degrees C","-0.1"
"Lowest Temperature","1982M11","Claremorris","Degrees C","-1.7"
"Lowest Temperature","1982M11","Clones","Degrees C","-1.2"
"Lowest Temperature","1982M11","Cork airport","Degrees C","-1.6"
"Lowest Temperature","1982M11","Dublin airport","Degrees C","-1"
"Lowest Temperature","1982M11","Galway","Degrees C","-1.3"
"Lowest Temperature","1982M11","Kilkenny","Degrees C","-4.5"
"Lowest Temperature","1982M11","Malin head","Degrees C","1.1"
"Lowest Temperature","1982M11","Mullingar","Degrees C","-3.4"
"Lowest Temperature","1982M11","Roches Point","Degrees C","0.3"
"Lowest Temperature","1982M11","Rosslare","Degrees C","0"
"Lowest Temperature","1982M11","Shannon airport","Degrees C","-1.8"
"Lowest Temperature","1982M12","Belmullet","Degrees C","-2"
"Lowest Temperature","1982M12","Birr","Degrees C","-4.3"
"Lowest Temperature","1982M12","Valentia Observatory","Degrees C","-0.3"
"Lowest Temperature","1982M12","Casement","Degrees C","-3.7"
"Lowest Temperature","1982M12","Claremorris","Degrees C","-5"
"Lowest Temperature","1982M12","Clones","Degrees C","-4.7"
"Lowest Temperature","1982M12","Cork airport","Degrees C","-0.8"
"Lowest Temperature","1982M12","Dublin airport","Degrees C","-2.6"
"Lowest Temperature","1982M12","Galway","Degrees C","-2.5"
"Lowest Temperature","1982M12","Kilkenny","Degrees C","-4.7"
"Lowest Temperature","1982M12","Malin head","Degrees C","-0.2"
"Lowest Temperature","1982M12","Mullingar","Degrees C","-4.3"
"Lowest Temperature","1982M12","Roches Point","Degrees C","0.7"
"Lowest Temperature","1982M12","Rosslare","Degrees C","-0.3"
"Lowest Temperature","1982M12","Shannon airport","Degrees C","-1"
"Lowest Temperature","1983M01","Belmullet","Degrees C","0.3"
"Lowest Temperature","1983M01","Birr","Degrees C","-2.3"
"Lowest Temperature","1983M01","Valentia Observatory","Degrees C","0.4"
"Lowest Temperature","1983M01","Casement","Degrees C","-1.1"
"Lowest Temperature","1983M01","Claremorris","Degrees C","-1.4"
"Lowest Temperature","1983M01","Clones","Degrees C","-1.1"
"Lowest Temperature","1983M01","Cork airport","Degrees C","-1"
"Lowest Temperature","1983M01","Dublin airport","Degrees C","-0.7"
"Lowest Temperature","1983M01","Galway","Degrees C","-0.6"
"Lowest Temperature","1983M01","Kilkenny","Degrees C","-5"
"Lowest Temperature","1983M01","Malin head","Degrees C","0.3"
"Lowest Temperature","1983M01","Mullingar","Degrees C","-3.1"
"Lowest Temperature","1983M01","Roches Point","Degrees C","0"
"Lowest Temperature","1983M01","Rosslare","Degrees C","-0.2"
"Lowest Temperature","1983M01","Shannon airport","Degrees C","-0.1"
"Lowest Temperature","1983M02","Belmullet","Degrees C","-1.9"
"Lowest Temperature","1983M02","Birr","Degrees C","-4.4"
"Lowest Temperature","1983M02","Valentia Observatory","Degrees C","-3.5"
"Lowest Temperature","1983M02","Casement","Degrees C","-4.6"
"Lowest Temperature","1983M02","Claremorris","Degrees C","-3.5"
"Lowest Temperature","1983M02","Clones","Degrees C","-4"
"Lowest Temperature","1983M02","Cork airport","Degrees C","-3.4"
"Lowest Temperature","1983M02","Dublin airport","Degrees C","-1.4"
"Lowest Temperature","1983M02","Galway","Degrees C","-2.5"
"Lowest Temperature","1983M02","Kilkenny","Degrees C","-5.6"
"Lowest Temperature","1983M02","Malin head","Degrees C","-1.6"
"Lowest Temperature","1983M02","Mullingar","Degrees C","-3.8"
"Lowest Temperature","1983M02","Roches Point","Degrees C","-1.7"
"Lowest Temperature","1983M02","Rosslare","Degrees C","-0.8"
"Lowest Temperature","1983M02","Shannon airport","Degrees C","-2.7"
"Lowest Temperature","1983M03","Belmullet","Degrees C","0.4"
"Lowest Temperature","1983M03","Birr","Degrees C","-0.7"
"Lowest Temperature","1983M03","Valentia Observatory","Degrees C","0.2"
"Lowest Temperature","1983M03","Casement","Degrees C","-2.6"
"Lowest Temperature","1983M03","Claremorris","Degrees C","-0.5"
"Lowest Temperature","1983M03","Clones","Degrees C","-0.6"
"Lowest Temperature","1983M03","Cork airport","Degrees C","0.1"
"Lowest Temperature","1983M03","Dublin airport","Degrees C","-0.8"
"Lowest Temperature","1983M03","Galway","Degrees C","1"
"Lowest Temperature","1983M03","Kilkenny","Degrees C","-1.5"
"Lowest Temperature","1983M03","Malin head","Degrees C","-0.3"
"Lowest Temperature","1983M03","Mullingar","Degrees C","-2.2"
"Lowest Temperature","1983M03","Roches Point","Degrees C","2"
"Lowest Temperature","1983M03","Rosslare","Degrees C","1.4"
"Lowest Temperature","1983M03","Shannon airport","Degrees C","0"
"Lowest Temperature","1983M04","Belmullet","Degrees C","-1.7"
"Lowest Temperature","1983M04","Birr","Degrees C","-3.6"
"Lowest Temperature","1983M04","Valentia Observatory","Degrees C","-1.1"
"Lowest Temperature","1983M04","Casement","Degrees C","-4.1"
"Lowest Temperature","1983M04","Claremorris","Degrees C","-3.4"
"Lowest Temperature","1983M04","Clones","Degrees C","-3.5"
"Lowest Temperature","1983M04","Cork airport","Degrees C","-1.3"
"Lowest Temperature","1983M04","Dublin airport","Degrees C","-2.1"
"Lowest Temperature","1983M04","Galway","Degrees C","-1.6"
"Lowest Temperature","1983M04","Kilkenny","Degrees C","-2.9"
"Lowest Temperature","1983M04","Malin head","Degrees C","-0.8"
"Lowest Temperature","1983M04","Mullingar","Degrees C","-3.9"
"Lowest Temperature","1983M04","Roches Point","Degrees C","1"
"Lowest Temperature","1983M04","Rosslare","Degrees C","0.8"
"Lowest Temperature","1983M04","Shannon airport","Degrees C","-1.3"
"Lowest Temperature","1983M05","Belmullet","Degrees C","2.7"
"Lowest Temperature","1983M05","Birr","Degrees C","0.3"
"Lowest Temperature","1983M05","Valentia Observatory","Degrees C","2"
"Lowest Temperature","1983M05","Casement","Degrees C","1"
"Lowest Temperature","1983M05","Claremorris","Degrees C","0.7"
"Lowest Temperature","1983M05","Clones","Degrees C","1.7"
"Lowest Temperature","1983M05","Cork airport","Degrees C","3.2"
"Lowest Temperature","1983M05","Dublin airport","Degrees C","2.6"
"Lowest Temperature","1983M05","Galway","Degrees C","1.9"
"Lowest Temperature","1983M05","Kilkenny","Degrees C","0.9"
"Lowest Temperature","1983M05","Malin head","Degrees C","4.3"
"Lowest Temperature","1983M05","Mullingar","Degrees C","0.8"
"Lowest Temperature","1983M05","Roches Point","Degrees C","4.1"
"Lowest Temperature","1983M05","Rosslare","Degrees C","4.1"
"Lowest Temperature","1983M05","Shannon airport","Degrees C","2.6"
"Lowest Temperature","1983M06","Belmullet","Degrees C","5.4"
"Lowest Temperature","1983M06","Birr","Degrees C","6.1"
"Lowest Temperature","1983M06","Valentia Observatory","Degrees C","5.3"
"Lowest Temperature","1983M06","Casement","Degrees C","5.9"
"Lowest Temperature","1983M06","Claremorris","Degrees C","4.5"
"Lowest Temperature","1983M06","Clones","Degrees C","6"
"Lowest Temperature","1983M06","Cork airport","Degrees C","5.4"
"Lowest Temperature","1983M06","Dublin airport","Degrees C","6.1"
"Lowest Temperature","1983M06","Galway","Degrees C","7.1"
"Lowest Temperature","1983M06","Kilkenny","Degrees C","4"
"Lowest Temperature","1983M06","Malin head","Degrees C","7"
"Lowest Temperature","1983M06","Mullingar","Degrees C","6"
"Lowest Temperature","1983M06","Roches Point","Degrees C","6.4"
"Lowest Temperature","1983M06","Rosslare","Degrees C","5.6"
"Lowest Temperature","1983M06","Shannon airport","Degrees C","6.4"
"Lowest Temperature","1983M07","Belmullet","Degrees C","8.1"
"Lowest Temperature","1983M07","Birr","Degrees C","6.4"
"Lowest Temperature","1983M07","Valentia Observatory","Degrees C","8.5"
"Lowest Temperature","1983M07","Casement","Degrees C","7.6"
"Lowest Temperature","1983M07","Claremorris","Degrees C","6.7"
"Lowest Temperature","1983M07","Clones","Degrees C","7.1"
"Lowest Temperature","1983M07","Cork airport","Degrees C","8.9"
"Lowest Temperature","1983M07","Dublin airport","Degrees C","9.5"
"Lowest Temperature","1983M07","Galway","Degrees C","9.8"
"Lowest Temperature","1983M07","Kilkenny","Degrees C","5.2"
"Lowest Temperature","1983M07","Malin head","Degrees C","8.9"
"Lowest Temperature","1983M07","Mullingar","Degrees C","7.2"
"Lowest Temperature","1983M07","Roches Point","Degrees C","9.6"
"Lowest Temperature","1983M07","Rosslare","Degrees C","10.1"
"Lowest Temperature","1983M07","Shannon airport","Degrees C","9.3"
"Lowest Temperature","1983M08","Belmullet","Degrees C","8.1"
"Lowest Temperature","1983M08","Birr","Degrees C","6"
"Lowest Temperature","1983M08","Valentia Observatory","Degrees C","7.6"
"Lowest Temperature","1983M08","Casement","Degrees C","6.2"
"Lowest Temperature","1983M08","Claremorris","Degrees C","6.2"
"Lowest Temperature","1983M08","Clones","Degrees C","6.4"
"Lowest Temperature","1983M08","Cork airport","Degrees C","7.9"
"Lowest Temperature","1983M08","Dublin airport","Degrees C","8.1"
"Lowest Temperature","1983M08","Galway","Degrees C","9.8"
"Lowest Temperature","1983M08","Kilkenny","Degrees C","4.3"
"Lowest Temperature","1983M08","Malin head","Degrees C","9.9"
"Lowest Temperature","1983M08","Mullingar","Degrees C","4.7"
"Lowest Temperature","1983M08","Roches Point","Degrees C","8.7"
"Lowest Temperature","1983M08","Rosslare","Degrees C","9"
"Lowest Temperature","1983M08","Shannon airport","Degrees C","9.2"
"Lowest Temperature","1983M09","Belmullet","Degrees C","4.6"
"Lowest Temperature","1983M09","Birr","Degrees C","4"
"Lowest Temperature","1983M09","Valentia Observatory","Degrees C","5"
"Lowest Temperature","1983M09","Casement","Degrees C","4.3"
"Lowest Temperature","1983M09","Claremorris","Degrees C","2.9"
"Lowest Temperature","1983M09","Clones","Degrees C","1.3"
"Lowest Temperature","1983M09","Cork airport","Degrees C","5"
"Lowest Temperature","1983M09","Dublin airport","Degrees C","5.7"
"Lowest Temperature","1983M09","Galway","Degrees C","5"
"Lowest Temperature","1983M09","Kilkenny","Degrees C","1.7"
"Lowest Temperature","1983M09","Malin head","Degrees C","6"
"Lowest Temperature","1983M09","Mullingar","Degrees C","2.3"
"Lowest Temperature","1983M09","Roches Point","Degrees C","6.6"
"Lowest Temperature","1983M09","Rosslare","Degrees C","7.5"
"Lowest Temperature","1983M09","Shannon airport","Degrees C","6.2"
"Lowest Temperature","1983M10","Belmullet","Degrees C","0"
"Lowest Temperature","1983M10","Birr","Degrees C","-3.4"
"Lowest Temperature","1983M10","Valentia Observatory","Degrees C","-1.3"
"Lowest Temperature","1983M10","Casement","Degrees C","-3.6"
"Lowest Temperature","1983M10","Claremorris","Degrees C","-2.5"
"Lowest Temperature","1983M10","Clones","Degrees C","-2.4"
"Lowest Temperature","1983M10","Cork airport","Degrees C","0"
"Lowest Temperature","1983M10","Dublin airport","Degrees C","-0.6"
"Lowest Temperature","1983M10","Galway","Degrees C","-1.4"
"Lowest Temperature","1983M10","Kilkenny","Degrees C","-4"
"Lowest Temperature","1983M10","Malin head","Degrees C","1.6"
"Lowest Temperature","1983M10","Mullingar","Degrees C","-4.2"
"Lowest Temperature","1983M10","Roches Point","Degrees C","1.9"
"Lowest Temperature","1983M10","Rosslare","Degrees C","2.8"
"Lowest Temperature","1983M10","Shannon airport","Degrees C","-1.4"
"Lowest Temperature","1983M11","Belmullet","Degrees C","-2"
"Lowest Temperature","1983M11","Birr","Degrees C","-3.5"
"Lowest Temperature","1983M11","Valentia Observatory","Degrees C","0.4"
"Lowest Temperature","1983M11","Casement","Degrees C","-4.4"
"Lowest Temperature","1983M11","Claremorris","Degrees C","-4.7"
"Lowest Temperature","1983M11","Clones","Degrees C","-4"
"Lowest Temperature","1983M11","Cork airport","Degrees C","-0.9"
"Lowest Temperature","1983M11","Dublin airport","Degrees C","-1.4"
"Lowest Temperature","1983M11","Galway","Degrees C","-2"
"Lowest Temperature","1983M11","Kilkenny","Degrees C","-4.7"
"Lowest Temperature","1983M11","Malin head","Degrees C","-0.1"
"Lowest Temperature","1983M11","Mullingar","Degrees C","-2.9"
"Lowest Temperature","1983M11","Roches Point","Degrees C","1.7"
"Lowest Temperature","1983M11","Rosslare","Degrees C","2.6"
"Lowest Temperature","1983M11","Shannon airport","Degrees C","-0.7"
"Lowest Temperature","1983M12","Belmullet","Degrees C","0.3"
"Lowest Temperature","1983M12","Birr","Degrees C","-1.8"
"Lowest Temperature","1983M12","Valentia Observatory","Degrees C","2"
"Lowest Temperature","1983M12","Casement","Degrees C","-1.6"
"Lowest Temperature","1983M12","Claremorris","Degrees C","-1.5"
"Lowest Temperature","1983M12","Clones","Degrees C","-1.1"
"Lowest Temperature","1983M12","Cork airport","Degrees C","0.3"
"Lowest Temperature","1983M12","Dublin airport","Degrees C","0.1"
"Lowest Temperature","1983M12","Galway","Degrees C","-0.5"
"Lowest Temperature","1983M12","Kilkenny","Degrees C","-3.2"
"Lowest Temperature","1983M12","Malin head","Degrees C","1.4"
"Lowest Temperature","1983M12","Mullingar","Degrees C","-3.6"
"Lowest Temperature","1983M12","Roches Point","Degrees C","1.4"
"Lowest Temperature","1983M12","Rosslare","Degrees C","1.8"
"Lowest Temperature","1983M12","Shannon airport","Degrees C","-0.7"
"Lowest Temperature","1984M01","Belmullet","Degrees C","-1"
"Lowest Temperature","1984M01","Birr","Degrees C","-7.7"
"Lowest Temperature","1984M01","Valentia Observatory","Degrees C","-2"
"Lowest Temperature","1984M01","Casement","Degrees C","-7.6"
"Lowest Temperature","1984M01","Claremorris","Degrees C","-7.5"
"Lowest Temperature","1984M01","Clones","Degrees C","-10"
"Lowest Temperature","1984M01","Cork airport","Degrees C","-2.5"
"Lowest Temperature","1984M01","Dublin airport","Degrees C","-3.7"
"Lowest Temperature","1984M01","Galway","Degrees C","-4.7"
"Lowest Temperature","1984M01","Kilkenny","Degrees C","-6.1"
"Lowest Temperature","1984M01","Malin head","Degrees C","-2.9"
"Lowest Temperature","1984M01","Mullingar","Degrees C","-7.1"
"Lowest Temperature","1984M01","Roches Point","Degrees C","-0.1"
"Lowest Temperature","1984M01","Rosslare","Degrees C","-0.4"
"Lowest Temperature","1984M01","Shannon airport","Degrees C","-3.8"
"Lowest Temperature","1984M02","Belmullet","Degrees C","-0.2"
"Lowest Temperature","1984M02","Birr","Degrees C","-3.2"
"Lowest Temperature","1984M02","Valentia Observatory","Degrees C","-2.8"
"Lowest Temperature","1984M02","Casement","Degrees C","-6.6"
"Lowest Temperature","1984M02","Claremorris","Degrees C","-3.8"
"Lowest Temperature","1984M02","Clones","Degrees C","-3.3"
"Lowest Temperature","1984M02","Cork airport","Degrees C","-2"
"Lowest Temperature","1984M02","Dublin airport","Degrees C","0"
"Lowest Temperature","1984M02","Galway","Degrees C","-3.2"
"Lowest Temperature","1984M02","Kilkenny","Degrees C","-0.9"
"Lowest Temperature","1984M02","Malin head","Degrees C","-0.9"
"Lowest Temperature","1984M02","Mullingar","Degrees C","-3.4"
"Lowest Temperature","1984M02","Roches Point","Degrees C","0.9"
"Lowest Temperature","1984M02","Rosslare","Degrees C","-0.1"
"Lowest Temperature","1984M02","Shannon airport","Degrees C","-2.2"
"Lowest Temperature","1984M03","Belmullet","Degrees C","-2.5"
"Lowest Temperature","1984M03","Birr","Degrees C","-1.7"
"Lowest Temperature","1984M03","Valentia Observatory","Degrees C","-0.7"
"Lowest Temperature","1984M03","Casement","Degrees C","-1.1"
"Lowest Temperature","1984M03","Claremorris","Degrees C","-3.4"
"Lowest Temperature","1984M03","Clones","Degrees C","-1.6"
"Lowest Temperature","1984M03","Cork airport","Degrees C","-1.4"
"Lowest Temperature","1984M03","Dublin airport","Degrees C","0"
"Lowest Temperature","1984M03","Galway","Degrees C","-0.7"
"Lowest Temperature","1984M03","Kilkenny","Degrees C","-2.5"
"Lowest Temperature","1984M03","Malin head","Degrees C","-2.1"
"Lowest Temperature","1984M03","Mullingar","Degrees C","-3.3"
"Lowest Temperature","1984M03","Roches Point","Degrees C","1.4"
"Lowest Temperature","1984M03","Rosslare","Degrees C","1.4"
"Lowest Temperature","1984M03","Shannon airport","Degrees C","-2"
"Lowest Temperature","1984M04","Belmullet","Degrees C","-0.5"
"Lowest Temperature","1984M04","Birr","Degrees C","-2.2"
"Lowest Temperature","1984M04","Valentia Observatory","Degrees C","0.9"
"Lowest Temperature","1984M04","Casement","Degrees C","-3.8"
"Lowest Temperature","1984M04","Claremorris","Degrees C","-1.9"
"Lowest Temperature","1984M04","Clones","Degrees C","-1"
"Lowest Temperature","1984M04","Cork airport","Degrees C","0.2"
"Lowest Temperature","1984M04","Dublin airport","Degrees C","0.5"
"Lowest Temperature","1984M04","Galway","Degrees C","-1"
"Lowest Temperature","1984M04","Kilkenny","Degrees C","-2.1"
"Lowest Temperature","1984M04","Malin head","Degrees C","-0.6"
"Lowest Temperature","1984M04","Mullingar","Degrees C","-2.5"
"Lowest Temperature","1984M04","Roches Point","Degrees C","0.6"
"Lowest Temperature","1984M04","Rosslare","Degrees C","2.1"
"Lowest Temperature","1984M04","Shannon airport","Degrees C","0.1"
"Lowest Temperature","1984M05","Belmullet","Degrees C","1.6"
"Lowest Temperature","1984M05","Birr","Degrees C","-2.2"
"Lowest Temperature","1984M05","Valentia Observatory","Degrees C","1.8"
"Lowest Temperature","1984M05","Casement","Degrees C","-1.3"
"Lowest Temperature","1984M05","Claremorris","Degrees C","-1.1"
"Lowest Temperature","1984M05","Clones","Degrees C","-0.2"
"Lowest Temperature","1984M05","Cork airport","Degrees C","1.8"
"Lowest Temperature","1984M05","Dublin airport","Degrees C","2.3"
"Lowest Temperature","1984M05","Galway","Degrees C","1.4"
"Lowest Temperature","1984M05","Kilkenny","Degrees C","-1.5"
"Lowest Temperature","1984M05","Malin head","Degrees C","1.8"
"Lowest Temperature","1984M05","Mullingar","Degrees C","-1.3"
"Lowest Temperature","1984M05","Roches Point","Degrees C","3.7"
"Lowest Temperature","1984M05","Rosslare","Degrees C","4.5"
"Lowest Temperature","1984M05","Shannon airport","Degrees C","2.6"
"Lowest Temperature","1984M06","Belmullet","Degrees C","4.2"
"Lowest Temperature","1984M06","Birr","Degrees C","1.8"
"Lowest Temperature","1984M06","Valentia Observatory","Degrees C","5.7"
"Lowest Temperature","1984M06","Casement","Degrees C","3.4"
"Lowest Temperature","1984M06","Claremorris","Degrees C","2.7"
"Lowest Temperature","1984M06","Clones","Degrees C","3.7"
"Lowest Temperature","1984M06","Cork airport","Degrees C","4.6"
"Lowest Temperature","1984M06","Dublin airport","Degrees C","5.7"
"Lowest Temperature","1984M06","Galway","Degrees C","3"
"Lowest Temperature","1984M06","Kilkenny","Degrees C","1.1"
"Lowest Temperature","1984M06","Malin head","Degrees C","5.5"
"Lowest Temperature","1984M06","Mullingar","Degrees C","0.7"
"Lowest Temperature","1984M06","Roches Point","Degrees C","7"
