Statistic,Month,Meteorological Weather Station,UNIT,VALUE
Total Sunshine Hours,1988M05,Belmullet,Number,179.8
Total Sunshine Hours,1988M05,Birr,Number,150.0
Total Sunshine Hours,1988M05,Valentia Observatory,Number,203.4
Total Sunshine Hours,1988M05,Casement,Number,188.2
Total Sunshine Hours,1988M05,Claremorris,Number,148.9
Total Sunshine Hours,1988M05,Clones,Number,164.9
Total Sunshine Hours,1988M05,Cork airport,Number,182.0
Total Sunshine Hours,1988M05,Dublin airport,Number,195.7
Total Sunshine Hours,1988M05,Galway,Number,202.1
Total Sunshine Hours,1988M05,Kilkenny,Number,179.1
Total Sunshine Hours,1988M05,Malin head,Number,183.1
Total Sunshine Hours,1988M05,Mullingar,Number,188.0
Total Sunshine Hours,1988M05,Roches Point,Number,200.8
Total Sunshine Hours,1988M05,Rosslare,Number,249.1
Total Sunshine Hours,1988M05,Shannon airport,Number,177.6
Total Sunshine Hours,1988M06,Belmullet,Number,144.1
Total Sunshine Hours,1988M06,Birr,Number,148.8
Total Sunshine Hours,1988M06,Valentia Observatory,Number,184.8
Total Sunshine Hours,1988M06,Casement,Number,159.4
Total Sunshine Hours,1988M06,Claremorris,Number,158.4
Total Sunshine Hours,1988M06,Clones,Number,177.2
Total Sunshine Hours,1988M06,Cork airport,Number,188.4
Total Sunshine Hours,1988M06,Dublin airport,Number,173.2
Total Sunshine Hours,1988M06,Galway,Number,183.0
Total Sunshine Hours,1988M06,Kilkenny,Number,168.5
Total Sunshine Hours,1988M06,Malin head,Number,140.8
Total Sunshine Hours,1988M06,Mullingar,Number,173.8
Total Sunshine Hours,1988M06,Roches Point,Number,208.5
Total Sunshine Hours,1988M06,Rosslare,Number,203.8
Total Sunshine Hours,1988M06,Shannon airport,Number,171.2
Total Sunshine Hours,1988M07,Belmullet,Number,120.3
Total Sunshine Hours,1988M07,Birr,Number,98.4
Total Sunshine Hours,1988M07,Valentia Observatory,Number,95.5
Total Sunshine Hours,1988M07,Casement,Number,131.1
Total Sunshine Hours,1988M07,Claremorris,Number,89.9
Total Sunshine Hours,1988M07,Clones,Number,115.1
Total Sunshine Hours,1988M07,Cork airport,Number,130.1
Total Sunshine Hours,1988M07,Dublin airport,Number,135.5
Total Sunshine Hours,1988M07,Galway,Number,131.7
Total Sunshine Hours,1988M07,Kilkenny,Number,102.9
Total Sunshine Hours,1988M07,Malin head,Number,135.0
Total Sunshine Hours,1988M07,Mullingar,Number,116.2
Total Sunshine Hours,1988M07,Roches Point,Number,138.1
Total Sunshine Hours,1988M07,Rosslare,Number,155.8
Total Sunshine Hours,1988M07,Shannon airport,Number,114.1
Total Sunshine Hours,1988M08,Belmullet,Number,147.4
Total Sunshine Hours,1988M08,Birr,Number,110.7
Total Sunshine Hours,1988M08,Valentia Observatory,Number,115.5
Total Sunshine Hours,1988M08,Casement,Number,134.4
Total Sunshine Hours,1988M08,Claremorris,Number,99.1
Total Sunshine Hours,1988M08,Clones,Number,105.4
Total Sunshine Hours,1988M08,Cork airport,Number,149.3
Total Sunshine Hours,1988M08,Dublin airport,Number,135.4
Total Sunshine Hours,1988M08,Galway,Number,148.0
Total Sunshine Hours,1988M08,Kilkenny,Number,126.8
Total Sunshine Hours,1988M08,Malin head,Number,84.0
Total Sunshine Hours,1988M08,Mullingar,Number,121.9
Total Sunshine Hours,1988M08,Roches Point,Number,160.7
Total Sunshine Hours,1988M08,Rosslare,Number,163.8
Total Sunshine Hours,1988M08,Shannon airport,Number,132.6
Total Sunshine Hours,1988M09,Belmullet,Number,101.3
Total Sunshine Hours,1988M09,Birr,Number,94.5
Total Sunshine Hours,1988M09,Valentia Observatory,Number,64.5
Total Sunshine Hours,1988M09,Casement,Number,115.6
Total Sunshine Hours,1988M09,Claremorris,Number,76.3
Total Sunshine Hours,1988M09,Clones,Number,105.1
Total Sunshine Hours,1988M09,Cork airport,Number,118.6
Total Sunshine Hours,1988M09,Dublin airport,Number,120.8
Total Sunshine Hours,1988M09,Galway,Number,97.1
Total Sunshine Hours,1988M09,Kilkenny,Number,107.9
Total Sunshine Hours,1988M09,Malin head,Number,86.4
Total Sunshine Hours,1988M09,Mullingar,Number,103.1
Total Sunshine Hours,1988M09,Roches Point,Number,128.6
Total Sunshine Hours,1988M09,Rosslare,Number,142.2
Total Sunshine Hours,1988M09,Shannon airport,Number,84.6
Total Sunshine Hours,1988M10,Belmullet,Number,107.7
Total Sunshine Hours,1988M10,Birr,Number,93.4
Total Sunshine Hours,1988M10,Valentia Observatory,Number,87.0
Total Sunshine Hours,1988M10,Casement,Number,108.2
Total Sunshine Hours,1988M10,Claremorris,Number,94.5
Total Sunshine Hours,1988M10,Clones,Number,93.8
Total Sunshine Hours,1988M10,Cork airport,Number,60.5
Total Sunshine Hours,1988M10,Dublin airport,Number,97.4
Total Sunshine Hours,1988M10,Galway,Number,106.2
Total Sunshine Hours,1988M10,Kilkenny,Number,96.3
Total Sunshine Hours,1988M10,Malin head,Number,79.3
Total Sunshine Hours,1988M10,Mullingar,Number,96.9
Total Sunshine Hours,1988M10,Roches Point,Number,71.1
Total Sunshine Hours,1988M10,Rosslare,Number,78.3
Total Sunshine Hours,1988M10,Shannon airport,Number,97.5
Total Sunshine Hours,1988M11,Belmullet,Number,58.2
Total Sunshine Hours,1988M11,Birr,Number,71.5
Total Sunshine Hours,1988M11,Valentia Observatory,Number,56.9
Total Sunshine Hours,1988M11,Casement,Number,92.0
Total Sunshine Hours,1988M11,Claremorris,Number,58.9
Total Sunshine Hours,1988M11,Clones,Number,59.7
Total Sunshine Hours,1988M11,Cork airport,Number,60.0
Total Sunshine Hours,1988M11,Dublin airport,Number,85.1
Total Sunshine Hours,1988M11,Galway,Number,65.7
Total Sunshine Hours,1988M11,Kilkenny,Number,81.5
Total Sunshine Hours,1988M11,Malin head,Number,49.0
Total Sunshine Hours,1988M11,Mullingar,Number,74.6
Total Sunshine Hours,1988M11,Roches Point,Number,68.8
Total Sunshine Hours,1988M11,Rosslare,Number,83.7
Total Sunshine Hours,1988M11,Shannon airport,Number,64.7
Total Sunshine Hours,1988M12,Belmullet,Number,22.8
Total Sunshine Hours,1988M12,Birr,Number,39.2
Total Sunshine Hours,1988M12,Valentia Observatory,Number,24.3
Total Sunshine Hours,1988M12,Casement,Number,45.7
Total Sunshine Hours,1988M12,Claremorris,Number,29.0
Total Sunshine Hours,1988M12,Clones,Number,31.5
Total Sunshine Hours,1988M12,Cork airport,Number,37.5
Total Sunshine Hours,1988M12,Dublin airport,Number,55.0
Total Sunshine Hours,1988M12,Galway,Number,44.5
Total Sunshine Hours,1988M12,Kilkenny,Number,47.0
Total Sunshine Hours,1988M12,Malin head,Number,14.1
Total Sunshine Hours,1988M12,Mullingar,Number,47.9
Total Sunshine Hours,1988M12,Roches Point,Number,47.6
Total Sunshine Hours,1988M12,Rosslare,Number,41.2
Total Sunshine Hours,1988M12,Shannon airport,Number,45.2
Total Sunshine Hours,1989M01,Belmullet,Number,31.0
Total Sunshine Hours,1989M01,Birr,Number,44.1
Total Sunshine Hours,1989M01,Valentia Observatory,Number,31.8
Total Sunshine Hours,1989M01,Casement,Number,75.8
Total Sunshine Hours,1989M01,Claremorris,Number,26.5
Total Sunshine Hours,1989M01,Clones,Number,41.2
Total Sunshine Hours,1989M01,Cork airport,Number,48.0
Total Sunshine Hours,1989M01,Dublin airport,Number,70.3
Total Sunshine Hours,1989M01,Galway,Number,
Total Sunshine Hours,1989M01,Kilkenny,Number,50.5
Total Sunshine Hours,1989M01,Malin head,Number,27.9
Total Sunshine Hours,1989M01,Mullingar,Number,51.0
Total Sunshine Hours,1989M01,Roches Point,Number,51.6
Total Sunshine Hours,1989M01,Rosslare,Number,73.5
Total Sunshine Hours,1989M01,Shannon airport,Number,44.7
Total Sunshine Hours,1989M02,Belmullet,Number,53.1
Total Sunshine Hours,1989M02,Birr,Number,147.1
Total Sunshine Hours,1989M02,Valentia Observatory,Number,52.8
Total Sunshine Hours,1989M02,Casement,Number,95.2
Total Sunshine Hours,1989M02,Claremorris,Number,50.3
Total Sunshine Hours,1989M02,Clones,Number,141.9
Total Sunshine Hours,1989M02,Cork airport,Number,70.1
Total Sunshine Hours,1989M02,Dublin airport,Number,95.2
Total Sunshine Hours,1989M02,Galway,Number,160.5
Total Sunshine Hours,1989M02,Kilkenny,Number,180.4
Total Sunshine Hours,1989M02,Malin head,Number,65.7
Total Sunshine Hours,1989M02,Mullingar,Number,74.8
Total Sunshine Hours,1989M02,Roches Point,Number,169.4
Total Sunshine Hours,1989M02,Rosslare,Number,199.4
Total Sunshine Hours,1989M02,Shannon airport,Number,62.0
Total Sunshine Hours,1989M03,Belmullet,Number,102.9
Total Sunshine Hours,1989M03,Birr,Number,99.9
Total Sunshine Hours,1989M03,Valentia Observatory,Number,77.5
Total Sunshine Hours,1989M03,Casement,Number,112.7
Total Sunshine Hours,1989M03,Claremorris,Number,90.8
Total Sunshine Hours,1989M03,Clones,Number,105.9
Total Sunshine Hours,1989M03,Cork airport,Number,103.3
Total Sunshine Hours,1989M03,Dublin airport,Number,109.0
Total Sunshine Hours,1989M03,Galway,Number,110.7
Total Sunshine Hours,1989M03,Kilkenny,Number,105.2
Total Sunshine Hours,1989M03,Malin head,Number,85.5
Total Sunshine Hours,1989M03,Mullingar,Number,107.2
Total Sunshine Hours,1989M03,Roches Point,Number,111.0
Total Sunshine Hours,1989M03,Rosslare,Number,116.8
Total Sunshine Hours,1989M03,Shannon airport,Number,102.6
Total Sunshine Hours,1989M04,Belmullet,Number,186.3
Total Sunshine Hours,1989M04,Birr,Number,127.5
Total Sunshine Hours,1989M04,Valentia Observatory,Number,176.9
Total Sunshine Hours,1989M04,Casement,Number,143.7
Total Sunshine Hours,1989M04,Claremorris,Number,152.3
Total Sunshine Hours,1989M04,Clones,Number,128.4
Total Sunshine Hours,1989M04,Cork airport,Number,149.6
Total Sunshine Hours,1989M04,Dublin airport,Number,137.0
Total Sunshine Hours,1989M04,Galway,Number,166.4
Total Sunshine Hours,1989M04,Kilkenny,Number,138.6
Total Sunshine Hours,1989M04,Malin head,Number,157.8
Total Sunshine Hours,1989M04,Mullingar,Number,144.9
Total Sunshine Hours,1989M04,Roches Point,Number,151.7
Total Sunshine Hours,1989M04,Rosslare,Number,186.8
Total Sunshine Hours,1989M04,Shannon airport,Number,149.8
Total Sunshine Hours,1989M05,Belmullet,Number,216.8
Total Sunshine Hours,1989M05,Birr,Number,199.8
Total Sunshine Hours,1989M05,Valentia Observatory,Number,241.3
Total Sunshine Hours,1989M05,Casement,Number,234.1
Total Sunshine Hours,1989M05,Claremorris,Number,204.8
Total Sunshine Hours,1989M05,Clones,Number,220.9
Total Sunshine Hours,1989M05,Cork airport,Number,250.8
Total Sunshine Hours,1989M05,Dublin airport,Number,238.0
Total Sunshine Hours,1989M05,Galway,Number,234.0
Total Sunshine Hours,1989M05,Kilkenny,Number,229.3
Total Sunshine Hours,1989M05,Malin head,Number,232.0
Total Sunshine Hours,1989M05,Mullingar,Number,218.4
Total Sunshine Hours,1989M05,Roches Point,Number,251.2
Total Sunshine Hours,1989M05,Rosslare,Number,238.2
Total Sunshine Hours,1989M05,Shannon airport,Number,235.0
Total Sunshine Hours,1989M06,Belmullet,Number,168.3
Total Sunshine Hours,1989M06,Birr,Number,184.6
Total Sunshine Hours,1989M06,Valentia Observatory,Number,205.7
Total Sunshine Hours,1989M06,Casement,Number,211.0
Total Sunshine Hours,1989M06,Claremorris,Number,191.9
Total Sunshine Hours,1989M06,Clones,Number,191.6
Total Sunshine Hours,1989M06,Cork airport,Number,232.6
Total Sunshine Hours,1989M06,Dublin airport,Number,227.7
Total Sunshine Hours,1989M06,Galway,Number,219.1
Total Sunshine Hours,1989M06,Kilkenny,Number,208.2
Total Sunshine Hours,1989M06,Malin head,Number,185.0
Total Sunshine Hours,1989M06,Mullingar,Number,204.6
Total Sunshine Hours,1989M06,Roches Point,Number,237.9
Total Sunshine Hours,1989M06,Rosslare,Number,233.8
Total Sunshine Hours,1989M06,Shannon airport,Number,212.5
Total Sunshine Hours,1989M07,Belmullet,Number,159.6
Total Sunshine Hours,1989M07,Birr,Number,201.2
Total Sunshine Hours,1989M07,Valentia Observatory,Number,187.8
Total Sunshine Hours,1989M07,Casement,Number,235.7
Total Sunshine Hours,1989M07,Claremorris,Number,206.7
Total Sunshine Hours,1989M07,Clones,Number,252.2
Total Sunshine Hours,1989M07,Cork airport,Number,253.9
Total Sunshine Hours,1989M07,Dublin airport,Number,254.3
Total Sunshine Hours,1989M07,Galway,Number,233.5
Total Sunshine Hours,1989M07,Kilkenny,Number,233.4
Total Sunshine Hours,1989M07,Malin head,Number,163.8
Total Sunshine Hours,1989M07,Mullingar,Number,244.5
Total Sunshine Hours,1989M07,Roches Point,Number,264.8
Total Sunshine Hours,1989M07,Rosslare,Number,249.6
Total Sunshine Hours,1989M07,Shannon airport,Number,210.0
Total Sunshine Hours,1989M08,Belmullet,Number,117.9
Total Sunshine Hours,1989M08,Birr,Number,85.3
Total Sunshine Hours,1989M08,Valentia Observatory,Number,114.9
Total Sunshine Hours,1989M08,Casement,Number,145.8
Total Sunshine Hours,1989M08,Claremorris,Number,92.5
Total Sunshine Hours,1989M08,Clones,Number,119.2
Total Sunshine Hours,1989M08,Cork airport,Number,152.0
Total Sunshine Hours,1989M08,Dublin airport,Number,133.2
Total Sunshine Hours,1989M08,Galway,Number,110.5
Total Sunshine Hours,1989M08,Kilkenny,Number,116.8
Total Sunshine Hours,1989M08,Malin head,Number,94.3
Total Sunshine Hours,1989M08,Mullingar,Number,117.5
Total Sunshine Hours,1989M08,Roches Point,Number,143.8
Total Sunshine Hours,1989M08,Rosslare,Number,191.7
Total Sunshine Hours,1989M08,Shannon airport,Number,101.5
Total Sunshine Hours,1989M09,Belmullet,Number,97.0
Total Sunshine Hours,1989M09,Birr,Number,77.5
Total Sunshine Hours,1989M09,Valentia Observatory,Number,127.4
Total Sunshine Hours,1989M09,Casement,Number,105.3
Total Sunshine Hours,1989M09,Claremorris,Number,83.1
Total Sunshine Hours,1989M09,Clones,Number,84.1
Total Sunshine Hours,1989M09,Cork airport,Number,125.1
Total Sunshine Hours,1989M09,Dublin airport,Number,99.7
Total Sunshine Hours,1989M09,Galway,Number,97.4
Total Sunshine Hours,1989M09,Kilkenny,Number,91.3
Total Sunshine Hours,1989M09,Malin head,Number,102.2
Total Sunshine Hours,1989M09,Mullingar,Number,90.8
Total Sunshine Hours,1989M09,Roches Point,Number,138.8
Total Sunshine Hours,1989M09,Rosslare,Number,116.4
Total Sunshine Hours,1989M09,Shannon airport,Number,101.9
Total Sunshine Hours,1989M10,Belmullet,Number,40.4
Total Sunshine Hours,1989M10,Birr,Number,56.0
Total Sunshine Hours,1989M10,Valentia Observatory,Number,44.8
Total Sunshine Hours,1989M10,Casement,Number,71.5
Total Sunshine Hours,1989M10,Claremorris,Number,44.3
Total Sunshine Hours,1989M10,Clones,Number,58.8
Total Sunshine Hours,1989M10,Cork airport,Number,53.1
Total Sunshine Hours,1989M10,Dublin airport,Number,81.4
Total Sunshine Hours,1989M10,Galway,Number,54.0
Total Sunshine Hours,1989M10,Kilkenny,Number,58.9
Total Sunshine Hours,1989M10,Malin head,Number,50.4
Total Sunshine Hours,1989M10,Mullingar,Number,62.6
Total Sunshine Hours,1989M10,Roches Point,Number,57.5
Total Sunshine Hours,1989M10,Rosslare,Number,59.7
Total Sunshine Hours,1989M10,Shannon airport,Number,43.3
Total Sunshine Hours,1989M11,Belmullet,Number,56.4
Total Sunshine Hours,1989M11,Birr,Number,56.5
Total Sunshine Hours,1989M11,Valentia Observatory,Number,63.4
Total Sunshine Hours,1989M11,Casement,Number,59.5
Total Sunshine Hours,1989M11,Claremorris,Number,58.8
Total Sunshine Hours,1989M11,Clones,Number,36.5
Total Sunshine Hours,1989M11,Cork airport,Number,40.9
Total Sunshine Hours,1989M11,Dublin airport,Number,57.1
Total Sunshine Hours,1989M11,Galway,Number,69.5
Total Sunshine Hours,1989M11,Kilkenny,Number,70.0
Total Sunshine Hours,1989M11,Malin head,Number,45.5
Total Sunshine Hours,1989M11,Mullingar,Number,53.2
Total Sunshine Hours,1989M11,Roches Point,Number,51.6
Total Sunshine Hours,1989M11,Rosslare,Number,67.1
Total Sunshine Hours,1989M11,Shannon airport,Number,63.3
Total Sunshine Hours,1989M12,Belmullet,Number,49.2
Total Sunshine Hours,1989M12,Birr,Number,31.5
Total Sunshine Hours,1989M12,Valentia Observatory,Number,53.8
Total Sunshine Hours,1989M12,Casement,Number,37.0
Total Sunshine Hours,1989M12,Claremorris,Number,31.6
Total Sunshine Hours,1989M12,Clones,Number,18.4
Total Sunshine Hours,1989M12,Cork airport,Number,29.8
Total Sunshine Hours,1989M12,Dublin airport,Number,31.9
Total Sunshine Hours,1989M12,Galway,Number,36.0
Total Sunshine Hours,1989M12,Kilkenny,Number,35.1
Total Sunshine Hours,1989M12,Malin head,Number,39.2
Total Sunshine Hours,1989M12,Mullingar,Number,36.0
Total Sunshine Hours,1989M12,Roches Point,Number,28.7
Total Sunshine Hours,1989M12,Rosslare,Number,37.5
Total Sunshine Hours,1989M12,Shannon airport,Number,29.1
Total Sunshine Hours,1990M01,Belmullet,Number,32.9
Total Sunshine Hours,1990M01,Birr,Number,54.3
Total Sunshine Hours,1990M01,Valentia Observatory,Number,35.7
Total Sunshine Hours,1990M01,Casement,Number,72.8
Total Sunshine Hours,1990M01,Claremorris,Number,48.6
Total Sunshine Hours,1990M01,Clones,Number,50.4
Total Sunshine Hours,1990M01,Cork airport,Number,53.5
Total Sunshine Hours,1990M01,Dublin airport,Number,71.7
Total Sunshine Hours,1990M01,Galway,Number,62.6
Total Sunshine Hours,1990M01,Kilkenny,Number,67.8
Total Sunshine Hours,1990M01,Malin head,Number,38.4
Total Sunshine Hours,1990M01,Mullingar,Number,67.5
Total Sunshine Hours,1990M01,Roches Point,Number,56.4
Total Sunshine Hours,1990M01,Rosslare,Number,61.9
Total Sunshine Hours,1990M01,Shannon airport,Number,48.3
Total Sunshine Hours,1990M02,Belmullet,Number,40.7
Total Sunshine Hours,1990M02,Birr,Number,50.7
Total Sunshine Hours,1990M02,Valentia Observatory,Number,38.1
Total Sunshine Hours,1990M02,Casement,Number,70.3
Total Sunshine Hours,1990M02,Claremorris,Number,47.2
Total Sunshine Hours,1990M02,Clones,Number,53.2
Total Sunshine Hours,1990M02,Cork airport,Number,62.8
Total Sunshine Hours,1990M02,Dublin airport,Number,68.7
Total Sunshine Hours,1990M02,Galway,Number,59.6
Total Sunshine Hours,1990M02,Kilkenny,Number,60.7
Total Sunshine Hours,1990M02,Malin head,Number,44.1
Total Sunshine Hours,1990M02,Mullingar,Number,56.5
Total Sunshine Hours,1990M02,Roches Point,Number,62.1
Total Sunshine Hours,1990M02,Rosslare,Number,75.1
Total Sunshine Hours,1990M02,Shannon airport,Number,53.3
Total Sunshine Hours,1990M03,Belmullet,Number,46.9
Total Sunshine Hours,1990M03,Birr,Number,67.0
Total Sunshine Hours,1990M03,Valentia Observatory,Number,61.1
Total Sunshine Hours,1990M03,Casement,Number,90.9
Total Sunshine Hours,1990M03,Claremorris,Number,55.7
Total Sunshine Hours,1990M03,Clones,Number,72.9
Total Sunshine Hours,1990M03,Cork airport,Number,79.2
Total Sunshine Hours,1990M03,Dublin airport,Number,90.7
Total Sunshine Hours,1990M03,Galway,Number,70.0
Total Sunshine Hours,1990M03,Kilkenny,Number,85.7
Total Sunshine Hours,1990M03,Malin head,Number,58.8
Total Sunshine Hours,1990M03,Mullingar,Number,79.3
Total Sunshine Hours,1990M03,Roches Point,Number,82.1
Total Sunshine Hours,1990M03,Rosslare,Number,93.3
Total Sunshine Hours,1990M03,Shannon airport,Number,73.0
Total Sunshine Hours,1990M04,Belmullet,Number,172.3
Total Sunshine Hours,1990M04,Birr,Number,151.0
Total Sunshine Hours,1990M04,Valentia Observatory,Number,156.5
Total Sunshine Hours,1990M04,Casement,Number,150.2
Total Sunshine Hours,1990M04,Claremorris,Number,163.4
Total Sunshine Hours,1990M04,Clones,Number,149.7
Total Sunshine Hours,1990M04,Cork airport,Number,185.0
Total Sunshine Hours,1990M04,Dublin airport,Number,164.9
Total Sunshine Hours,1990M04,Galway,Number,
Total Sunshine Hours,1990M04,Kilkenny,Number,163.5
Total Sunshine Hours,1990M04,Malin head,Number,163.0
Total Sunshine Hours,1990M04,Mullingar,Number,169.9
Total Sunshine Hours,1990M04,Roches Point,Number,182.4
Total Sunshine Hours,1990M04,Rosslare,Number,192.6
Total Sunshine Hours,1990M04,Shannon airport,Number,177.1
Total Sunshine Hours,1990M05,Belmullet,Number,186.0
Total Sunshine Hours,1990M05,Birr,Number,191.9
Total Sunshine Hours,1990M05,Valentia Observatory,Number,196.2
Total Sunshine Hours,1990M05,Casement,Number,199.1
Total Sunshine Hours,1990M05,Claremorris,Number,180.4
Total Sunshine Hours,1990M05,Clones,Number,170.7
Total Sunshine Hours,1990M05,Cork airport,Number,203.8
Total Sunshine Hours,1990M05,Dublin airport,Number,212.8
Total Sunshine Hours,1990M05,Galway,Number,
Total Sunshine Hours,1990M05,Kilkenny,Number,187.2
Total Sunshine Hours,1990M05,Malin head,Number,245.3
