Statistic,Month,Meteorological Weather Station,UNIT,VALUE
Most Sunshine Hours in a Day,1989M04,Malin head,Number,12.5
Most Sunshine Hours in a Day,1989M04,Mullingar,Number,11.0
Most Sunshine Hours in a Day,1989M04,Roches Point,Number,12.2
Most Sunshine Hours in a Day,1989M04,Rosslare,Number,12.3
Most Sunshine Hours in a Day,1989M04,Shannon airport,Number,12.2
Most Sunshine Hours in a Day,1989M05,Belmullet,Number,14.6
Most Sunshine Hours in a Day,1989M05,Birr,Number,13.7
Most Sunshine Hours in a Day,1989M05,Valentia Observatory,Number,14.7
Most Sunshine Hours in a Day,1989M05,Casement,Number,14.8
Most Sunshine Hours in a Day,1989M05,Claremorris,Number,14.2
Most Sunshine Hours in a Day,1989M05,Clones,Number,13.6
Most Sunshine Hours in a Day,1989M05,Cork airport,Number,14.2
Most Sunshine Hours in a Day,1989M05,Dublin airport,Number,14.9
Most Sunshine Hours in a Day,1989M05,Galway,Number,15.0
Most Sunshine Hours in a Day,1989M05,Kilkenny,Number,14.4
Most Sunshine Hours in a Day,1989M05,Malin head,Number,14.4
Most Sunshine Hours in a Day,1989M05,Mullingar,Number,14.8
Most Sunshine Hours in a Day,1989M05,Roches Point,Number,14.1
Most Sunshine Hours in a Day,1989M05,Rosslare,Number,13.6
Most Sunshine Hours in a Day,1989M05,Shannon airport,Number,14.7
Most Sunshine Hours in a Day,1989M06,Belmullet,Number,14.9
Most Sunshine Hours in a Day,1989M06,Birr,Number,14.9
Most Sunshine Hours in a Day,1989M06,Valentia Observatory,Number,15.6
Most Sunshine Hours in a Day,1989M06,Casement,Number,15.4
Most Sunshine Hours in a Day,1989M06,Claremorris,Number,15.0
Most Sunshine Hours in a Day,1989M06,Clones,Number,15.2
Most Sunshine Hours in a Day,1989M06,Cork airport,Number,15.4
Most Sunshine Hours in a Day,1989M06,Dublin airport,Number,15.7
Most Sunshine Hours in a Day,1989M06,Galway,Number,15.4
Most Sunshine Hours in a Day,1989M06,Kilkenny,Number,15.5
Most Sunshine Hours in a Day,1989M06,Malin head,Number,15.0
Most Sunshine Hours in a Day,1989M06,Mullingar,Number,15.0
Most Sunshine Hours in a Day,1989M06,Roches Point,Number,15.6
Most Sunshine Hours in a Day,1989M06,Rosslare,Number,15.2
Most Sunshine Hours in a Day,1989M06,Shannon airport,Number,15.6
Most Sunshine Hours in a Day,1989M07,Belmullet,Number,14.3
Most Sunshine Hours in a Day,1989M07,Birr,Number,14.6
Most Sunshine Hours in a Day,1989M07,Valentia Observatory,Number,15.1
Most Sunshine Hours in a Day,1989M07,Casement,Number,15.3
Most Sunshine Hours in a Day,1989M07,Claremorris,Number,14.3
Most Sunshine Hours in a Day,1989M07,Clones,Number,14.3
Most Sunshine Hours in a Day,1989M07,Cork airport,Number,15.3
Most Sunshine Hours in a Day,1989M07,Dublin airport,Number,15.4
Most Sunshine Hours in a Day,1989M07,Galway,Number,15.5
Most Sunshine Hours in a Day,1989M07,Kilkenny,Number,15.4
Most Sunshine Hours in a Day,1989M07,Malin head,Number,15.4
Most Sunshine Hours in a Day,1989M07,Mullingar,Number,15.3
Most Sunshine Hours in a Day,1989M07,Roches Point,Number,15.4
Most Sunshine Hours in a Day,1989M07,Rosslare,Number,15.2
Most Sunshine Hours in a Day,1989M07,Shannon airport,Number,15.7
Most Sunshine Hours in a Day,1989M08,Belmullet,Number,10.0
Most Sunshine Hours in a Day,1989M08,Birr,Number,11.3
Most Sunshine Hours in a Day,1989M08,Valentia Observatory,Number,9.6
Most Sunshine Hours in a Day,1989M08,Casement,Number,10.2
Most Sunshine Hours in a Day,1989M08,Claremorris,Number,7.5
Most Sunshine Hours in a Day,1989M08,Clones,Number,11.3
Most Sunshine Hours in a Day,1989M08,Cork airport,Number,11.1
Most Sunshine Hours in a Day,1989M08,Dublin airport,Number,10.6
Most Sunshine Hours in a Day,1989M08,Galway,Number,9.0
Most Sunshine Hours in a Day,1989M08,Kilkenny,Number,10.7
Most Sunshine Hours in a Day,1989M08,Malin head,Number,7.0
Most Sunshine Hours in a Day,1989M08,Mullingar,Number,10.9
Most Sunshine Hours in a Day,1989M08,Roches Point,Number,11.8
Most Sunshine Hours in a Day,1989M08,Rosslare,Number,12.6
Most Sunshine Hours in a Day,1989M08,Shannon airport,Number,11.2
Most Sunshine Hours in a Day,1989M09,Belmullet,Number,10.2
Most Sunshine Hours in a Day,1989M09,Birr,Number,8.1
Most Sunshine Hours in a Day,1989M09,Valentia Observatory,Number,9.8
Most Sunshine Hours in a Day,1989M09,Casement,Number,9.4
Most Sunshine Hours in a Day,1989M09,Claremorris,Number,8.4
Most Sunshine Hours in a Day,1989M09,Clones,Number,9.5
Most Sunshine Hours in a Day,1989M09,Cork airport,Number,11.5
Most Sunshine Hours in a Day,1989M09,Dublin airport,Number,9.3
Most Sunshine Hours in a Day,1989M09,Galway,Number,8.7
Most Sunshine Hours in a Day,1989M09,Kilkenny,Number,10.2
Most Sunshine Hours in a Day,1989M09,Malin head,Number,10.4
Most Sunshine Hours in a Day,1989M09,Mullingar,Number,9.9
Most Sunshine Hours in a Day,1989M09,Roches Point,Number,11.1
Most Sunshine Hours in a Day,1989M09,Rosslare,Number,10.7
Most Sunshine Hours in a Day,1989M09,Shannon airport,Number,10.7
Most Sunshine Hours in a Day,1989M10,Belmullet,Number,8.3
Most Sunshine Hours in a Day,1989M10,Birr,Number,8.2
Most Sunshine Hours in a Day,1989M10,Valentia Observatory,Number,8.9
Most Sunshine Hours in a Day,1989M10,Casement,Number,9.1
Most Sunshine Hours in a Day,1989M10,Claremorris,Number,7.9
Most Sunshine Hours in a Day,1989M10,Clones,Number,8.4
Most Sunshine Hours in a Day,1989M10,Cork airport,Number,9.9
Most Sunshine Hours in a Day,1989M10,Dublin airport,Number,8.5
Most Sunshine Hours in a Day,1989M10,Galway,Number,9.2
Most Sunshine Hours in a Day,1989M10,Kilkenny,Number,9.6
Most Sunshine Hours in a Day,1989M10,Malin head,Number,6.5
Most Sunshine Hours in a Day,1989M10,Mullingar,Number,9.6
Most Sunshine Hours in a Day,1989M10,Roches Point,Number,9.9
Most Sunshine Hours in a Day,1989M10,Rosslare,Number,9.3
Most Sunshine Hours in a Day,1989M10,Shannon airport,Number,8.1
Most Sunshine Hours in a Day,1989M11,Belmullet,Number,7.4
Most Sunshine Hours in a Day,1989M11,Birr,Number,6.7
Most Sunshine Hours in a Day,1989M11,Valentia Observatory,Number,6.8
Most Sunshine Hours in a Day,1989M11,Casement,Number,7.6
Most Sunshine Hours in a Day,1989M11,Claremorris,Number,7.0
Most Sunshine Hours in a Day,1989M11,Clones,Number,6.8
Most Sunshine Hours in a Day,1989M11,Cork airport,Number,7.1
Most Sunshine Hours in a Day,1989M11,Dublin airport,Number,7.1
Most Sunshine Hours in a Day,1989M11,Galway,Number,6.7
Most Sunshine Hours in a Day,1989M11,Kilkenny,Number,7.1
Most Sunshine Hours in a Day,1989M11,Malin head,Number,6.4
Most Sunshine Hours in a Day,1989M11,Mullingar,Number,7.8
Most Sunshine Hours in a Day,1989M11,Roches Point,Number,7.2
Most Sunshine Hours in a Day,1989M11,Rosslare,Number,8.1
Most Sunshine Hours in a Day,1989M11,Shannon airport,Number,7.2
Most Sunshine Hours in a Day,1989M12,Belmullet,Number,6.0
Most Sunshine Hours in a Day,1989M12,Birr,Number,6.1
Most Sunshine Hours in a Day,1989M12,Valentia Observatory,Number,6.3
Most Sunshine Hours in a Day,1989M12,Casement,Number,4.4
Most Sunshine Hours in a Day,1989M12,Claremorris,Number,5.9
Most Sunshine Hours in a Day,1989M12,Clones,Number,5.3
Most Sunshine Hours in a Day,1989M12,Cork airport,Number,5.9
Most Sunshine Hours in a Day,1989M12,Dublin airport,Number,4.2
Most Sunshine Hours in a Day,1989M12,Galway,Number,6.1
Most Sunshine Hours in a Day,1989M12,Kilkenny,Number,6.3
Most Sunshine Hours in a Day,1989M12,Malin head,Number,5.3
Most Sunshine Hours in a Day,1989M12,Mullingar,Number,6.4
Most Sunshine Hours in a Day,1989M12,Roches Point,Number,5.7
Most Sunshine Hours in a Day,1989M12,Rosslare,Number,6.5
Most Sunshine Hours in a Day,1989M12,Shannon airport,Number,5.8
Most Sunshine Hours in a Day,1990M01,Belmullet,Number,5.7
Most Sunshine Hours in a Day,1990M01,Birr,Number,5.0
Most Sunshine Hours in a Day,1990M01,Valentia Observatory,Number,5.1
Most Sunshine Hours in a Day,1990M01,Casement,Number,6.4
Most Sunshine Hours in a Day,1990M01,Claremorris,Number,5.5
Most Sunshine Hours in a Day,1990M01,Clones,Number,5.6
Most Sunshine Hours in a Day,1990M01,Cork airport,Number,5.8
Most Sunshine Hours in a Day,1990M01,Dublin airport,Number,6.3
Most Sunshine Hours in a Day,1990M01,Galway,Number,5.8
Most Sunshine Hours in a Day,1990M01,Kilkenny,Number,6.2
Most Sunshine Hours in a Day,1990M01,Malin head,Number,5.3
Most Sunshine Hours in a Day,1990M01,Mullingar,Number,6.4
Most Sunshine Hours in a Day,1990M01,Roches Point,Number,6.8
Most Sunshine Hours in a Day,1990M01,Rosslare,Number,7.1
Most Sunshine Hours in a Day,1990M01,Shannon airport,Number,6.3
Most Sunshine Hours in a Day,1990M02,Belmullet,Number,4.2
Most Sunshine Hours in a Day,1990M02,Birr,Number,6.4
Most Sunshine Hours in a Day,1990M02,Valentia Observatory,Number,4.3
Most Sunshine Hours in a Day,1990M02,Casement,Number,7.4
Most Sunshine Hours in a Day,1990M02,Claremorris,Number,4.7
Most Sunshine Hours in a Day,1990M02,Clones,Number,6.4
Most Sunshine Hours in a Day,1990M02,Cork airport,Number,6.6
Most Sunshine Hours in a Day,1990M02,Dublin airport,Number,7.0
Most Sunshine Hours in a Day,1990M02,Galway,Number,5.9
Most Sunshine Hours in a Day,1990M02,Kilkenny,Number,7.0
Most Sunshine Hours in a Day,1990M02,Malin head,Number,6.6
Most Sunshine Hours in a Day,1990M02,Mullingar,Number,6.5
Most Sunshine Hours in a Day,1990M02,Roches Point,Number,6.5
Most Sunshine Hours in a Day,1990M02,Rosslare,Number,8.3
Most Sunshine Hours in a Day,1990M02,Shannon airport,Number,6.3
Most Sunshine Hours in a Day,1990M03,Belmullet,Number,6.3
Most Sunshine Hours in a Day,1990M03,Birr,Number,7.8
Most Sunshine Hours in a Day,1990M03,Valentia Observatory,Number,8.6
Most Sunshine Hours in a Day,1990M03,Casement,Number,8.5
Most Sunshine Hours in a Day,1990M03,Claremorris,Number,7.1
Most Sunshine Hours in a Day,1990M03,Clones,Number,8.6
Most Sunshine Hours in a Day,1990M03,Cork airport,Number,10.3
Most Sunshine Hours in a Day,1990M03,Dublin airport,Number,10.7
Most Sunshine Hours in a Day,1990M03,Galway,Number,8.4
Most Sunshine Hours in a Day,1990M03,Kilkenny,Number,8.8
Most Sunshine Hours in a Day,1990M03,Malin head,Number,8.4
Most Sunshine Hours in a Day,1990M03,Mullingar,Number,8.3
Most Sunshine Hours in a Day,1990M03,Roches Point,Number,10.7
Most Sunshine Hours in a Day,1990M03,Rosslare,Number,10.2
Most Sunshine Hours in a Day,1990M03,Shannon airport,Number,9.5
Most Sunshine Hours in a Day,1990M04,Belmullet,Number,13.5
Most Sunshine Hours in a Day,1990M04,Birr,Number,12.2
Most Sunshine Hours in a Day,1990M04,Valentia Observatory,Number,12.9
Most Sunshine Hours in a Day,1990M04,Casement,Number,12.1
Most Sunshine Hours in a Day,1990M04,Claremorris,Number,11.3
Most Sunshine Hours in a Day,1990M04,Clones,Number,10.7
Most Sunshine Hours in a Day,1990M04,Cork airport,Number,13.1
Most Sunshine Hours in a Day,1990M04,Dublin airport,Number,12.5
Most Sunshine Hours in a Day,1990M04,Galway,Number,
Most Sunshine Hours in a Day,1990M04,Kilkenny,Number,12.3
Most Sunshine Hours in a Day,1990M04,Malin head,Number,11.5
Most Sunshine Hours in a Day,1990M04,Mullingar,Number,11.0
Most Sunshine Hours in a Day,1990M04,Roches Point,Number,13.2
Most Sunshine Hours in a Day,1990M04,Rosslare,Number,13.3
Most Sunshine Hours in a Day,1990M04,Shannon airport,Number,13.0
Most Sunshine Hours in a Day,1990M05,Belmullet,Number,14.2
Most Sunshine Hours in a Day,1990M05,Birr,Number,14.0
Most Sunshine Hours in a Day,1990M05,Valentia Observatory,Number,14.4
Most Sunshine Hours in a Day,1990M05,Casement,Number,13.6
Most Sunshine Hours in a Day,1990M05,Claremorris,Number,13.9
Most Sunshine Hours in a Day,1990M05,Clones,Number,14.1
Most Sunshine Hours in a Day,1990M05,Cork airport,Number,14.4
Most Sunshine Hours in a Day,1990M05,Dublin airport,Number,14.2
Most Sunshine Hours in a Day,1990M05,Galway,Number,
Most Sunshine Hours in a Day,1990M05,Kilkenny,Number,14.0
Most Sunshine Hours in a Day,1990M05,Malin head,Number,15.3
Most Sunshine Hours in a Day,1990M05,Mullingar,Number,14.0
Most Sunshine Hours in a Day,1990M05,Roches Point,Number,14.0
Most Sunshine Hours in a Day,1990M05,Rosslare,Number,14.2
Most Sunshine Hours in a Day,1990M05,Shannon airport,Number,14.5
Most Sunshine Hours in a Day,1990M06,Belmullet,Number,9.9
Most Sunshine Hours in a Day,1990M06,Birr,Number,10.7
Most Sunshine Hours in a Day,1990M06,Valentia Observatory,Number,14.6
Most Sunshine Hours in a Day,1990M06,Casement,Number,10.4
Most Sunshine Hours in a Day,1990M06,Claremorris,Number,9.1
Most Sunshine Hours in a Day,1990M06,Clones,Number,10.5
Most Sunshine Hours in a Day,1990M06,Cork airport,Number,12.3
Most Sunshine Hours in a Day,1990M06,Dublin airport,Number,11.5
Most Sunshine Hours in a Day,1990M06,Galway,Number,
Most Sunshine Hours in a Day,1990M06,Kilkenny,Number,11.1
Most Sunshine Hours in a Day,1990M06,Malin head,Number,13.4
Most Sunshine Hours in a Day,1990M06,Mullingar,Number,9.9
Most Sunshine Hours in a Day,1990M06,Roches Point,Number,11.7
Most Sunshine Hours in a Day,1990M06,Rosslare,Number,13.2
Most Sunshine Hours in a Day,1990M06,Shannon airport,Number,9.3
Most Sunshine Hours in a Day,1990M07,Belmullet,Number,12.6
Most Sunshine Hours in a Day,1990M07,Birr,Number,14.4
Most Sunshine Hours in a Day,1990M07,Valentia Observatory,Number,14.0
Most Sunshine Hours in a Day,1990M07,Casement,Number,15.3
Most Sunshine Hours in a Day,1990M07,Claremorris,Number,13.3
Most Sunshine Hours in a Day,1990M07,Clones,Number,14.8
Most Sunshine Hours in a Day,1990M07,Cork airport,Number,15.0
Most Sunshine Hours in a Day,1990M07,Dublin airport,Number,14.8
Most Sunshine Hours in a Day,1990M07,Galway,Number,
Most Sunshine Hours in a Day,1990M07,Kilkenny,Number,15.2
Most Sunshine Hours in a Day,1990M07,Malin head,Number,15.2
Most Sunshine Hours in a Day,1990M07,Mullingar,Number,14.9
Most Sunshine Hours in a Day,1990M07,Roches Point,Number,14.8
Most Sunshine Hours in a Day,1990M07,Rosslare,Number,14.6
Most Sunshine Hours in a Day,1990M07,Shannon airport,Number,14.6
Most Sunshine Hours in a Day,1990M08,Belmullet,Number,9.8
Most Sunshine Hours in a Day,1990M08,Birr,Number,11.2
Most Sunshine Hours in a Day,1990M08,Valentia Observatory,Number,8.7
Most Sunshine Hours in a Day,1990M08,Casement,Number,14.0
Most Sunshine Hours in a Day,1990M08,Claremorris,Number,10.7
Most Sunshine Hours in a Day,1990M08,Clones,Number,11.6
Most Sunshine Hours in a Day,1990M08,Cork airport,Number,12.1
Most Sunshine Hours in a Day,1990M08,Dublin airport,Number,14.0
Most Sunshine Hours in a Day,1990M08,Galway,Number,
Most Sunshine Hours in a Day,1990M08,Kilkenny,Number,13.9
Most Sunshine Hours in a Day,1990M08,Malin head,Number,9.6
Most Sunshine Hours in a Day,1990M08,Mullingar,Number,13.1
Most Sunshine Hours in a Day,1990M08,Roches Point,Number,12.8
Most Sunshine Hours in a Day,1990M08,Rosslare,Number,13.6
Most Sunshine Hours in a Day,1990M08,Shannon airport,Number,10.8
Most Sunshine Hours in a Day,1990M09,Belmullet,Number,9.8
Most Sunshine Hours in a Day,1990M09,Birr,Number,10.3
Most Sunshine Hours in a Day,1990M09,Valentia Observatory,Number,10.3
Most Sunshine Hours in a Day,1990M09,Casement,Number,9.9
Most Sunshine Hours in a Day,1990M09,Claremorris,Number,8.8
Most Sunshine Hours in a Day,1990M09,Clones,Number,8.7
Most Sunshine Hours in a Day,1990M09,Cork airport,Number,11.7
Most Sunshine Hours in a Day,1990M09,Dublin airport,Number,9.7
Most Sunshine Hours in a Day,1990M09,Galway,Number,
Most Sunshine Hours in a Day,1990M09,Kilkenny,Number,11.1
Most Sunshine Hours in a Day,1990M09,Malin head,Number,9.0
Most Sunshine Hours in a Day,1990M09,Mullingar,Number,10.2
Most Sunshine Hours in a Day,1990M09,Roches Point,Number,11.7
Most Sunshine Hours in a Day,1990M09,Rosslare,Number,11.5
Most Sunshine Hours in a Day,1990M09,Shannon airport,Number,10.6
Most Sunshine Hours in a Day,1990M10,Belmullet,Number,7.0
Most Sunshine Hours in a Day,1990M10,Birr,Number,8.5
Most Sunshine Hours in a Day,1990M10,Valentia Observatory,Number,7.9
Most Sunshine Hours in a Day,1990M10,Casement,Number,9.0
Most Sunshine Hours in a Day,1990M10,Claremorris,Number,6.8
Most Sunshine Hours in a Day,1990M10,Clones,Number,7.3
Most Sunshine Hours in a Day,1990M10,Cork airport,Number,9.4
Most Sunshine Hours in a Day,1990M10,Dublin airport,Number,9.2
Most Sunshine Hours in a Day,1990M10,Galway,Number,
Most Sunshine Hours in a Day,1990M10,Kilkenny,Number,8.1
Most Sunshine Hours in a Day,1990M10,Malin head,Number,5.7
Most Sunshine Hours in a Day,1990M10,Mullingar,Number,8.6
Most Sunshine Hours in a Day,1990M10,Roches Point,Number,9.2
Most Sunshine Hours in a Day,1990M10,Rosslare,Number,9.9
Most Sunshine Hours in a Day,1990M10,Shannon airport,Number,7.0
Most Sunshine Hours in a Day,1990M11,Belmullet,Number,6.9
Most Sunshine Hours in a Day,1990M11,Birr,Number,7.9
Most Sunshine Hours in a Day,1990M11,Valentia Observatory,Number,8.1
Most Sunshine Hours in a Day,1990M11,Casement,Number,7.0
Most Sunshine Hours in a Day,1990M11,Claremorris,Number,8.6
Most Sunshine Hours in a Day,1990M11,Clones,Number,7.1
Most Sunshine Hours in a Day,1990M11,Cork airport,Number,7.5
Most Sunshine Hours in a Day,1990M11,Dublin airport,Number,8.2
Most Sunshine Hours in a Day,1990M11,Galway,Number,
Most Sunshine Hours in a Day,1990M11,Kilkenny,Number,8.0
Most Sunshine Hours in a Day,1990M11,Malin head,Number,6.6
Most Sunshine Hours in a Day,1990M11,Mullingar,Number,8.5
Most Sunshine Hours in a Day,1990M11,Roches Point,Number,8.3
Most Sunshine Hours in a Day,1990M11,Rosslare,Number,8.6
Most Sunshine Hours in a Day,1990M11,Shannon airport,Number,8.3
Most Sunshine Hours in a Day,1990M12,Belmullet,Number,6.4
Most Sunshine Hours in a Day,1990M12,Birr,Number,6.1
Most Sunshine Hours in a Day,1990M12,Valentia Observatory,Number,4.5
Most Sunshine Hours in a Day,1990M12,Casement,Number,6.4
Most Sunshine Hours in a Day,1990M12,Claremorris,Number,6.0
Most Sunshine Hours in a Day,1990M12,Clones,Number,5.9
Most Sunshine Hours in a Day,1990M12,Cork airport,Number,6.6
Most Sunshine Hours in a Day,1990M12,Dublin airport,Number,6.6
Most Sunshine Hours in a Day,1990M12,Galway,Number,
Most Sunshine Hours in a Day,1990M12,Kilkenny,Number,6.7
Most Sunshine Hours in a Day,1990M12,Malin head,Number,6.1
Most Sunshine Hours in a Day,1990M12,Mullingar,Number,6.3
Most Sunshine Hours in a Day,1990M12,Roches Point,Number,6.4
Most Sunshine Hours in a Day,1990M12,Rosslare,Number,6.8
Most Sunshine Hours in a Day,1990M12,Shannon airport,Number,7.0
Most Sunshine Hours in a Day,1991M01,Belmullet,Number,7.6
Most Sunshine Hours in a Day,1991M01,Birr,Number,6.8
Most Sunshine Hours in a Day,1991M01,Valentia Observatory,Number,7.5
Most Sunshine Hours in a Day,1991M01,Casement,Number,6.8
Most Sunshine Hours in a Day,1991M01,Claremorris,Number,7.9
Most Sunshine Hours in a Day,1991M01,Clones,Number,7.2
Most Sunshine Hours in a Day,1991M01,Cork airport,Number,6.6
Most Sunshine Hours in a Day,1991M01,Dublin airport,Number,6.9
Most Sunshine Hours in a Day,1991M01,Galway,Number,7.1
Most Sunshine Hours in a Day,1991M01,Kilkenny,Number,7.6
Most Sunshine Hours in a Day,1991M01,Malin head,Number,7.2
Most Sunshine Hours in a Day,1991M01,Mullingar,Number,7.8
Most Sunshine Hours in a Day,1991M01,Roches Point,Number,6.9
Most Sunshine Hours in a Day,1991M01,Rosslare,Number,7.2
Most Sunshine Hours in a Day,1991M01,Shannon airport,Number,8.0
Most Sunshine Hours in a Day,1991M02,Belmullet,Number,8.2
Most Sunshine Hours in a Day,1991M02,Birr,Number,7.1
Most Sunshine Hours in a Day,1991M02,Valentia Observatory,Number,8.6
Most Sunshine Hours in a Day,1991M02,Casement,Number,8.8
Most Sunshine Hours in a Day,1991M02,Claremorris,Number,7.8
Most Sunshine Hours in a Day,1991M02,Clones,Number,8.5
Most Sunshine Hours in a Day,1991M02,Cork airport,Number,7.7
Most Sunshine Hours in a Day,1991M02,Dublin airport,Number,8.2
Most Sunshine Hours in a Day,1991M02,Galway,Number,7.2
Most Sunshine Hours in a Day,1991M02,Kilkenny,Number,8.4
Most Sunshine Hours in a Day,1991M02,Malin head,Number,7.2
Most Sunshine Hours in a Day,1991M02,Mullingar,Number,8.5
Most Sunshine Hours in a Day,1991M02,Roches Point,Number,7.9
Most Sunshine Hours in a Day,1991M02,Rosslare,Number,8.2
Most Sunshine Hours in a Day,1991M02,Shannon airport,Number,7.9
Most Sunshine Hours in a Day,1991M03,Belmullet,Number,11.0
Most Sunshine Hours in a Day,1991M03,Birr,Number,10.1
Most Sunshine Hours in a Day,1991M03,Valentia Observatory,Number,10.2
Most Sunshine Hours in a Day,1991M03,Casement,Number,10.1
Most Sunshine Hours in a Day,1991M03,Claremorris,Number,8.9
Most Sunshine Hours in a Day,1991M03,Clones,Number,9.2
Most Sunshine Hours in a Day,1991M03,Cork airport,Number,11.4
Most Sunshine Hours in a Day,1991M03,Dublin airport,Number,8.6
Most Sunshine Hours in a Day,1991M03,Galway,Number,
Most Sunshine Hours in a Day,1991M03,Kilkenny,Number,10.1
Most Sunshine Hours in a Day,1991M03,Malin head,Number,9.6
Most Sunshine Hours in a Day,1991M03,Mullingar,Number,10.7
Most Sunshine Hours in a Day,1991M03,Roches Point,Number,9.8
Most Sunshine Hours in a Day,1991M03,Rosslare,Number,11.0
Most Sunshine Hours in a Day,1991M03,Shannon airport,Number,10.4
Most Sunshine Hours in a Day,1991M04,Belmullet,Number,12.7
Most Sunshine Hours in a Day,1991M04,Birr,Number,12.3
Most Sunshine Hours in a Day,1991M04,Valentia Observatory,Number,12.6
Most Sunshine Hours in a Day,1991M04,Casement,Number,12.4
Most Sunshine Hours in a Day,1991M04,Claremorris,Number,12.8
Most Sunshine Hours in a Day,1991M04,Clones,Number,13.1
Most Sunshine Hours in a Day,1991M04,Cork airport,Number,12.4
Most Sunshine Hours in a Day,1991M04,Dublin airport,Number,12.5
Most Sunshine Hours in a Day,1991M04,Galway,Number,
Most Sunshine Hours in a Day,1991M04,Kilkenny,Number,12.9
Most Sunshine Hours in a Day,1991M04,Malin head,Number,12.6
Most Sunshine Hours in a Day,1991M04,Mullingar,Number,13.1
Most Sunshine Hours in a Day,1991M04,Roches Point,Number,12.9
Most Sunshine Hours in a Day,1991M04,Rosslare,Number,12.1
Most Sunshine Hours in a Day,1991M04,Shannon airport,Number,13.1
Most Sunshine Hours in a Day,1991M05,Belmullet,Number,15.5
Most Sunshine Hours in a Day,1991M05,Birr,Number,14.4
Most Sunshine Hours in a Day,1991M05,Valentia Observatory,Number,14.9
Most Sunshine Hours in a Day,1991M05,Casement,Number,14.4
Most Sunshine Hours in a Day,1991M05,Claremorris,Number,15.1
Most Sunshine Hours in a Day,1991M05,Clones,Number,12.8
Most Sunshine Hours in a Day,1991M05,Cork airport,Number,13.9
Most Sunshine Hours in a Day,1991M05,Dublin airport,Number,14.3
Most Sunshine Hours in a Day,1991M05,Galway,Number,14.8
Most Sunshine Hours in a Day,1991M05,Kilkenny,Number,15.2
Most Sunshine Hours in a Day,1991M05,Malin head,Number,15.1
Most Sunshine Hours in a Day,1991M05,Mullingar,Number,14.0
Most Sunshine Hours in a Day,1991M05,Roches Point,Number,14.3
Most Sunshine Hours in a Day,1991M05,Rosslare,Number,13.4
Most Sunshine Hours in a Day,1991M05,Shannon airport,Number,15.1
Most Sunshine Hours in a Day,1991M06,Belmullet,Number,15.7
Most Sunshine Hours in a Day,1991M06,Birr,Number,8.8
Most Sunshine Hours in a Day,1991M06,Valentia Observatory,Number,10.7
Most Sunshine Hours in a Day,1991M06,Casement,Number,11.3
Most Sunshine Hours in a Day,1991M06,Claremorris,Number,14.1
Most Sunshine Hours in a Day,1991M06,Clones,Number,12.8
Most Sunshine Hours in a Day,1991M06,Cork airport,Number,10.8
Most Sunshine Hours in a Day,1991M06,Dublin airport,Number,11.7
Most Sunshine Hours in a Day,1991M06,Galway,Number,12.6
Most Sunshine Hours in a Day,1991M06,Kilkenny,Number,11.0
Most Sunshine Hours in a Day,1991M06,Malin head,Number,15.6
Most Sunshine Hours in a Day,1991M06,Mullingar,Number,11.7
Most Sunshine Hours in a Day,1991M06,Roches Point,Number,11.9
Most Sunshine Hours in a Day,1991M06,Rosslare,Number,13.3
Most Sunshine Hours in a Day,1991M06,Shannon airport,Number,14.9
Most Sunshine Hours in a Day,1991M07,Belmullet,Number,13.8
Most Sunshine Hours in a Day,1991M07,Birr,Number,10.6
Most Sunshine Hours in a Day,1991M07,Valentia Observatory,Number,9.0
Most Sunshine Hours in a Day,1991M07,Casement,Number,11.4
Most Sunshine Hours in a Day,1991M07,Claremorris,Number,12.4
Most Sunshine Hours in a Day,1991M07,Clones,Number,13.9
Most Sunshine Hours in a Day,1991M07,Cork airport,Number,9.4
Most Sunshine Hours in a Day,1991M07,Dublin airport,Number,14.3
Most Sunshine Hours in a Day,1991M07,Galway,Number,10.5
Most Sunshine Hours in a Day,1991M07,Kilkenny,Number,10.6
Most Sunshine Hours in a Day,1991M07,Malin head,Number,14.2
Most Sunshine Hours in a Day,1991M07,Mullingar,Number,13.3
Most Sunshine Hours in a Day,1991M07,Roches Point,Number,10.9
Most Sunshine Hours in a Day,1991M07,Rosslare,Number,11.0
Most Sunshine Hours in a Day,1991M07,Shannon airport,Number,10.8
Most Sunshine Hours in a Day,1991M08,Belmullet,Number,12.2
Most Sunshine Hours in a Day,1991M08,Birr,Number,11.9
Most Sunshine Hours in a Day,1991M08,Valentia Observatory,Number,12.4
Most Sunshine Hours in a Day,1991M08,Casement,Number,12.4
Most Sunshine Hours in a Day,1991M08,Claremorris,Number,11.4
Most Sunshine Hours in a Day,1991M08,Clones,Number,10.1
Most Sunshine Hours in a Day,1991M08,Cork airport,Number,12.0
Most Sunshine Hours in a Day,1991M08,Dublin airport,Number,13.1
Most Sunshine Hours in a Day,1991M08,Galway,Number,
Most Sunshine Hours in a Day,1991M08,Kilkenny,Number,12.4
Most Sunshine Hours in a Day,1991M08,Malin head,Number,11.7
Most Sunshine Hours in a Day,1991M08,Mullingar,Number,11.8
Most Sunshine Hours in a Day,1991M08,Roches Point,Number,12.4
Most Sunshine Hours in a Day,1991M08,Rosslare,Number,12.8
Most Sunshine Hours in a Day,1991M08,Shannon airport,Number,11.1
Most Sunshine Hours in a Day,1991M09,Belmullet,Number,11.5
Most Sunshine Hours in a Day,1991M09,Birr,Number,10.1
