,Statistic,Year,Agricultural Product,UNIT,VALUE
324,Agricultural Input and Output Price Indices,2012,Compound feeding stuffs for poultry,Base 2010 = 100,119.12
325,Agricultural Input and Output Price Indices,2012,Other compound feeding stuffs,Base 2010 = 100,124.71
326,Agricultural Input and Output Price Indices,2012,Maintenance of materials and buildings,Base 2010 = 100,98.85
327,Agricultural Input and Output Price Indices,2012,Other goods and services,Base 2010 = 100,100.8
328,Agricultural Input and Output Price Indices,2013,Agricultural output price index,Base 2010 = 100,131.64
329,Agricultural Input and Output Price Indices,2013,Crop output,Base 2010 = 100,137.58
330,Agricultural Input and Output Price Indices,2013,Cereals including seeds,Base 2010 = 100,156.65
331,Agricultural Input and Output Price Indices,2013,Vegetables,Base 2010 = 100,105.92
332,Agricultural Input and Output Price Indices,2013,Potatoes including seeds,Base 2010 = 100,158.44
333,Agricultural Input and Output Price Indices,2013,Animal output,Base 2010 = 100,130.87
334,Agricultural Input and Output Price Indices,2013,Animals,Base 2010 = 100,133.33
335,Agricultural Input and Output Price Indices,2013,Cattle,Base 2010 = 100,138.79
336,Agricultural Input and Output Price Indices,2013,Cattle excluding calves,Base 2010 = 100,139.0
337,Agricultural Input and Output Price Indices,2013,Calves,Base 2010 = 100,123.14
338,Agricultural Input and Output Price Indices,2013,Pigs,Base 2010 = 100,127.43
339,Agricultural Input and Output Price Indices,2013,Sheep,Base 2010 = 100,104.78
340,Agricultural Input and Output Price Indices,2013,Poultry,Base 2010 = 100,116.35
341,Agricultural Input and Output Price Indices,2013,Animal products,Base 2010 = 100,127.13
342,Agricultural Input and Output Price Indices,2013,Milk,Base 2010 = 100,127.31
343,Agricultural Input and Output Price Indices,2013,Eggs,Base 2010 = 100,114.77
344,Agricultural Input and Output Price Indices,2013,Wool,Base 2010 = 100,160.18
345,Agricultural Input and Output Price Indices,2013,Agricultural input price index,Base 2010 = 100,119.67
346,Agricultural Input and Output Price Indices,2013,Seeds,Base 2010 = 100,128.09
347,Agricultural Input and Output Price Indices,2013,Energy,Base 2010 = 100,124.44
348,Agricultural Input and Output Price Indices,2013,Electricity,Base 2010 = 100,125.32
349,Agricultural Input and Output Price Indices,2013,Motor fuel,Base 2010 = 100,125.09
350,Agricultural Input and Output Price Indices,2013,Lubricants,Base 2010 = 100,105.64
351,Agricultural Input and Output Price Indices,2013,Fertilisers,Base 2010 = 100,126.14
352,Agricultural Input and Output Price Indices,2013,Straight fertilisers,Base 2010 = 100,130.49
353,Agricultural Input and Output Price Indices,2013,Compound fertilisers,Base 2010 = 100,124.56
354,Agricultural Input and Output Price Indices,2013,PK fertilisers,Base 2010 = 100,114.91
355,Agricultural Input and Output Price Indices,2013,NPK fertilisers,Base 2010 = 100,124.78
356,Agricultural Input and Output Price Indices,2013,Other fertilisers,Base 2010 = 100,99.91
357,Agricultural Input and Output Price Indices,2013,Plant protection products,Base 2010 = 100,98.95
358,Agricultural Input and Output Price Indices,2013,Veterinary expenses,Base 2010 = 100,100.31
359,Agricultural Input and Output Price Indices,2013,Feeding stuffs,Base 2010 = 100,135.15
360,Agricultural Input and Output Price Indices,2013,Straight feeding stuffs,Base 2010 = 100,139.97
361,Agricultural Input and Output Price Indices,2013,Compound feeding stuffs,Base 2010 = 100,134.63
362,Agricultural Input and Output Price Indices,2013,Compound feeding stuffs for calves,Base 2010 = 100,132.56
363,Agricultural Input and Output Price Indices,2013,Compound feeding stuffs for cattle excluding calves,Base 2010 = 100,134.61
364,Agricultural Input and Output Price Indices,2013,Compound feeding stuffs for pigs,Base 2010 = 100,142.23
365,Agricultural Input and Output Price Indices,2013,Compound feeding stuffs for poultry,Base 2010 = 100,129.35
366,Agricultural Input and Output Price Indices,2013,Other compound feeding stuffs,Base 2010 = 100,130.83
367,Agricultural Input and Output Price Indices,2013,Maintenance of materials and buildings,Base 2010 = 100,98.04
368,Agricultural Input and Output Price Indices,2013,Other goods and services,Base 2010 = 100,100.56
369,Agricultural Input and Output Price Indices,2014,Agricultural output price index,Base 2010 = 100,120.66
370,Agricultural Input and Output Price Indices,2014,Crop output,Base 2010 = 100,106.52
371,Agricultural Input and Output Price Indices,2014,Cereals including seeds,Base 2010 = 100,121.02
372,Agricultural Input and Output Price Indices,2014,Vegetables,Base 2010 = 100,102.39
373,Agricultural Input and Output Price Indices,2014,Potatoes including seeds,Base 2010 = 100,77.27
374,Agricultural Input and Output Price Indices,2014,Animal output,Base 2010 = 100,122.5
375,Agricultural Input and Output Price Indices,2014,Animals,Base 2010 = 100,123.25
376,Agricultural Input and Output Price Indices,2014,Cattle,Base 2010 = 100,125.89
377,Agricultural Input and Output Price Indices,2014,Cattle excluding calves,Base 2010 = 100,125.88
378,Agricultural Input and Output Price Indices,2014,Calves,Base 2010 = 100,126.27
379,Agricultural Input and Output Price Indices,2014,Pigs,Base 2010 = 100,121.79
380,Agricultural Input and Output Price Indices,2014,Sheep,Base 2010 = 100,107.41
381,Agricultural Input and Output Price Indices,2014,Poultry,Base 2010 = 100,114.04
382,Agricultural Input and Output Price Indices,2014,Animal products,Base 2010 = 100,121.37
383,Agricultural Input and Output Price Indices,2014,Milk,Base 2010 = 100,121.53
384,Agricultural Input and Output Price Indices,2014,Eggs,Base 2010 = 100,107.51
385,Agricultural Input and Output Price Indices,2014,Wool,Base 2010 = 100,168.74
386,Agricultural Input and Output Price Indices,2014,Agricultural input price index,Base 2010 = 100,114.62
387,Agricultural Input and Output Price Indices,2014,Seeds,Base 2010 = 100,119.92
388,Agricultural Input and Output Price Indices,2014,Energy,Base 2010 = 100,121.08
389,Agricultural Input and Output Price Indices,2014,Electricity,Base 2010 = 100,129.8
390,Agricultural Input and Output Price Indices,2014,Motor fuel,Base 2010 = 100,119.42
391,Agricultural Input and Output Price Indices,2014,Lubricants,Base 2010 = 100,107.09
392,Agricultural Input and Output Price Indices,2014,Fertilisers,Base 2010 = 100,121.63
393,Agricultural Input and Output Price Indices,2014,Straight fertilisers,Base 2010 = 100,125.43
394,Agricultural Input and Output Price Indices,2014,Compound fertilisers,Base 2010 = 100,120.0
395,Agricultural Input and Output Price Indices,2014,PK fertilisers,Base 2010 = 100,105.94
396,Agricultural Input and Output Price Indices,2014,NPK fertilisers,Base 2010 = 100,120.32
397,Agricultural Input and Output Price Indices,2014,Other fertilisers,Base 2010 = 100,101.78
398,Agricultural Input and Output Price Indices,2014,Plant protection products,Base 2010 = 100,99.11
399,Agricultural Input and Output Price Indices,2014,Veterinary expenses,Base 2010 = 100,102.46
400,Agricultural Input and Output Price Indices,2014,Feeding stuffs,Base 2010 = 100,122.1
401,Agricultural Input and Output Price Indices,2014,Straight feeding stuffs,Base 2010 = 100,115.47
402,Agricultural Input and Output Price Indices,2014,Compound feeding stuffs,Base 2010 = 100,122.81
403,Agricultural Input and Output Price Indices,2014,Compound feeding stuffs for calves,Base 2010 = 100,121.61
404,Agricultural Input and Output Price Indices,2014,Compound feeding stuffs for cattle excluding calves,Base 2010 = 100,121.66
405,Agricultural Input and Output Price Indices,2014,Compound feeding stuffs for pigs,Base 2010 = 100,130.27
406,Agricultural Input and Output Price Indices,2014,Compound feeding stuffs for poultry,Base 2010 = 100,120.84
407,Agricultural Input and Output Price Indices,2014,Other compound feeding stuffs,Base 2010 = 100,117.47
408,Agricultural Input and Output Price Indices,2014,Maintenance of materials and buildings,Base 2010 = 100,98.47
409,Agricultural Input and Output Price Indices,2014,Other goods and services,Base 2010 = 100,104.92
410,Agricultural Input and Output Price Indices,2015,Agricultural output price index,Base 2010 = 100,116.0
411,Agricultural Input and Output Price Indices,2015,Crop output,Base 2010 = 100,107.77
412,Agricultural Input and Output Price Indices,2015,Cereals including seeds,Base 2010 = 100,114.28
413,Agricultural Input and Output Price Indices,2015,Vegetables,Base 2010 = 100,103.41
414,Agricultural Input and Output Price Indices,2015,Potatoes including seeds,Base 2010 = 100,100.3
415,Agricultural Input and Output Price Indices,2015,Animal output,Base 2010 = 100,117.08
416,Agricultural Input and Output Price Indices,2015,Animals,Base 2010 = 100,131.22
417,Agricultural Input and Output Price Indices,2015,Cattle,Base 2010 = 100,139.09
418,Agricultural Input and Output Price Indices,2015,Cattle excluding calves,Base 2010 = 100,138.73
419,Agricultural Input and Output Price Indices,2015,Calves,Base 2010 = 100,166.19
420,Agricultural Input and Output Price Indices,2015,Pigs,Base 2010 = 100,111.37
421,Agricultural Input and Output Price Indices,2015,Sheep,Base 2010 = 100,108.68
422,Agricultural Input and Output Price Indices,2015,Poultry,Base 2010 = 100,112.18
423,Agricultural Input and Output Price Indices,2015,Animal products,Base 2010 = 100,95.64
424,Agricultural Input and Output Price Indices,2015,Milk,Base 2010 = 100,94.87
425,Agricultural Input and Output Price Indices,2015,Eggs,Base 2010 = 100,105.55
426,Agricultural Input and Output Price Indices,2015,Wool,Base 2010 = 100,209.86
427,Agricultural Input and Output Price Indices,2015,Agricultural input price index,Base 2010 = 100,112.15
428,Agricultural Input and Output Price Indices,2015,Seeds,Base 2010 = 100,116.43
429,Agricultural Input and Output Price Indices,2015,Energy,Base 2010 = 100,107.71
430,Agricultural Input and Output Price Indices,2015,Electricity,Base 2010 = 100,129.54
431,Agricultural Input and Output Price Indices,2015,Motor fuel,Base 2010 = 100,101.87
432,Agricultural Input and Output Price Indices,2015,Lubricants,Base 2010 = 100,107.88
433,Agricultural Input and Output Price Indices,2015,Fertilisers,Base 2010 = 100,122.22
434,Agricultural Input and Output Price Indices,2015,Straight fertilisers,Base 2010 = 100,125.89
435,Agricultural Input and Output Price Indices,2015,Compound fertilisers,Base 2010 = 100,120.54
436,Agricultural Input and Output Price Indices,2015,PK fertilisers,Base 2010 = 100,105.16
437,Agricultural Input and Output Price Indices,2015,NPK fertilisers,Base 2010 = 100,120.89
438,Agricultural Input and Output Price Indices,2015,Other fertilisers,Base 2010 = 100,104.4
439,Agricultural Input and Output Price Indices,2015,Plant protection products,Base 2010 = 100,98.45
440,Agricultural Input and Output Price Indices,2015,Veterinary expenses,Base 2010 = 100,103.73
441,Agricultural Input and Output Price Indices,2015,Feeding stuffs,Base 2010 = 100,117.45
442,Agricultural Input and Output Price Indices,2015,Straight feeding stuffs,Base 2010 = 100,108.35
443,Agricultural Input and Output Price Indices,2015,Compound feeding stuffs,Base 2010 = 100,118.42
444,Agricultural Input and Output Price Indices,2015,Compound feeding stuffs for calves,Base 2010 = 100,118.96
445,Agricultural Input and Output Price Indices,2015,Compound feeding stuffs for cattle excluding calves,Base 2010 = 100,115.19
446,Agricultural Input and Output Price Indices,2015,Compound feeding stuffs for pigs,Base 2010 = 100,128.74
447,Agricultural Input and Output Price Indices,2015,Compound feeding stuffs for poultry,Base 2010 = 100,119.07
448,Agricultural Input and Output Price Indices,2015,Other compound feeding stuffs,Base 2010 = 100,112.6
449,Agricultural Input and Output Price Indices,2015,Maintenance of materials and buildings,Base 2010 = 100,98.28
450,Agricultural Input and Output Price Indices,2015,Other goods and services,Base 2010 = 100,110.89
451,Agricultural Input and Output Price Indices,2016,Agricultural output price index,Base 2010 = 100,110.42
452,Agricultural Input and Output Price Indices,2016,Crop output,Base 2010 = 100,111.54
453,Agricultural Input and Output Price Indices,2016,Cereals including seeds,Base 2010 = 100,115.75
454,Agricultural Input and Output Price Indices,2016,Vegetables,Base 2010 = 100,104.56
455,Agricultural Input and Output Price Indices,2016,Potatoes including seeds,Base 2010 = 100,116.13
456,Agricultural Input and Output Price Indices,2016,Animal output,Base 2010 = 100,110.28
457,Agricultural Input and Output Price Indices,2016,Animals,Base 2010 = 100,124.96
458,Agricultural Input and Output Price Indices,2016,Cattle,Base 2010 = 100,129.75
459,Agricultural Input and Output Price Indices,2016,Cattle excluding calves,Base 2010 = 100,129.48
460,Agricultural Input and Output Price Indices,2016,Calves,Base 2010 = 100,150.12
461,Agricultural Input and Output Price Indices,2016,Pigs,Base 2010 = 100,114.47
462,Agricultural Input and Output Price Indices,2016,Sheep,Base 2010 = 100,109.01
463,Agricultural Input and Output Price Indices,2016,Poultry,Base 2010 = 100,112.15
464,Agricultural Input and Output Price Indices,2016,Animal products,Base 2010 = 100,88.0
465,Agricultural Input and Output Price Indices,2016,Milk,Base 2010 = 100,87.36
466,Agricultural Input and Output Price Indices,2016,Eggs,Base 2010 = 100,102.96
467,Agricultural Input and Output Price Indices,2016,Wool,Base 2010 = 100,146.25
468,Agricultural Input and Output Price Indices,2016,Agricultural input price index,Base 2010 = 100,108.58
469,Agricultural Input and Output Price Indices,2016,Seeds,Base 2010 = 100,115.74
470,Agricultural Input and Output Price Indices,2016,Energy,Base 2010 = 100,99.18
471,Agricultural Input and Output Price Indices,2016,Electricity,Base 2010 = 100,124.98
472,Agricultural Input and Output Price Indices,2016,Motor fuel,Base 2010 = 100,91.85
473,Agricultural Input and Output Price Indices,2016,Lubricants,Base 2010 = 100,108.69
474,Agricultural Input and Output Price Indices,2016,Fertilisers,Base 2010 = 100,104.01
475,Agricultural Input and Output Price Indices,2016,Straight fertilisers,Base 2010 = 100,103.01
476,Agricultural Input and Output Price Indices,2016,Compound fertilisers,Base 2010 = 100,104.82
477,Agricultural Input and Output Price Indices,2016,PK fertilisers,Base 2010 = 100,99.56
478,Agricultural Input and Output Price Indices,2016,NPK fertilisers,Base 2010 = 100,104.94
479,Agricultural Input and Output Price Indices,2016,Other fertilisers,Base 2010 = 100,104.4
480,Agricultural Input and Output Price Indices,2016,Plant protection products,Base 2010 = 100,99.92
481,Agricultural Input and Output Price Indices,2016,Veterinary expenses,Base 2010 = 100,105.54
482,Agricultural Input and Output Price Indices,2016,Feeding stuffs,Base 2010 = 100,115.58
483,Agricultural Input and Output Price Indices,2016,Straight feeding stuffs,Base 2010 = 100,103.55
484,Agricultural Input and Output Price Indices,2016,Compound feeding stuffs,Base 2010 = 100,116.87
485,Agricultural Input and Output Price Indices,2016,Compound feeding stuffs for calves,Base 2010 = 100,115.7
486,Agricultural Input and Output Price Indices,2016,Compound feeding stuffs for cattle excluding calves,Base 2010 = 100,115.62
487,Agricultural Input and Output Price Indices,2016,Compound feeding stuffs for pigs,Base 2010 = 100,125.32
488,Agricultural Input and Output Price Indices,2016,Compound feeding stuffs for poultry,Base 2010 = 100,114.63
489,Agricultural Input and Output Price Indices,2016,Other compound feeding stuffs,Base 2010 = 100,110.16
490,Agricultural Input and Output Price Indices,2016,Maintenance of materials and buildings,Base 2010 = 100,98.04
491,Agricultural Input and Output Price Indices,2016,Other goods and services,Base 2010 = 100,115.39
492,Agricultural Input and Output Price Indices,2017,Agricultural output price index,Base 2010 = 100,121.23
493,Agricultural Input and Output Price Indices,2017,Crop output,Base 2010 = 100,109.52
494,Agricultural Input and Output Price Indices,2017,Cereals including seeds,Base 2010 = 100,116.48
495,Agricultural Input and Output Price Indices,2017,Vegetables,Base 2010 = 100,104.33
496,Agricultural Input and Output Price Indices,2017,Potatoes including seeds,Base 2010 = 100,102.74
497,Agricultural Input and Output Price Indices,2017,Animal output,Base 2010 = 100,122.75
498,Agricultural Input and Output Price Indices,2017,Animals,Base 2010 = 100,127.63
499,Agricultural Input and Output Price Indices,2017,Cattle,Base 2010 = 100,131.76
500,Agricultural Input and Output Price Indices,2017,Cattle excluding calves,Base 2010 = 100,131.57
501,Agricultural Input and Output Price Indices,2017,Calves,Base 2010 = 100,146.07
502,Agricultural Input and Output Price Indices,2017,Pigs,Base 2010 = 100,123.09
503,Agricultural Input and Output Price Indices,2017,Sheep,Base 2010 = 100,108.69
504,Agricultural Input and Output Price Indices,2017,Poultry,Base 2010 = 100,111.53
505,Agricultural Input and Output Price Indices,2017,Animal products,Base 2010 = 100,115.35
506,Agricultural Input and Output Price Indices,2017,Milk,Base 2010 = 100,115.77
507,Agricultural Input and Output Price Indices,2017,Eggs,Base 2010 = 100,102.99
508,Agricultural Input and Output Price Indices,2017,Wool,Base 2010 = 100,94.15
509,Agricultural Input and Output Price Indices,2017,Agricultural input price index,Base 2010 = 100,107.84
510,Agricultural Input and Output Price Indices,2017,Seeds,Base 2010 = 100,115.64
511,Agricultural Input and Output Price Indices,2017,Energy,Base 2010 = 100,105.35
512,Agricultural Input and Output Price Indices,2017,Electricity,Base 2010 = 100,123.76
513,Agricultural Input and Output Price Indices,2017,Motor fuel,Base 2010 = 100,100.12
514,Agricultural Input and Output Price Indices,2017,Lubricants,Base 2010 = 100,111.98
515,Agricultural Input and Output Price Indices,2017,Fertilisers,Base 2010 = 100,98.23
516,Agricultural Input and Output Price Indices,2017,Straight fertilisers,Base 2010 = 100,97.34
517,Agricultural Input and Output Price Indices,2017,Compound fertilisers,Base 2010 = 100,98.33
518,Agricultural Input and Output Price Indices,2017,PK fertilisers,Base 2010 = 100,92.28
519,Agricultural Input and Output Price Indices,2017,NPK fertilisers,Base 2010 = 100,98.47
520,Agricultural Input and Output Price Indices,2017,Other fertilisers,Base 2010 = 100,106.36
521,Agricultural Input and Output Price Indices,2017,Plant protection products,Base 2010 = 100,101.63
522,Agricultural Input and Output Price Indices,2017,Veterinary expenses,Base 2010 = 100,106.1
523,Agricultural Input and Output Price Indices,2017,Feeding stuffs,Base 2010 = 100,113.8
524,Agricultural Input and Output Price Indices,2017,Straight feeding stuffs,Base 2010 = 100,105.94
525,Agricultural Input and Output Price Indices,2017,Compound feeding stuffs,Base 2010 = 100,114.65
526,Agricultural Input and Output Price Indices,2017,Compound feeding stuffs for calves,Base 2010 = 100,112.46
527,Agricultural Input and Output Price Indices,2017,Compound feeding stuffs for cattle excluding calves,Base 2010 = 100,112.86
528,Agricultural Input and Output Price Indices,2017,Compound feeding stuffs for pigs,Base 2010 = 100,124.03
529,Agricultural Input and Output Price Indices,2017,Compound feeding stuffs for poultry,Base 2010 = 100,113.3
530,Agricultural Input and Output Price Indices,2017,Other compound feeding stuffs,Base 2010 = 100,107.33
531,Agricultural Input and Output Price Indices,2017,Maintenance of materials and buildings,Base 2010 = 100,98.3
532,Agricultural Input and Output Price Indices,2017,Other goods and services,Base 2010 = 100,114.09
