"Statistic","Year","Regional Veterinary Offices","UNIT","VALUE"
"Herds Restricted by 31st of December","2020","Longford","Number","43"
"Herds Restricted by 31st of December","2020","Louth","Number","39"
"Herds Restricted by 31st of December","2020","Mayo","Number","120"
"Herds Restricted by 31st of December","2020","Meath","Number","165"
"Herds Restricted by 31st of December","2020","Monaghan","Number","166"
"Herds Restricted by 31st of December","2020","Offaly","Number","96"
"Herds Restricted by 31st of December","2020","Roscommon","Number","75"
"Herds Restricted by 31st of December","2020","Sligo","Number","69"
"Herds Restricted by 31st of December","2020","Tipperary North","Number","148"
"Herds Restricted by 31st of December","2020","Tipperary South","Number","107"
"Herds Restricted by 31st of December","2020","Waterford","Number","42"
"Herds Restricted by 31st of December","2020","Westmeath","Number","115"
"Herds Restricted by 31st of December","2020","Wexford","Number","63"
"Herds Restricted by 31st of December","2020","Wicklow E","Number","47"
"Herds Restricted by 31st of December","2020","Wicklow W","Number","46"
"Animals in County","2010","State","Number","5751564"
"Animals in County","2010","Carlow","Number","86258"
"Animals in County","2010","Cavan","Number","202119"
"Animals in County","2010","Clare","Number","237260"
"Animals in County","2010","Cork North","Number","462707"
"Animals in County","2010","Cork South","Number","417478"
"Animals in County","2010","Donegal","Number","173025"
"Animals in County","2010","Dublin","Number","20455"
"Animals in County","2010","Galway","Number","356143"
"Animals in County","2010","Kerry","Number","284772"
"Animals in County","2010","Kildare","Number","103685"
"Animals in County","2010","Kilkenny","Number","282632"
"Animals in County","2010","Laois","Number","202064"
"Animals in County","2010","Leitrim","Number","67461"
"Animals in County","2010","Limerick","Number","320813"
"Animals in County","2010","Longford","Number","103406"
"Animals in County","2010","Louth","Number","74736"
"Animals in County","2010","Mayo","Number","237301"
"Animals in County","2010","Meath","Number","241554"
"Animals in County","2010","Monaghan","Number","182478"
"Animals in County","2010","Offaly","Number","190316"
"Animals in County","2010","Roscommon","Number","171826"
"Animals in County","2010","Sligo","Number","97915"
"Animals in County","2010","Tipperary North","Number","256811"
"Animals in County","2010","Tipperary South","Number","254772"
"Animals in County","2010","Waterford","Number","209529"
"Animals in County","2010","Westmeath","Number","173659"
"Animals in County","2010","Wexford","Number","235247"
"Animals in County","2010","Wicklow E","Number","67509"
"Animals in County","2010","Wicklow W","Number","37633"
"Animals in County","2011","State","Number","5819281"
"Animals in County","2011","Carlow","Number","85784"
"Animals in County","2011","Cavan","Number","205467"
"Animals in County","2011","Clare","Number","240713"
"Animals in County","2011","Cork North","Number","471086"
"Animals in County","2011","Cork South","Number","421122"
"Animals in County","2011","Donegal","Number","171436"
"Animals in County","2011","Dublin","Number","19646"
"Animals in County","2011","Galway","Number","362404"
"Animals in County","2011","Kerry","Number","288866"
"Animals in County","2011","Kildare","Number","104611"
"Animals in County","2011","Kilkenny","Number","287068"
"Animals in County","2011","Laois","Number","205420"
"Animals in County","2011","Leitrim","Number","66904"
"Animals in County","2011","Limerick","Number","329729"
"Animals in County","2011","Longford","Number","102109"
"Animals in County","2011","Louth","Number","74341"
"Animals in County","2011","Mayo","Number","236628"
"Animals in County","2011","Meath","Number","242703"
"Animals in County","2011","Monaghan","Number","185226"
"Animals in County","2011","Offaly","Number","191844"
"Animals in County","2011","Roscommon","Number","172494"
"Animals in County","2011","Sligo","Number","97846"
"Animals in County","2011","Tipperary North","Number","261294"
"Animals in County","2011","Tipperary South","Number","262528"
"Animals in County","2011","Waterford","Number","212483"
"Animals in County","2011","Westmeath","Number","175427"
"Animals in County","2011","Wexford","Number","239538"
"Animals in County","2011","Wicklow E","Number","67115"
"Animals in County","2011","Wicklow W","Number","37449"
"Animals in County","2012","State","Number","6145469"
"Animals in County","2012","Carlow","Number","92062"
"Animals in County","2012","Cavan","Number","216445"
"Animals in County","2012","Clare","Number","255186"
"Animals in County","2012","Cork North","Number","497532"
"Animals in County","2012","Cork South","Number","440351"
"Animals in County","2012","Donegal","Number","176413"
"Animals in County","2012","Dublin","Number","21432"
"Animals in County","2012","Galway","Number","383029"
"Animals in County","2012","Kerry","Number","301262"
"Animals in County","2012","Kildare","Number","111987"
"Animals in County","2012","Kilkenny","Number","306559"
"Animals in County","2012","Laois","Number","219748"
"Animals in County","2012","Leitrim","Number","70745"
"Animals in County","2012","Limerick","Number","346676"
"Animals in County","2012","Longford","Number","105955"
"Animals in County","2012","Louth","Number","78467"
"Animals in County","2012","Mayo","Number","248198"
"Animals in County","2012","Meath","Number","256343"
"Animals in County","2012","Monaghan","Number","195866"
"Animals in County","2012","Offaly","Number","204472"
"Animals in County","2012","Roscommon","Number","182126"
"Animals in County","2012","Sligo","Number","103001"
"Animals in County","2012","Tipperary North","Number","278847"
"Animals in County","2012","Tipperary South","Number","278382"
"Animals in County","2012","Waterford","Number","224151"
"Animals in County","2012","Westmeath","Number","183830"
"Animals in County","2012","Wexford","Number","254949"
"Animals in County","2012","Wicklow E","Number","71623"
"Animals in County","2012","Wicklow W","Number","39832"
"Animals in County","2013","State","Number","6146958"
"Animals in County","2013","Carlow","Number","93990"
"Animals in County","2013","Cavan","Number","213956"
"Animals in County","2013","Clare","Number","254855"
"Animals in County","2013","Cork North","Number","499164"
"Animals in County","2013","Cork South","Number","437926"
"Animals in County","2013","Donegal","Number","176763"
"Animals in County","2013","Dublin","Number","21149"
"Animals in County","2013","Galway","Number","382478"
"Animals in County","2013","Kerry","Number","301122"
"Animals in County","2013","Kildare","Number","113902"
"Animals in County","2013","Kilkenny","Number","309120"
"Animals in County","2013","Laois","Number","221133"
"Animals in County","2013","Leitrim","Number","68756"
"Animals in County","2013","Limerick","Number","345506"
"Animals in County","2013","Longford","Number","104627"
"Animals in County","2013","Louth","Number","80012"
"Animals in County","2013","Mayo","Number","242978"
"Animals in County","2013","Meath","Number","259600"
"Animals in County","2013","Monaghan","Number","193793"
"Animals in County","2013","Offaly","Number","205891"
"Animals in County","2013","Roscommon","Number","177965"
"Animals in County","2013","Sligo","Number","102421"
"Animals in County","2013","Tipperary North","Number","282415"
"Animals in County","2013","Tipperary South","Number","279557"
"Animals in County","2013","Waterford","Number","223473"
"Animals in County","2013","Westmeath","Number","182950"
"Animals in County","2013","Wexford","Number","259206"
"Animals in County","2013","Wicklow E","Number","72487"
"Animals in County","2013","Wicklow W","Number","39763"
"Animals in County","2014","State","Number","6115528"
"Animals in County","2014","Carlow","Number","92376"
"Animals in County","2014","Cavan","Number","211538"
"Animals in County","2014","Clare","Number","247683"
"Animals in County","2014","Cork North","Number","500341"
"Animals in County","2014","Cork South","Number","440393"
"Animals in County","2014","Donegal","Number","168494"
"Animals in County","2014","Dublin","Number","20656"
"Animals in County","2014","Galway","Number","382292"
"Animals in County","2014","Kerry","Number","301475"
"Animals in County","2014","Kildare","Number","114561"
"Animals in County","2014","Kilkenny","Number","310848"
"Animals in County","2014","Laois","Number","220059"
"Animals in County","2014","Leitrim","Number","67107"
"Animals in County","2014","Limerick","Number","343600"
"Animals in County","2014","Longford","Number","102950"
"Animals in County","2014","Louth","Number","81025"
"Animals in County","2014","Mayo","Number","240749"
"Animals in County","2014","Meath","Number","256946"
"Animals in County","2014","Monaghan","Number","190963"
"Animals in County","2014","Offaly","Number","205762"
"Animals in County","2014","Roscommon","Number","176843"
"Animals in County","2014","Sligo","Number","99850"
"Animals in County","2014","Tipperary North","Number","280511"
"Animals in County","2014","Tipperary South","Number","277660"
"Animals in County","2014","Waterford","Number","227627"
"Animals in County","2014","Westmeath","Number","181580"
"Animals in County","2014","Wexford","Number","261111"
"Animals in County","2014","Wicklow E","Number","71355"
"Animals in County","2014","Wicklow W","Number","39173"
"Animals in County","2015","State","Number","6321196"
"Animals in County","2015","Carlow","Number","95812"
"Animals in County","2015","Cavan","Number","216720"
"Animals in County","2015","Clare","Number","255634"
"Animals in County","2015","Cork North","Number","520831"
"Animals in County","2015","Cork South","Number","456079"
"Animals in County","2015","Donegal","Number","169242"
"Animals in County","2015","Dublin","Number","20820"
"Animals in County","2015","Galway","Number","394334"
"Animals in County","2015","Kerry","Number","310683"
"Animals in County","2015","Kildare","Number","118193"
"Animals in County","2015","Kilkenny","Number","321964"
"Animals in County","2015","Laois","Number","228844"
"Animals in County","2015","Leitrim","Number","68357"
"Animals in County","2015","Limerick","Number","357777"
"Animals in County","2015","Longford","Number","105926"
"Animals in County","2015","Louth","Number","81508"
"Animals in County","2015","Mayo","Number","248070"
"Animals in County","2015","Meath","Number","263406"
"Animals in County","2015","Monaghan","Number","197850"
"Animals in County","2015","Offaly","Number","211417"
"Animals in County","2015","Roscommon","Number","183236"
"Animals in County","2015","Sligo","Number","102138"
"Animals in County","2015","Tipperary North","Number","291575"
"Animals in County","2015","Tipperary South","Number","291924"
"Animals in County","2015","Waterford","Number","236327"
"Animals in County","2015","Westmeath","Number","187070"
"Animals in County","2015","Wexford","Number","271968"
"Animals in County","2015","Wicklow E","Number","73333"
"Animals in County","2015","Wicklow W","Number","40158"
"Animals in County","2016","State","Number","6455934"
"Animals in County","2016","Carlow","Number","98905"
"Animals in County","2016","Cavan","Number","222871"
"Animals in County","2016","Clare","Number","257768"
"Animals in County","2016","Cork North","Number","530542"
"Animals in County","2016","Cork South","Number","458753"
"Animals in County","2016","Donegal","Number","170385"
"Animals in County","2016","Dublin","Number","21363"
"Animals in County","2016","Galway","Number","398962"
"Animals in County","2016","Kerry","Number","311312"
"Animals in County","2016","Kildare","Number","122601"
"Animals in County","2016","Kilkenny","Number","328034"
"Animals in County","2016","Laois","Number","236636"
"Animals in County","2016","Leitrim","Number","68782"
"Animals in County","2016","Limerick","Number","372799"
"Animals in County","2016","Longford","Number","107843"
"Animals in County","2016","Louth","Number","87879"
"Animals in County","2016","Mayo","Number","247705"
"Animals in County","2016","Meath","Number","274358"
"Animals in County","2016","Monaghan","Number","202605"
"Animals in County","2016","Offaly","Number","220693"
"Animals in County","2016","Roscommon","Number","184407"
"Animals in County","2016","Sligo","Number","101430"
"Animals in County","2016","Tipperary North","Number","301269"
"Animals in County","2016","Tipperary South","Number","300134"
"Animals in County","2016","Waterford","Number","238378"
"Animals in County","2016","Westmeath","Number","194099"
"Animals in County","2016","Wexford","Number","277638"
"Animals in County","2016","Wicklow E","Number","75768"
"Animals in County","2016","Wicklow W","Number","42015"
"Animals in County","2017","State","Number","6513273"
"Animals in County","2017","Carlow","Number","102212"
"Animals in County","2017","Cavan","Number","218219"
"Animals in County","2017","Clare","Number","254680"
"Animals in County","2017","Cork North","Number","540081"
"Animals in County","2017","Cork South","Number","463720"
"Animals in County","2017","Donegal","Number","168346"
"Animals in County","2017","Dublin","Number","21356"
"Animals in County","2017","Galway","Number","396072"
"Animals in County","2017","Kerry","Number","305620"
"Animals in County","2017","Kildare","Number","128022"
"Animals in County","2017","Kilkenny","Number","340016"
"Animals in County","2017","Laois","Number","247198"
"Animals in County","2017","Leitrim","Number","65260"
"Animals in County","2017","Limerick","Number","374261"
"Animals in County","2017","Longford","Number","105363"
"Animals in County","2017","Louth","Number","88669"
"Animals in County","2017","Mayo","Number","243720"
"Animals in County","2017","Meath","Number","276807"
"Animals in County","2017","Monaghan","Number","200167"
"Animals in County","2017","Offaly","Number","227137"
"Animals in County","2017","Roscommon","Number","182036"
"Animals in County","2017","Sligo","Number","99947"
"Animals in County","2017","Tipperary North","Number","310390"
"Animals in County","2017","Tipperary South","Number","307063"
"Animals in County","2017","Waterford","Number","245055"
"Animals in County","2017","Westmeath","Number","194813"
"Animals in County","2017","Wexford","Number","287433"
"Animals in County","2017","Wicklow E","Number","77855"
"Animals in County","2017","Wicklow W","Number","41755"
"Animals in County","2018","State","Number","6398745"
"Animals in County","2018","Carlow","Number","99794"
"Animals in County","2018","Cavan","Number","219665"
"Animals in County","2018","Clare","Number","253863"
"Animals in County","2018","Cork North","Number","526182"
"Animals in County","2018","Cork South","Number","449698"
"Animals in County","2018","Donegal","Number","172114"
"Animals in County","2018","Dublin","Number","20766"
"Animals in County","2018","Galway","Number","396452"
"Animals in County","2018","Kerry","Number","308049"
"Animals in County","2018","Kildare","Number","122371"
"Animals in County","2018","Kilkenny","Number","326766"
"Animals in County","2018","Laois","Number","242657"
"Animals in County","2018","Leitrim","Number","66528"
"Animals in County","2018","Limerick","Number","366277"
"Animals in County","2018","Longford","Number","105303"
"Animals in County","2018","Louth","Number","86266"
"Animals in County","2018","Mayo","Number","243195"
"Animals in County","2018","Meath","Number","269302"
"Animals in County","2018","Monaghan","Number","197315"
"Animals in County","2018","Offaly","Number","223666"
"Animals in County","2018","Roscommon","Number","183128"
"Animals in County","2018","Sligo","Number","99613"
"Animals in County","2018","Tipperary North","Number","300869"
"Animals in County","2018","Tipperary South","Number","296572"
"Animals in County","2018","Waterford","Number","235893"
"Animals in County","2018","Westmeath","Number","189233"
"Animals in County","2018","Wexford","Number","279336"
"Animals in County","2018","Wicklow E","Number","76017"
"Animals in County","2018","Wicklow W","Number","41855"
"Animals in County","2019","State","Number","6363409"
"Animals in County","2019","Carlow","Number","97336"
"Animals in County","2019","Cavan","Number","218207"
"Animals in County","2019","Clare","Number","254295"
"Animals in County","2019","Cork North","Number","523265"
"Animals in County","2019","Cork South","Number","445268"
"Animals in County","2019","Donegal","Number","171254"
"Animals in County","2019","Dublin","Number","20440"
"Animals in County","2019","Galway","Number","393971"
"Animals in County","2019","Kerry","Number","306711"
"Animals in County","2019","Kildare","Number","120980"
"Animals in County","2019","Kilkenny","Number","326201"
"Animals in County","2019","Laois","Number","235720"
"Animals in County","2019","Leitrim","Number","66514"
"Animals in County","2019","Limerick","Number","372139"
"Animals in County","2019","Longford","Number","105787"
"Animals in County","2019","Louth","Number","86083"
"Animals in County","2019","Mayo","Number","241656"
"Animals in County","2019","Meath","Number","267273"
"Animals in County","2019","Monaghan","Number","197909"
"Animals in County","2019","Offaly","Number","219789"
"Animals in County","2019","Roscommon","Number","182848"
"Animals in County","2019","Sligo","Number","99835"
"Animals in County","2019","Tipperary North","Number","295751"
"Animals in County","2019","Tipperary South","Number","297366"
"Animals in County","2019","Waterford","Number","233639"
"Animals in County","2019","Westmeath","Number","192248"
"Animals in County","2019","Wexford","Number","276353"
"Animals in County","2019","Wicklow E","Number","73347"
"Animals in County","2019","Wicklow W","Number","41224"
"Animals in County","2020","State","Number","7202987"
"Animals in County","2020","Carlow","Number","108898"
"Animals in County","2020","Cavan","Number","233559"
"Animals in County","2020","Clare","Number","282277"
"Animals in County","2020","Cork North","Number","617851"
"Animals in County","2020","Cork South","Number","501019"
"Animals in County","2020","Donegal","Number","182604"
"Animals in County","2020","Dublin","Number","22567"
"Animals in County","2020","Galway","Number","432588"
"Animals in County","2020","Kerry","Number","352779"
"Animals in County","2020","Kildare","Number","137549"
"Animals in County","2020","Kilkenny","Number","376653"
"Animals in County","2020","Laois","Number","264354"
"Animals in County","2020","Leitrim","Number","67834"
"Animals in County","2020","Limerick","Number","446130"
"Animals in County","2020","Longford","Number","115559"
"Animals in County","2020","Louth","Number","95852"
"Animals in County","2020","Mayo","Number","260638"
"Animals in County","2020","Meath","Number","305449"
"Animals in County","2020","Monaghan","Number","211647"
"Animals in County","2020","Offaly","Number","249713"
"Animals in County","2020","Roscommon","Number","201716"
"Animals in County","2020","Sligo","Number","107794"
"Animals in County","2020","Tipperary North","Number","349050"
"Animals in County","2020","Tipperary South","Number","356408"
"Animals in County","2020","Waterford","Number","272528"
"Animals in County","2020","Westmeath","Number","214210"
"Animals in County","2020","Wexford","Number","310311"
"Animals in County","2020","Wicklow E","Number","80707"
"Animals in County","2020","Wicklow W","Number","44743"
"Tests on Animals","2010","State","Number","8390750"
"Tests on Animals","2010","Carlow","Number","108584"
"Tests on Animals","2010","Cavan","Number","313822"
"Tests on Animals","2010","Clare","Number","385705"
"Tests on Animals","2010","Cork North","Number","664648"
"Tests on Animals","2010","Cork South","Number","586105"
"Tests on Animals","2010","Donegal","Number","232021"
"Tests on Animals","2010","Dublin","Number","30096"
"Tests on Animals","2010","Galway","Number","500797"
"Tests on Animals","2010","Kerry","Number","402235"
"Tests on Animals","2010","Kildare","Number","138426"
"Tests on Animals","2010","Kilkenny","Number","378100"
"Tests on Animals","2010","Laois","Number","274815"
"Tests on Animals","2010","Leitrim","Number","104696"
"Tests on Animals","2010","Limerick","Number","466762"
"Tests on Animals","2010","Longford","Number","147910"
"Tests on Animals","2010","Louth","Number","105185"
"Tests on Animals","2010","Mayo","Number","333497"
"Tests on Animals","2010","Meath","Number","416730"
"Tests on Animals","2010","Monaghan","Number","248441"
"Tests on Animals","2010","Offaly","Number","271410"
"Tests on Animals","2010","Roscommon","Number","291568"
"Tests on Animals","2010","Sligo","Number","150548"
"Tests on Animals","2010","Tipperary North","Number","380595"
"Tests on Animals","2010","Tipperary South","Number","379125"
"Tests on Animals","2010","Waterford","Number","293603"
"Tests on Animals","2010","Westmeath","Number","282900"
"Tests on Animals","2010","Wexford","Number","334745"
"Tests on Animals","2010","Wicklow E","Number","114380"
"Tests on Animals","2010","Wicklow W","Number","53301"
"Tests on Animals","2011","State","Number","8332285"
"Tests on Animals","2011","Carlow","Number","110581"
"Tests on Animals","2011","Cavan","Number","299639"
"Tests on Animals","2011","Clare","Number","363493"
"Tests on Animals","2011","Cork North","Number","677129"
"Tests on Animals","2011","Cork South","Number","593580"
"Tests on Animals","2011","Donegal","Number","233334"
"Tests on Animals","2011","Dublin","Number","29001"
"Tests on Animals","2011","Galway","Number","494843"
"Tests on Animals","2011","Kerry","Number","411183"
"Tests on Animals","2011","Kildare","Number","139587"
"Tests on Animals","2011","Kilkenny","Number","398748"
"Tests on Animals","2011","Laois","Number","275124"
"Tests on Animals","2011","Leitrim","Number","99644"
"Tests on Animals","2011","Limerick","Number","466189"
"Tests on Animals","2011","Longford","Number","140002"
"Tests on Animals","2011","Louth","Number","108789"
"Tests on Animals","2011","Mayo","Number","321607"
"Tests on Animals","2011","Meath","Number","414980"
"Tests on Animals","2011","Monaghan","Number","246728"
"Tests on Animals","2011","Offaly","Number","251369"
"Tests on Animals","2011","Roscommon","Number","271590"
"Tests on Animals","2011","Sligo","Number","136753"
"Tests on Animals","2011","Tipperary North","Number","371880"
"Tests on Animals","2011","Tipperary South","Number","371715"
"Tests on Animals","2011","Waterford","Number","286047"
"Tests on Animals","2011","Westmeath","Number","275271"
"Tests on Animals","2011","Wexford","Number","371002"
"Tests on Animals","2011","Wicklow E","Number","118167"
"Tests on Animals","2011","Wicklow W","Number","54310"
"Tests on Animals","2012","State","Number","8534677"
"Tests on Animals","2012","Carlow","Number","118445"
"Tests on Animals","2012","Cavan","Number","306322"
"Tests on Animals","2012","Clare","Number","375738"
"Tests on Animals","2012","Cork North","Number","685385"
"Tests on Animals","2012","Cork South","Number","600131"
"Tests on Animals","2012","Donegal","Number","237415"
"Tests on Animals","2012","Dublin","Number","28942"
"Tests on Animals","2012","Galway","Number","490530"
"Tests on Animals","2012","Kerry","Number","417792"
"Tests on Animals","2012","Kildare","Number","142051"
"Tests on Animals","2012","Kilkenny","Number","419685"
"Tests on Animals","2012","Laois","Number","274993"
"Tests on Animals","2012","Leitrim","Number","94345"
"Tests on Animals","2012","Limerick","Number","499809"
"Tests on Animals","2012","Longford","Number","140514"
"Tests on Animals","2012","Louth","Number","108147"
"Tests on Animals","2012","Mayo","Number","336864"
"Tests on Animals","2012","Meath","Number","428439"
"Tests on Animals","2012","Monaghan","Number","261213"
"Tests on Animals","2012","Offaly","Number","253856"
"Tests on Animals","2012","Roscommon","Number","277653"
"Tests on Animals","2012","Sligo","Number","136028"
"Tests on Animals","2012","Tipperary North","Number","391074"
"Tests on Animals","2012","Tipperary South","Number","370441"
"Tests on Animals","2012","Waterford","Number","294841"
"Tests on Animals","2012","Westmeath","Number","277644"
"Tests on Animals","2012","Wexford","Number","381628"
"Tests on Animals","2012","Wicklow E","Number","119905"
"Tests on Animals","2012","Wicklow W","Number","64847"
"Tests on Animals","2013","State","Number","8474961"
"Tests on Animals","2013","Carlow","Number","119007"
"Tests on Animals","2013","Cavan","Number","304476"
"Tests on Animals","2013","Clare","Number","382336"
"Tests on Animals","2013","Cork North","Number","698714"
"Tests on Animals","2013","Cork South","Number","588299"
"Tests on Animals","2013","Donegal","Number","251465"
"Tests on Animals","2013","Dublin","Number","31274"
"Tests on Animals","2013","Galway","Number","490656"
"Tests on Animals","2013","Kerry","Number","428050"
"Tests on Animals","2013","Kildare","Number","145332"
"Tests on Animals","2013","Kilkenny","Number","425530"
"Tests on Animals","2013","Laois","Number","274984"
"Tests on Animals","2013","Leitrim","Number","93858"
"Tests on Animals","2013","Limerick","Number","492879"
"Tests on Animals","2013","Longford","Number","140689"
"Tests on Animals","2013","Louth","Number","109931"
"Tests on Animals","2013","Mayo","Number","326703"
"Tests on Animals","2013","Meath","Number","400151"
"Tests on Animals","2013","Monaghan","Number","262041"
"Tests on Animals","2013","Offaly","Number","259168"
"Tests on Animals","2013","Roscommon","Number","262559"
"Tests on Animals","2013","Sligo","Number","140999"
"Tests on Animals","2013","Tipperary North","Number","377382"
"Tests on Animals","2013","Tipperary South","Number","363186"
"Tests on Animals","2013","Waterford","Number","289412"
"Tests on Animals","2013","Westmeath","Number","272634"
"Tests on Animals","2013","Wexford","Number","370583"
"Tests on Animals","2013","Wicklow E","Number","114715"
"Tests on Animals","2013","Wicklow W","Number","57948"
"Tests on Animals","2014","State","Number","8445262"
"Tests on Animals","2014","Carlow","Number","108157"
"Tests on Animals","2014","Cavan","Number","296220"
"Tests on Animals","2014","Clare","Number","381149"
"Tests on Animals","2014","Cork North","Number","705655"
"Tests on Animals","2014","Cork South","Number","576497"
"Tests on Animals","2014","Donegal","Number","220837"
"Tests on Animals","2014","Dublin","Number","33928"
"Tests on Animals","2014","Galway","Number","489265"
"Tests on Animals","2014","Kerry","Number","431453"
"Tests on Animals","2014","Kildare","Number","148841"
"Tests on Animals","2014","Kilkenny","Number","418301"
"Tests on Animals","2014","Laois","Number","272402"
"Tests on Animals","2014","Leitrim","Number","93290"
"Tests on Animals","2014","Limerick","Number","500552"
"Tests on Animals","2014","Longford","Number","128723"
"Tests on Animals","2014","Louth","Number","111171"
"Tests on Animals","2014","Mayo","Number","320796"
"Tests on Animals","2014","Meath","Number","404428"
"Tests on Animals","2014","Monaghan","Number","257034"
"Tests on Animals","2014","Offaly","Number","267030"
"Tests on Animals","2014","Roscommon","Number","262973"
"Tests on Animals","2014","Sligo","Number","135958"
"Tests on Animals","2014","Tipperary North","Number","390056"
"Tests on Animals","2014","Tipperary South","Number","363799"
"Tests on Animals","2014","Waterford","Number","300380"
"Tests on Animals","2014","Westmeath","Number","267358"
"Tests on Animals","2014","Wexford","Number","384146"
"Tests on Animals","2014","Wicklow E","Number","116234"
"Tests on Animals","2014","Wicklow W","Number","58629"
"Tests on Animals","2015","State","Number","8429602"
"Tests on Animals","2015","Carlow","Number","114286"
"Tests on Animals","2015","Cavan","Number","297930"
"Tests on Animals","2015","Clare","Number","383201"
"Tests on Animals","2015","Cork North","Number","691179"
"Tests on Animals","2015","Cork South","Number","569407"
"Tests on Animals","2015","Donegal","Number","218270"
"Tests on Animals","2015","Dublin","Number","29407"
"Tests on Animals","2015","Galway","Number","500635"
"Tests on Animals","2015","Kerry","Number","433978"
"Tests on Animals","2015","Kildare","Number","147069"
"Tests on Animals","2015","Kilkenny","Number","419142"
"Tests on Animals","2015","Laois","Number","286727"
"Tests on Animals","2015","Leitrim","Number","97492"
"Tests on Animals","2015","Limerick","Number","465807"
"Tests on Animals","2015","Longford","Number","130204"
"Tests on Animals","2015","Louth","Number","105062"
"Tests on Animals","2015","Mayo","Number","321255"
"Tests on Animals","2015","Meath","Number","394529"
"Tests on Animals","2015","Monaghan","Number","267392"
"Tests on Animals","2015","Offaly","Number","284882"
"Tests on Animals","2015","Roscommon","Number","257872"
"Tests on Animals","2015","Sligo","Number","143315"
"Tests on Animals","2015","Tipperary North","Number","390464"
"Tests on Animals","2015","Tipperary South","Number","376306"
"Tests on Animals","2015","Waterford","Number","287336"
"Tests on Animals","2015","Westmeath","Number","267779"
"Tests on Animals","2015","Wexford","Number","370771"
"Tests on Animals","2015","Wicklow E","Number","113986"
"Tests on Animals","2015","Wicklow W","Number","63919"
"Tests on Animals","2016","State","Number","8635824"
"Tests on Animals","2016","Carlow","Number","119607"
"Tests on Animals","2016","Cavan","Number","302990"
"Tests on Animals","2016","Clare","Number","378083"
"Tests on Animals","2016","Cork North","Number","713432"
"Tests on Animals","2016","Cork South","Number","615751"
"Tests on Animals","2016","Donegal","Number","217131"
"Tests on Animals","2016","Dublin","Number","31404"
"Tests on Animals","2016","Galway","Number","516534"
"Tests on Animals","2016","Kerry","Number","429956"
"Tests on Animals","2016","Kildare","Number","150313"
"Tests on Animals","2016","Kilkenny","Number","416548"
"Tests on Animals","2016","Laois","Number","286424"
"Tests on Animals","2016","Leitrim","Number","89142"
"Tests on Animals","2016","Limerick","Number","493179"
"Tests on Animals","2016","Longford","Number","134998"
"Tests on Animals","2016","Louth","Number","103720"
"Tests on Animals","2016","Mayo","Number","319189"
"Tests on Animals","2016","Meath","Number","401834"
"Tests on Animals","2016","Monaghan","Number","287636"
"Tests on Animals","2016","Offaly","Number","292814"
"Tests on Animals","2016","Roscommon","Number","253866"
"Tests on Animals","2016","Sligo","Number","142348"
"Tests on Animals","2016","Tipperary North","Number","427999"
"Tests on Animals","2016","Tipperary South","Number","386177"
"Tests on Animals","2016","Waterford","Number","300636"
"Tests on Animals","2016","Westmeath","Number","271309"
"Tests on Animals","2016","Wexford","Number","368231"
"Tests on Animals","2016","Wicklow E","Number","114671"
"Tests on Animals","2016","Wicklow W","Number","69902"
"Tests on Animals","2017","State","Number","8882933"
"Tests on Animals","2017","Carlow","Number","125317"
"Tests on Animals","2017","Cavan","Number","335870"
"Tests on Animals","2017","Clare","Number","376122"
"Tests on Animals","2017","Cork North","Number","737432"
"Tests on Animals","2017","Cork South","Number","648076"
"Tests on Animals","2017","Donegal","Number","212312"
"Tests on Animals","2017","Dublin","Number","29983"
"Tests on Animals","2017","Galway","Number","519155"
"Tests on Animals","2017","Kerry","Number","448489"
"Tests on Animals","2017","Kildare","Number","153045"
"Tests on Animals","2017","Kilkenny","Number","449898"
"Tests on Animals","2017","Laois","Number","306618"
"Tests on Animals","2017","Leitrim","Number","93300"
"Tests on Animals","2017","Limerick","Number","513342"
"Tests on Animals","2017","Longford","Number","131474"
"Tests on Animals","2017","Louth","Number","107314"
"Tests on Animals","2017","Mayo","Number","329714"
"Tests on Animals","2017","Meath","Number","406634"
"Tests on Animals","2017","Monaghan","Number","295948"
"Tests on Animals","2017","Offaly","Number","296625"
"Tests on Animals","2017","Roscommon","Number","251964"
"Tests on Animals","2017","Sligo","Number","136865"
"Tests on Animals","2017","Tipperary North","Number","420633"
"Tests on Animals","2017","Tipperary South","Number","396451"
"Tests on Animals","2017","Waterford","Number","297173"
"Tests on Animals","2017","Westmeath","Number","292352"
"Tests on Animals","2017","Wexford","Number","385191"
"Tests on Animals","2017","Wicklow E","Number","119893"
"Tests on Animals","2017","Wicklow W","Number","65743"
"Tests on Animals","2018","State","Number","8869856"
"Tests on Animals","2018","Carlow","Number","122158"
"Tests on Animals","2018","Cavan","Number","329223"
"Tests on Animals","2018","Clare","Number","374578"
"Tests on Animals","2018","Cork North","Number","784284"
"Tests on Animals","2018","Cork South","Number","609574"
"Tests on Animals","2018","Donegal","Number","200069"
"Tests on Animals","2018","Dublin","Number","32680"
"Tests on Animals","2018","Galway","Number","519150"
"Tests on Animals","2018","Kerry","Number","441446"
"Tests on Animals","2018","Kildare","Number","154612"
"Tests on Animals","2018","Kilkenny","Number","414922"
"Tests on Animals","2018","Laois","Number","301949"
"Tests on Animals","2018","Leitrim","Number","86623"
"Tests on Animals","2018","Limerick","Number","495950"
"Tests on Animals","2018","Longford","Number","136359"
